ngram,Sysco,Syco,Sysco,Syco
1969,7.686357901350225e-09,3.9503548051758996e-10,7.686357901350225e-09,3.9503548051758996e-10
1970,9.595842216063894e-09,3.9049809021283824e-10,9.595842216063894e-09,3.9049809021283824e-10
1971,1.2600460992067447e-08,3.0048017050722716e-10,1.2600460992067447e-08,3.0048017050722716e-10
1972,1.546441647753178e-08,2.7295819374614384e-10,1.546441647753178e-08,2.7295819374614384e-10
1973,1.653988286014802e-08,3.291199455825376e-10,1.653988286014802e-08,3.291199455825376e-10
1974,2.177052671470392e-08,4.0035594680734986e-10,2.177052671470392e-08,4.0035594680734986e-10
1975,2.2786222178946706e-08,4.268176129989294e-10,2.2786222178946706e-08,4.268176129989294e-10
1976,2.5819969908168006e-08,5.133374459636337e-10,2.5819969908168006e-08,5.133374459636337e-10
1977,3.2005379426079476e-08,6.147083893491358e-10,3.2005379426079476e-08,6.147083893491358e-10
1978,3.7952651814927256e-08,6.947257293253375e-10,3.7952651814927256e-08,6.947257293253375e-10
1979,4.216740252210067e-08,7.79020744737632e-10,4.216740252210067e-08,7.79020744737632e-10
1980,4.435677222350673e-08,8.453794965644436e-10,4.435677222350673e-08,8.453794965644436e-10
1981,4.2016275411275017e-08,9.15465029179988e-10,4.2016275411275017e-08,9.15465029179988e-10
1982,4.515590492003087e-08,9.070889674310325e-10,4.515590492003087e-08,9.070889674310325e-10
1983,5.576512153636161e-08,1.3281932617229382e-09,5.576512153636161e-08,1.3281932617229382e-09
1984,5.5001013521405184e-08,1.6842340458797116e-09,5.5001013521405184e-08,1.6842340458797116e-09
1985,5.976104588967246e-08,2.0927001560216193e-09,5.976104588967246e-08,2.0927001560216193e-09
1986,6.460761170501428e-08,2.3377508817645776e-09,6.460761170501428e-08,2.3377508817645776e-09
1987,7.618124137869537e-08,2.3092255805958116e-09,7.618124137869537e-08,2.3092255805958116e-09
1988,9.066150953783238e-08,2.2176155197887024e-09,9.066150953783238e-08,2.2176155197887024e-09
1989,1.0446215422835589e-07,2.6541865213606084e-09,1.0446215422835589e-07,2.6541865213606084e-09
1990,1.0735051552452595e-07,2.2484429397705087e-09,1.0735051552452595e-07,2.2484429397705087e-09
1991,1.3307618778363966e-07,1.8873385473508873e-09,1.3307618778363966e-07,1.8873385473508873e-09
1992,1.384505432205125e-07,1.5527366456094934e-09,1.384505432205125e-07,1.5527366456094934e-09
1993,1.500887114908827e-07,1.293283171031691e-09,1.500887114908827e-07,1.293283171031691e-09
1994,1.592562171026657e-07,1.6151215920245932e-09,1.592562171026657e-07,1.6151215920245932e-09
1995,1.749169525412851e-07,1.692167239664144e-09,1.749169525412851e-07,1.692167239664144e-09
1996,1.9666185023327542e-07,1.210772577436054e-09,1.9666185023327542e-07,1.210772577436054e-09
1997,2.1660889209280348e-07,1.1772261261049672e-09,2.1660889209280348e-07,1.1772261261049672e-09
1998,2.1436867874464432e-07,1.1902854495688636e-09,2.1436867874464432e-07,1.1902854495688636e-09
1999,2.1207404594341434e-07,1.1974691635100294e-09,2.1207404594341434e-07,1.1974691635100294e-09
2000,2.0260273458916345e-07,1.2570150713970512e-09,2.0260273458916345e-07,1.2570150713970512e-09
2001,1.9461204609732314e-07,9.618533985162563e-10,1.9461204609732314e-07,9.618533985162563e-10
2002,1.7851643008270912e-07,1.2326779993568744e-09,1.7851643008270912e-07,1.2326779993568744e-09
2003,1.9531982380678009e-07,1.3742566608497343e-09,1.9531982380678009e-07,1.3742566608497343e-09
2004,1.737690281191005e-07,1.7472044921973406e-09,1.737690281191005e-07,1.7472044921973406e-09
2005,1.5914052754949027e-07,1.925718378410173e-09,1.5914052754949027e-07,1.925718378410173e-09
2006,1.5402735036624498e-07,2.0555456384637895e-09,1.5402735036624498e-07,2.0555456384637895e-09
2007,1.5083889439080978e-07,3.135967152623209e-09,1.5083889439080978e-07,3.135967152623209e-09
2008,1.386009113194372e-07,3.914854932293313e-09,1.386009113194372e-07,3.914854932293313e-09
2009,1.2424978455628987e-07,5.1170213939093804e-09,1.2424978455628987e-07,5.1170213939093804e-09
2010,6.88306790611445e-08,5.93433299326104e-09,6.88306790611445e-08,5.93433299326104e-09
2011,5.41193799615972e-08,6.505709463208323e-09,5.41193799615972e-08,6.505709463208323e-09
2012,4.119050066110828e-08,7.122565838711483e-09,4.119050066110828e-08,7.122565838711483e-09
2013,3.507021593764291e-08,8.41907838682638e-09,3.507021593764291e-08,8.41907838682638e-09
2014,2.6385675105140242e-08,8.1233479625504e-09,2.6385675105140242e-08,8.1233479625504e-09
2015,4.461313147479424e-08,7.512387949810367e-09,4.461313147479424e-08,7.512387949810367e-09
2016,4.336296426694324e-08,6.292907306360007e-09,4.336296426694324e-08,6.292907306360007e-09
2017,4.755723015392732e-08,6.171553231422895e-09,4.755723015392732e-08,6.171553231422895e-09
2018,5.3812498990168935e-08,5.963006843856533e-09,5.3812498990168935e-08,5.963006843856533e-09
2019,6.152794673752737e-08,5.809082381791342e-09,6.152794673752737e-08,5.809082381791342e-09
