ngram,Stryker,Strker,Strkr
1817,2.7463837045818958e-08,1.9314070977470366e-10,0.0
1818,7.136634381867322e-08,1.9314070977470366e-10,0.0
1819,7.482317533811869e-08,1.9314070977470366e-10,0.0
1820,7.56296910811979e-08,1.9314070977470366e-10,0.0
1821,1.1409920741556334e-07,1.9314070977470366e-10,0.0
1822,1.1909846150562739e-07,0.0,0.0
1823,1.3097075246548684e-07,0.0,0.0
1824,1.277543924617573e-07,0.0,0.0
1825,9.009913907017822e-08,0.0,0.0
1826,8.839068118707668e-08,0.0,0.0
1827,8.927401903438944e-08,0.0,0.0
1828,5.59498540196403e-08,0.0,0.0
1829,6.017512075930296e-08,0.0,0.0
1830,5.554902975697067e-08,0.0,0.0
1831,5.216910078534706e-08,0.0,0.0
1832,5.292338402439002e-08,0.0,0.0
1833,1.146666680337408e-07,0.0,0.0
1834,1.2031242034384248e-07,0.0,0.0
1835,1.9166431692545822e-07,0.0,0.0
1836,1.935369908778739e-07,0.0,0.0
1837,2.330506977240735e-07,0.0,0.0
1838,2.449863083191823e-07,0.0,0.0
1839,2.6755195697043224e-07,0.0,0.0
1840,2.1882316352568004e-07,0.0,0.0
1841,2.2134207305108638e-07,0.0,0.0
1842,1.572137346020749e-07,0.0,0.0
1843,1.7860817840593362e-07,0.0,0.0
1844,1.683829406065992e-07,0.0,0.0
1845,1.6230486567435166e-07,0.0,0.0
1846,2.079145186176642e-07,0.0,0.0
1847,2.03335897960447e-07,0.0,0.0
1848,2.1287492606753794e-07,0.0,0.0
1849,2.2762674234400038e-07,0.0,0.0
1850,2.0706817086387934e-07,0.0,0.0
1851,2.018880240127276e-07,0.0,0.0
1852,2.021211591746968e-07,0.0,0.0
1853,2.0798571093954316e-07,0.0,0.0
1854,2.3520545511246382e-07,0.0,0.0
1855,2.416134868050384e-07,0.0,0.0
1856,2.3639865531777104e-07,0.0,0.0
1857,2.5714329560904456e-07,0.0,0.0
1858,2.439851546195574e-07,5.7603513229206473e-11,0.0
1859,2.437534740400744e-07,5.7603513229206473e-11,0.0
1860,1.76461383156428e-07,5.7603513229206473e-11,0.0
1861,1.5556050669829347e-07,5.7603513229206473e-11,0.0
1862,1.5071727688109604e-07,1.1332178449587258e-10,0.0
1863,1.5285871057812983e-07,1.1332178449587258e-10,0.0
1864,1.412838699366148e-07,1.6041690594928833e-10,0.0
1865,1.486017962650164e-07,1.0281339272008187e-10,0.0
1866,1.6099246177451017e-07,1.0281339272008187e-10,0.0
1867,1.6704242357588684e-07,1.0281339272008187e-10,0.0
1868,1.7610180488450817e-07,1.0281339272008187e-10,0.0
1869,1.91277389863639e-07,4.709512145341575e-11,0.0
1870,1.9469710618328202e-07,4.709512145341575e-11,0.0
1871,2.050471924316558e-07,0.0,0.0
1872,2.0363268861599083e-07,0.0,0.0
1873,2.489582848446454e-07,0.0,0.0
1874,3.556902612444901e-07,0.0,0.0
1875,3.5876347835385657e-07,0.0,0.0
1876,3.654278170220745e-07,0.0,0.0
1877,3.6970140269789097e-07,0.0,0.0
1878,4.263527334355136e-07,0.0,0.0
1879,4.4735709333768424e-07,0.0,0.0
1880,4.077448717712936e-07,0.0,0.0
1881,3.2408515185774635e-07,0.0,0.0
1882,3.319681951552411e-07,6.481915797757714e-11,0.0
1883,3.342922708173189e-07,6.481915797757714e-11,0.0
1884,3.4965767830336905e-07,6.481915797757714e-11,0.0
1885,3.367848608247316e-07,6.481915797757714e-11,0.0
1886,3.411953092121881e-07,1.199963898087678e-10,0.0
1887,3.6621754670055194e-07,1.199963898087678e-10,0.0
1888,3.54045027961547e-07,1.199963898087678e-10,0.0
1889,3.580896118039943e-07,1.0751902146388659e-10,0.0
1890,3.636510338570328e-07,1.8340609586608991e-10,2.529569014570703e-11
1891,3.794062958409735e-07,1.8340609586608991e-10,2.529569014570703e-11
1892,3.6519969220145345e-07,1.8340609586608991e-10,7.023885441524515e-11
1893,3.7258459834837207e-07,1.2822886403489926e-10,7.023885441524515e-11
1894,3.665795458930786e-07,1.2822886403489926e-10,7.023885441524515e-11
1895,4.010955316451665e-07,1.7057127932318394e-10,7.023885441524515e-11
1896,4.074640531013886e-07,1.3760991552607445e-10,7.023885441524515e-11
1897,4.0560861082537615e-07,9.887635155081398e-11,6.351991948300955e-11
1898,3.942371660871556e-07,9.887635155081398e-11,6.351991948300955e-11
1899,3.79249115667335e-07,9.887635155081398e-11,1.857675521347143e-11
1900,3.6903198617567667e-07,9.887635155081398e-11,1.857675521347143e-11
1901,3.6378715760422763e-07,9.887635155081398e-11,5.285012903501394e-11
1902,3.3170855674922806e-07,5.653393626252929e-11,1.2172329017750323e-10
1903,3.2230388618310304e-07,3.715351042694286e-11,2.1735815528397699e-10
1904,3.141263838252988e-07,0.0,1.9878140007050556e-10
1905,2.9892055408708984e-07,0.0,1.9878140007050556e-10
1906,2.8589904640544515e-07,0.0,2.1429638619174796e-10
1907,2.724598573422554e-07,0.0,2.1429638619174796e-10
1908,2.6424560165391344e-07,1.372445411286703e-11,2.3492082882167354e-10
1909,2.835449980206509e-07,1.372445411286703e-11,1.660476676791843e-10
1910,2.834880490354408e-07,1.372445411286703e-11,7.041280257271052e-11
1911,2.861405740921847e-07,1.372445411286703e-11,7.041280257271052e-11
1912,2.9162891174954506e-07,1.372445411286703e-11,7.041280257271052e-11
1913,3.0390119474889487e-07,1.372445411286703e-11,5.489781645146812e-11
1914,3.1713732287893694e-07,1.372445411286703e-11,5.489781645146812e-11
1915,3.305282924819559e-07,0.0,0.0
1916,3.215149401317571e-07,0.0,0.0
1917,3.19314170025921e-07,0.0,0.0
1918,3.110998371929392e-07,0.0,0.0
1919,3.114012534816928e-07,0.0,0.0
1920,3.38945519778073e-07,0.0,0.0
1921,3.3861549094841135e-07,0.0,0.0
1922,3.3143753950883236e-07,0.0,0.0
1923,3.2958623462166413e-07,0.0,0.0
1924,3.422765847257584e-07,0.0,0.0
1925,3.48448367049059e-07,0.0,0.0
1926,3.661417663027221e-07,0.0,0.0
1927,3.4275573820455716e-07,0.0,0.0
1928,3.367884947432945e-07,0.0,2.2809486442478187e-11
1929,3.2939947556899695e-07,0.0,7.338108097356054e-11
1930,3.1874572568670244e-07,0.0,1.822906528107079e-10
1931,3.0746773152908903e-07,2.6233009812034627e-11,1.822906528107079e-10
1932,3.083714606840918e-07,2.6233009812034627e-11,1.822906528107079e-10
1933,2.8265728449891216e-07,2.6233009812034627e-11,1.822906528107079e-10
1934,2.670623047151821e-07,2.6233009812034627e-11,1.822906528107079e-10
1935,2.619492229476756e-07,2.6233009812034627e-11,1.5948116636822973e-10
1936,2.62152417868882e-07,2.6233009812034627e-11,1.0890957183714737e-10
1937,2.7674839689747645e-07,2.6233009812034627e-11,0.0
1938,2.750538214968401e-07,0.0,0.0
1939,2.7741630300884677e-07,0.0,0.0
1940,2.9013660553443644e-07,0.0,0.0
1941,3.0137590556478244e-07,0.0,2.7578570379763587e-11
1942,3.0019569814092914e-07,0.0,2.7578570379763587e-11
1943,3.066729772984088e-07,0.0,2.7578570379763587e-11
1944,2.903338806195929e-07,0.0,2.7578570379763587e-11
1945,3.0465005400921133e-07,0.0,2.7578570379763587e-11
1946,3.0406194793743323e-07,0.0,2.7578570379763587e-11
1947,3.4191592947406336e-07,0.0,2.7578570379763587e-11
1948,3.333060151687407e-07,0.0,0.0
1949,3.443598067016345e-07,3.4012324702713064e-11,0.0
1950,3.3324936258135753e-07,3.4012324702713064e-11,0.0
1951,3.410215226397538e-07,3.4012324702713064e-11,0.0
1952,3.2156875866868564e-07,3.4012324702713064e-11,0.0
1953,3.098098813682425e-07,3.4012324702713064e-11,0.0
1954,2.7117828186159644e-07,3.4012324702713064e-11,0.0
1955,2.6316580406923353e-07,3.4012324702713064e-11,0.0
1956,2.5258225377911003e-07,0.0,0.0
1957,2.506309430470667e-07,0.0,0.0
1958,2.397347498929646e-07,0.0,0.0
1959,2.3730225962026452e-07,0.0,0.0
1960,2.2888597633092494e-07,0.0,0.0
1961,2.0958411945619965e-07,0.0,1.3506683073570359e-10
1962,2.1150342937354643e-07,0.0,1.3506683073570359e-10
1963,2.0373218490021827e-07,0.0,1.3506683073570359e-10
1964,2.065333554972832e-07,0.0,1.3506683073570359e-10
1965,2.0427238821087356e-07,8.81508160117355e-12,4.347795932803576e-10
1966,1.9482282352458113e-07,8.81508160117355e-12,4.347795932803576e-10
1967,1.9848241501157255e-07,8.81508160117355e-12,6.824306040899484e-10
1968,1.9644021977325921e-07,8.81508160117355e-12,8.839123401470163e-10
1969,1.9007855200925405e-07,8.81508160117355e-12,9.557274257713085e-10
1970,1.9066925257707874e-07,8.81508160117355e-12,9.557274257713085e-10
1971,1.8783453421227542e-07,8.81508160117355e-12,9.557274257713085e-10
1972,1.9019602096445203e-07,0.0,6.560146632266545e-10
1973,2.0147465664064968e-07,0.0,6.560146632266545e-10
1974,2.147850283660903e-07,0.0,5.550187055978841e-10
1975,2.301326722837465e-07,0.0,2.184701388051126e-10
1976,2.5415470109432394e-07,0.0,1.4665505318082036e-10
1977,2.5825633542808646e-07,0.0,1.4665505318082036e-10
1978,2.6249081689197086e-07,8.15992858600139e-12,1.4665505318082036e-10
1979,2.741782704366155e-07,2.4415330372530774e-11,1.5478275407408504e-10
1980,2.7915589230685457e-07,2.4415330372530774e-11,1.5478275407408504e-10
1981,2.8258047685929863e-07,3.2045128951179485e-11,8.127700893264693e-12
1982,2.983070247962262e-07,3.2045128951179485e-11,8.127700893264693e-12
1983,2.836980387753231e-07,3.944763464293542e-11,8.127700893264693e-12
1984,2.9409505535633276e-07,3.944763464293542e-11,1.5478294241549103e-11
1985,3.176940513835039e-07,3.128770605693403e-11,1.5478294241549103e-11
1986,3.2393009113158247e-07,1.5032304270404648e-11,7.35059334828441e-12
1987,3.287278543341797e-07,1.5032304270404648e-11,1.4038060892301069e-11
1988,3.35564749320838e-07,7.402505691755934e-12,1.4038060892301069e-11
1989,3.3446207226006663e-07,7.402505691755934e-12,1.4038060892301069e-11
1990,3.506077429652318e-07,0.0,1.4038060892301069e-11
1991,3.568229496002979e-07,0.0,6.6874675440166595e-12
1992,3.4859851081949144e-07,0.0,6.6874675440166595e-12
1993,3.472595640882251e-07,0.0,6.6874675440166595e-12
1994,3.496878012551211e-07,1.3006259759672035e-11,0.0
1995,3.5031365135702277e-07,2.5780522558019723e-11,0.0
1996,3.5170338362279706e-07,2.5780522558019723e-11,0.0
1997,3.5531761812178176e-07,2.5780522558019723e-11,0.0
1998,3.577937296280912e-07,3.155831003266916e-11,0.0
1999,3.5973116447556616e-07,3.6981554227663185e-11,0.0
2000,4.1179792122290693e-07,4.217398355147292e-11,0.0
2001,4.7504603831579774e-07,2.916772379180088e-11,0.0
2002,5.089994325706877e-07,2.1762014809237737e-11,0.0
2003,5.465806347209374e-07,2.1762014809237737e-11,0.0
2004,5.74478032636502e-07,2.6808560827611724e-11,0.0
2005,6.10926211460797e-07,2.1030773352962282e-11,0.0
2006,6.466462666919272e-07,2.5900673471048107e-11,0.0
2007,6.345198114234205e-07,2.0708244147238375e-11,0.0
2008,6.050125794640085e-07,3.129040330412154e-11,0.0
2009,5.995281721230381e-07,3.421920782445806e-11,0.0
2010,5.896532440731659e-07,3.421920782445806e-11,0.0
2011,5.822953263694737e-07,2.917266180608407e-11,0.0
2012,5.759701398996445e-07,3.4512519330493725e-11,0.0
2013,5.690323600252409e-07,2.4219375017413877e-11,0.0
2014,5.750326538743269e-07,4.500237533812599e-11,0.0
2015,5.773515486647998e-07,3.442021618124283e-11,0.0
2016,5.781339496024884e-07,2.6122857845121773e-11,0.0
2017,5.753545527416767e-07,3.0476667485975405e-11,0.0
2018,5.847589363838779e-07,3.657200098317048e-11,0.0
2019,5.877590609770778e-07,3.637025056124621e-11,0.0
