ngram,Alphabet,Alphabt,Aphabet,Alphabt
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,5.199607845237811e-07,0.0,0.0,0.0
1573,5.199607845237811e-07,0.0,0.0,0.0
1574,1.0646723304879352e-06,0.0,0.0,0.0
1575,1.0646723304879352e-06,0.0,0.0,0.0
1576,1.5153527783695608e-06,0.0,0.0,0.0
1577,1.5153527783695608e-06,0.0,0.0,0.0
1578,2.2380920979360653e-06,0.0,0.0,0.0
1579,2.364886118552282e-06,0.0,0.0,0.0
1580,2.364886118552282e-06,0.0,0.0,0.0
1581,1.8201745725881274e-06,0.0,0.0,0.0
1582,2.658137321174893e-06,0.0,0.0,0.0
1583,2.2074568732932676e-06,0.0,0.0,0.0
1584,2.2074568732932676e-06,0.0,0.0,0.0
1585,2.0508718340092206e-06,0.0,0.0,0.0
1586,1.4041170288692228e-06,0.0,0.0,0.0
1587,1.4041170288692228e-06,0.0,0.0,0.0
1588,1.4041170288692228e-06,0.0,0.0,0.0
1589,5.661542802824573e-07,0.0,0.0,0.0
1590,5.661542802824573e-07,0.0,0.0,0.0
1591,8.326877442803899e-07,0.0,0.0,0.0
1592,1.4604770512960386e-06,0.0,0.0,0.0
1593,1.4604770512960386e-06,0.0,0.0,0.0
1594,1.6281086345770746e-06,0.0,0.0,0.0
1595,1.6281086345770746e-06,0.0,0.0,0.0
1596,1.838526860150783e-06,0.0,0.0,0.0
1597,1.838526860150783e-06,0.0,0.0,0.0
1598,1.5719933961528504e-06,0.0,0.0,0.0
1599,6.138721054022816e-07,0.0,0.0,0.0
1600,9.333903595428897e-07,0.0,0.0,0.0
1601,9.61082637981495e-07,0.0,0.0,0.0
1602,9.61082637981495e-07,0.0,0.0,0.0
1603,7.506644124077866e-07,0.0,0.0,0.0
1604,7.506644124077866e-07,0.0,0.0,0.0
1605,1.2004119785810223e-06,0.0,0.0,0.0
1606,9.64589682033485e-07,0.0,0.0,0.0
1607,6.450714278928769e-07,0.0,0.0,0.0
1608,4.4974756617323563e-07,0.0,0.0,0.0
1609,6.384215436940264e-07,0.0,0.0,0.0
1610,6.384215436940264e-07,0.0,0.0,0.0
1611,6.384215436940264e-07,0.0,0.0,0.0
1612,7.266754339850325e-07,0.0,0.0,0.0
1613,7.266754339850325e-07,0.0,0.0,0.0
1614,1.056285181480884e-06,0.0,0.0,0.0
1615,1.056285181480884e-06,0.0,0.0,0.0
1616,1.228035736338435e-06,0.0,0.0,0.0
1617,1.228035736338435e-06,0.0,0.0,0.0
1618,1.3265128749091154e-06,0.0,0.0,0.0
1619,2.2514598916651655e-06,0.0,0.0,0.0
1620,2.3521988055108523e-06,0.0,0.0,0.0
1621,2.201007053567342e-06,0.0,0.0,0.0
1622,2.2713554618089153e-06,0.0,0.0,0.0
1623,1.910930929430573e-06,0.0,0.0,0.0
1624,2.060263122010448e-06,0.0,0.0,0.0
1625,1.9617859834397677e-06,0.0,0.0,0.0
1626,9.58081143055876e-07,0.0,0.0,0.0
1627,1.0171135694950602e-06,0.0,0.0,0.0
1628,1.4283002006517824e-06,0.0,0.0,0.0
1629,1.6880691678774643e-06,0.0,0.0,0.0
1630,2.378061156248025e-06,0.0,0.0,0.0
1631,2.2287289636681507e-06,0.0,0.0,0.0
1632,2.5036073663743863e-06,0.0,0.0,0.0
1633,2.1814565310965657e-06,0.0,0.0,0.0
1634,2.268521516920633e-06,0.0,1.2341816305446889e-07,0.0
1635,1.7612366036701133e-06,0.0,1.2341816305446889e-07,0.0
1636,1.5179636372002797e-06,0.0,1.2341816305446889e-07,0.0
1637,1.2669324129482057e-06,0.0,1.2341816305446889e-07,0.0
1638,1.4016024871515192e-06,0.0,1.2341816305446889e-07,0.0
1639,1.2045943143285903e-06,0.0,1.2341816305446889e-07,0.0
1640,1.0675015167700103e-06,0.0,1.2341816305446889e-07,0.0
1641,8.206651906610724e-07,0.0,0.0,0.0
1642,7.383454772025289e-07,0.0,0.0,0.0
1643,8.321459615347391e-07,0.0,0.0,0.0
1644,5.765081303772084e-07,0.0,0.0,0.0
1645,5.891885410034905e-07,0.0,0.0,0.0
1646,8.13533526005423e-07,0.0,0.0,0.0
1647,1.2297157354623778e-06,0.0,0.0,0.0
1648,1.5965096216470037e-06,0.0,0.0,0.0
1649,1.5965096216470037e-06,0.0,0.0,0.0
1650,1.6354654072919011e-06,0.0,0.0,0.0
1651,2.097143708722017e-06,0.0,0.0,0.0
1652,2.061136017670963e-06,0.0,0.0,0.0
1653,2.286551258683695e-06,0.0,0.0,0.0
1654,1.994818603634485e-06,0.0,0.0,0.0
1655,1.8604368960950524e-06,0.0,0.0,0.0
1656,1.951051558535255e-06,0.0,0.0,0.0
1657,1.870473040201302e-06,0.0,0.0,0.0
1658,2.297784508950177e-06,0.0,0.0,0.0
1659,2.6367823043723807e-06,0.0,0.0,0.0
1660,2.429851049003316e-06,0.0,0.0,0.0
1661,2.3054014945955714e-06,0.0,0.0,0.0
1662,2.397788193775341e-06,0.0,0.0,0.0
1663,2.4385634885350427e-06,0.0,0.0,0.0
1664,3.0069949648999942e-06,0.0,0.0,0.0
1665,2.5078733025501217e-06,0.0,0.0,0.0
1666,3.895158962612706e-06,0.0,0.0,0.0
1667,3.866530602993277e-06,0.0,0.0,0.0
1668,4.610335249058803e-06,0.0,0.0,0.0
1669,4.615031392469453e-06,0.0,0.0,0.0
1670,4.638238108002822e-06,0.0,0.0,0.0
1671,4.360996578205751e-06,0.0,0.0,0.0
1672,3.984610348847387e-06,0.0,0.0,0.0
1673,2.2954413257788734e-06,0.0,0.0,0.0
1674,2.2636146793177303e-06,0.0,0.0,0.0
1675,1.6227655318549035e-06,0.0,0.0,0.0
1676,1.5509495727071356e-06,0.0,0.0,0.0
1677,1.93373206717037e-06,0.0,0.0,0.0
1678,2.160832829239163e-06,0.0,0.0,0.0
1679,2.0793868640924174e-06,0.0,0.0,0.0
1680,2.473987495120257e-06,0.0,0.0,0.0
1681,2.482253470199274e-06,0.0,0.0,0.0
1682,2.8430017339685165e-06,0.0,0.0,0.0
1683,2.7177260416725143e-06,0.0,0.0,0.0
1684,2.3848979334876016e-06,0.0,0.0,0.0
1685,2.010466695472652e-06,0.0,0.0,0.0
1686,2.2542875431749313e-06,0.0,0.0,0.0
1687,1.8348299509593095e-06,0.0,0.0,0.0
1688,1.8924608135811077e-06,0.0,0.0,0.0
1689,1.7760399048581479e-06,0.0,0.0,0.0
1690,2.2875155829232038e-06,0.0,0.0,0.0
1691,2.449955315699169e-06,0.0,0.0,0.0
1692,2.3800860812376153e-06,0.0,0.0,0.0
1693,2.3030671465156568e-06,0.0,0.0,0.0
1694,2.472093488644792e-06,0.0,0.0,0.0
1695,2.5336225592452266e-06,0.0,0.0,0.0
1696,2.910653230563704e-06,0.0,0.0,0.0
1697,2.3990215335548522e-06,0.0,0.0,0.0
1698,2.3431688467618576e-06,0.0,0.0,0.0
1699,2.3392690958904235e-06,0.0,0.0,0.0
1700,2.3170653906033422e-06,0.0,0.0,0.0
1701,2.343441841341181e-06,0.0,0.0,0.0
1702,2.3392968517198043e-06,0.0,0.0,0.0
1703,1.9020547727320393e-06,0.0,0.0,0.0
1704,2.6359840603618068e-06,0.0,0.0,0.0
1705,2.874314256067529e-06,0.0,0.0,0.0
1706,2.9088600318313444e-06,0.0,0.0,0.0
1707,3.013476560097063e-06,0.0,0.0,0.0
1708,3.0320788450158683e-06,0.0,0.0,0.0
1709,2.9972792065434206e-06,0.0,0.0,0.0
1710,2.951218090986783e-06,0.0,0.0,0.0
1711,2.259503373482273e-06,0.0,0.0,0.0
1712,2.0250742604080836e-06,0.0,1.086341987794575e-08,0.0
1713,2.1492283589655666e-06,0.0,1.086341987794575e-08,0.0
1714,1.8707992727026327e-06,0.0,1.086341987794575e-08,0.0
1715,1.7596409926617135e-06,0.0,1.086341987794575e-08,0.0
1716,1.5348849322955566e-06,0.0,1.086341987794575e-08,0.0
1717,1.6453792649632045e-06,0.0,1.086341987794575e-08,0.0
1718,1.5947854470661177e-06,0.0,1.086341987794575e-08,0.0
1719,1.8131208240187594e-06,0.0,0.0,0.0
1720,1.9074258424162897e-06,0.0,0.0,0.0
1721,2.3468848309806034e-06,0.0,0.0,0.0
1722,2.5068171031047574e-06,0.0,0.0,0.0
1723,3.2597227134699225e-06,0.0,0.0,0.0
1724,3.1841512720477894e-06,0.0,0.0,0.0
1725,3.5970487520639187e-06,0.0,0.0,0.0
1726,3.351111607636475e-06,0.0,0.0,0.0
1727,3.2242871514297022e-06,0.0,0.0,0.0
1728,3.2170484830982915e-06,0.0,0.0,0.0
1729,3.0218284499434437e-06,0.0,0.0,0.0
1730,2.619581225969471e-06,0.0,0.0,0.0
1731,3.103022614985613e-06,0.0,0.0,0.0
1732,2.9042173049934457e-06,0.0,0.0,0.0
1733,2.9680183583228166e-06,0.0,0.0,0.0
1734,3.061148991686683e-06,0.0,0.0,0.0
1735,3.111873655013499e-06,0.0,0.0,0.0
1736,3.3451633823590654e-06,0.0,0.0,0.0
1737,3.1958520919163547e-06,0.0,0.0,0.0
1738,3.0680363839305106e-06,0.0,0.0,0.0
1739,3.0079349276742765e-06,0.0,0.0,0.0
1740,3.3605006137804594e-06,0.0,0.0,0.0
1741,3.241027148500767e-06,0.0,0.0,0.0
1742,2.831371976494016e-06,0.0,0.0,0.0
1743,2.7151275422251534e-06,0.0,0.0,0.0
1744,3.0058513565173987e-06,0.0,0.0,0.0
1745,2.94233432539061e-06,0.0,0.0,0.0
1746,3.39623811994118e-06,0.0,0.0,0.0
1747,2.9503013690503266e-06,0.0,0.0,0.0
1748,2.8742939548465074e-06,0.0,0.0,0.0
1749,3.517615076426799e-06,0.0,0.0,0.0
1750,3.4106330986105604e-06,0.0,0.0,0.0
1751,2.9195126265741626e-06,0.0,0.0,0.0
1752,2.507414356906728e-06,0.0,0.0,0.0
1753,1.8712094385721554e-06,0.0,0.0,0.0
1754,1.8016251195669092e-06,0.0,0.0,0.0
1755,1.788320819936676e-06,0.0,0.0,0.0
1756,1.2192966291227743e-06,0.0,0.0,0.0
1757,1.2251423900774431e-06,0.0,0.0,0.0
1758,1.115760461800619e-06,0.0,0.0,0.0
1759,1.0607019100510634e-06,0.0,0.0,0.0
1760,1.2179740807027883e-06,0.0,0.0,0.0
1761,1.129611416469548e-06,0.0,0.0,0.0
1762,1.095071032710036e-06,0.0,0.0,0.0
1763,9.550160515102237e-07,0.0,0.0,0.0
1764,8.210253454876693e-07,0.0,0.0,0.0
1765,1.2299142326810397e-06,0.0,0.0,0.0
1766,1.2310607481984853e-06,0.0,0.0,0.0
1767,1.110733486647015e-06,0.0,0.0,0.0
1768,1.088597222016168e-06,0.0,0.0,0.0
1769,1.2081250296042917e-06,0.0,0.0,0.0
1770,1.2557119280895028e-06,0.0,0.0,0.0
1771,1.3669193208443176e-06,0.0,0.0,0.0
1772,1.066388352098459e-06,0.0,0.0,0.0
1773,1.0292365573150164e-06,0.0,0.0,0.0
1774,9.635455333929194e-07,0.0,0.0,0.0
1775,1.02152976718831e-06,0.0,0.0,0.0
1776,8.308233288646858e-07,0.0,0.0,0.0
1777,7.65429482336393e-07,0.0,0.0,0.0
1778,6.951713089620171e-07,0.0,0.0,0.0
1779,6.430026685068566e-07,0.0,0.0,0.0
1780,6.673902329826628e-07,0.0,0.0,0.0
1781,7.095921189050256e-07,0.0,0.0,0.0
1782,6.860466653181772e-07,0.0,0.0,0.0
1783,8.069838323925589e-07,0.0,0.0,0.0
1784,9.40838008643498e-07,1.664472115692206e-09,0.0,1.664472115692206e-09
1785,9.88623363744929e-07,1.664472115692206e-09,0.0,1.664472115692206e-09
1786,9.637996031740061e-07,1.664472115692206e-09,0.0,1.664472115692206e-09
1787,9.570373314155795e-07,1.664472115692206e-09,0.0,1.664472115692206e-09
1788,9.211907833365071e-07,1.664472115692206e-09,0.0,1.664472115692206e-09
1789,9.020386276655959e-07,1.664472115692206e-09,0.0,1.664472115692206e-09
1790,7.224243583030849e-07,1.664472115692206e-09,0.0,1.664472115692206e-09
1791,5.941483404317946e-07,0.0,0.0,0.0
1792,4.823961481698851e-07,0.0,0.0,0.0
1793,7.017186801151963e-07,0.0,0.0,0.0
1794,7.150202268998587e-07,0.0,0.0,0.0
1795,7.203947153097293e-07,0.0,0.0,0.0
1796,7.107621513569029e-07,0.0,0.0,0.0
1797,7.105113257109354e-07,0.0,0.0,0.0
1798,6.979240002432821e-07,0.0,0.0,0.0
1799,7.21758604121143e-07,0.0,0.0,0.0
1800,5.395120662602235e-07,0.0,0.0,0.0
1801,5.203216306069538e-07,0.0,0.0,0.0
1802,4.882317950562407e-07,0.0,0.0,0.0
1803,4.6797356796040343e-07,0.0,0.0,0.0
1804,4.956579898264733e-07,0.0,0.0,0.0
1805,5.348236900967354e-07,0.0,0.0,0.0
1806,5.527143197728687e-07,0.0,0.0,0.0
1807,5.310828084605288e-07,0.0,0.0,0.0
1808,5.194268745916426e-07,0.0,0.0,0.0
1809,5.156735604876823e-07,0.0,0.0,0.0
1810,5.276820534813201e-07,0.0,0.0,0.0
1811,5.380564646527221e-07,0.0,0.0,0.0
1812,5.219332998811816e-07,0.0,2.3870825950820876e-10,0.0
1813,5.14335072564011e-07,0.0,2.3870825950820876e-10,0.0
1814,5.355704014878679e-07,0.0,2.3870825950820876e-10,0.0
1815,5.36857425816249e-07,0.0,2.3870825950820876e-10,0.0
1816,5.707987733265847e-07,0.0,2.3870825950820876e-10,0.0
1817,5.893374098572426e-07,0.0,2.3870825950820876e-10,0.0
1818,5.847302101561322e-07,0.0,2.3870825950820876e-10,0.0
1819,5.787976655418399e-07,0.0,0.0,0.0
1820,5.933665525909808e-07,0.0,4.421907919192693e-10,0.0
1821,6.200828457687229e-07,1.2855425454308796e-10,4.421907919192693e-10,1.2855425454308796e-10
1822,6.355592095782672e-07,1.2855425454308796e-10,4.421907919192693e-10,1.2855425454308796e-10
1823,6.177735087931069e-07,1.2855425454308796e-10,4.421907919192693e-10,1.2855425454308796e-10
1824,6.329518384973198e-07,1.2855425454308796e-10,4.421907919192693e-10,1.2855425454308796e-10
1825,6.173132719920562e-07,1.2855425454308796e-10,4.421907919192693e-10,1.2855425454308796e-10
1826,6.042195609877256e-07,1.2855425454308796e-10,4.421907919192693e-10,1.2855425454308796e-10
1827,6.566727108747727e-07,1.2855425454308796e-10,0.0,1.2855425454308796e-10
1828,5.929321308225813e-07,0.0,0.0,0.0
1829,5.677792955793848e-07,0.0,0.0,0.0
1830,6.292950282776084e-07,0.0,0.0,0.0
1831,6.19972650741017e-07,0.0,0.0,0.0
1832,6.280599750750428e-07,0.0,0.0,0.0
1833,6.152277275564952e-07,0.0,0.0,0.0
1834,5.275596777210012e-07,0.0,0.0,0.0
1835,5.485301325539435e-07,0.0,0.0,0.0
1836,5.561366468295351e-07,0.0,0.0,0.0
1837,5.05928933794816e-07,0.0,0.0,0.0
1838,5.016003886534495e-07,0.0,0.0,0.0
1839,4.873202864733425e-07,0.0,0.0,0.0
1840,4.976466487148303e-07,0.0,7.558596605759606e-11,0.0
1841,5.064624498832668e-07,0.0,7.558596605759606e-11,0.0
1842,5.225542614490613e-07,0.0,7.558596605759606e-11,0.0
1843,5.345745575726011e-07,0.0,7.558596605759606e-11,0.0
1844,5.369388215318136e-07,0.0,7.558596605759606e-11,0.0
1845,5.430604760801674e-07,0.0,7.558596605759606e-11,0.0
1846,5.724531644903306e-07,0.0,7.558596605759606e-11,0.0
1847,5.934756716539726e-07,0.0,0.0,0.0
1848,5.977909397967908e-07,0.0,0.0,0.0
1849,5.969285926507187e-07,0.0,0.0,0.0
1850,6.016197094790446e-07,0.0,9.493981791207164e-11,0.0
1851,6.21532860480199e-07,0.0,9.493981791207164e-11,0.0
1852,6.312404496254333e-07,0.0,1.4550138871527452e-10,0.0
1853,6.390417216347746e-07,0.0,1.4550138871527452e-10,0.0
1854,6.398650741955083e-07,0.0,1.4550138871527452e-10,0.0
1855,6.758617132618383e-07,0.0,1.4550138871527452e-10,0.0
1856,7.140200182220724e-07,0.0,2.9459780646691666e-10,0.0
1857,7.511082864246938e-07,4.8134226763149204e-11,1.9965798855484503e-10,4.8134226763149204e-11
1858,7.702469539643581e-07,1.0573773999235568e-10,2.572615017840515e-10,1.0573773999235568e-10
1859,7.602450377167511e-07,1.0573773999235568e-10,3.2855870801817844e-10,1.0573773999235568e-10
1860,7.883718272491283e-07,1.0573773999235568e-10,3.2855870801817844e-10,1.0573773999235568e-10
1861,8.095806833807728e-07,1.0573773999235568e-10,3.2855870801817844e-10,1.0573773999235568e-10
1862,8.176534233176167e-07,1.0573773999235568e-10,3.2855870801817844e-10,1.0573773999235568e-10
1863,7.885361778140318e-07,1.0573773999235568e-10,1.7946229026653627e-10,1.0573773999235568e-10
1864,7.566019754839155e-07,5.7603513229206473e-11,1.7946229026653627e-10,5.7603513229206473e-11
1865,7.607206303613825e-07,0.0,1.218587770373298e-10,0.0
1866,7.52718928457138e-07,0.0,4.4239619903915386e-11,0.0
1867,7.169772240039103e-07,0.0,4.4239619903915386e-11,0.0
1868,7.14909041172567e-07,4.4811698003093574e-11,4.4239619903915386e-11,4.4811698003093574e-11
1869,6.804251922533564e-07,4.4811698003093574e-11,1.2341139221661024e-10,4.4811698003093574e-11
1870,6.794758746764273e-07,4.4811698003093574e-11,2.0788431293843653e-10,4.4811698003093574e-11
1871,6.839988567922514e-07,4.4811698003093574e-11,2.484603752897893e-10,4.4811698003093574e-11
1872,6.686338857824532e-07,4.4811698003093574e-11,2.484603752897893e-10,4.4811698003093574e-11
1873,6.678484396616113e-07,4.4811698003093574e-11,2.0422075538587388e-10,4.4811698003093574e-11
1874,6.865479187061802e-07,4.4811698003093574e-11,2.0422075538587388e-10,4.4811698003093574e-11
1875,6.705041641907883e-07,0.0,3.245658464212653e-10,0.0
1876,6.832197040499263e-07,0.0,2.837260585205773e-10,0.0
1877,7.223893021546246e-07,0.0,1.9925313779875101e-10,0.0
1878,7.215935105315501e-07,0.0,1.5867707544739825e-10,0.0
1879,7.075338593105178e-07,0.0,1.9359088935086025e-10,0.0
1880,7.386628746124708e-07,0.0,2.2647757280669367e-10,0.0
1881,7.447949558679414e-07,0.0,2.2647757280669367e-10,0.0
1882,7.471641083611757e-07,0.0,1.0613248177130227e-10,0.0
1883,7.343438060810772e-07,0.0,6.780049735929542e-11,0.0
1884,7.11355840264462e-07,0.0,9.831140465202789e-11,0.0
1885,7.160856593405438e-07,0.0,9.831140465202789e-11,0.0
1886,7.049650158868255e-07,0.0,6.33975907485659e-11,0.0
1887,6.449612491061478e-07,0.0,3.051090729273247e-11,0.0
1888,5.985746156511595e-07,0.0,3.051090729273247e-11,0.0
1889,5.799544250554131e-07,0.0,3.051090729273247e-11,0.0
1890,5.598485870450531e-07,0.0,3.051090729273247e-11,0.0
1891,5.267381157279618e-07,0.0,0.0,0.0
1892,5.009339482902371e-07,0.0,0.0,0.0
1893,4.843592072185337e-07,0.0,0.0,0.0
1894,5.061472165834857e-07,0.0,0.0,0.0
1895,5.183556563029665e-07,0.0,0.0,0.0
1896,5.127451946204278e-07,0.0,1.9380425835586427e-11,0.0
1897,5.14447573810425e-07,0.0,1.9380425835586427e-11,0.0
1898,5.082410682786888e-07,0.0,1.9380425835586427e-11,0.0
1899,4.992870523372923e-07,0.0,1.9380425835586427e-11,0.0
1900,5.012107838605775e-07,0.0,1.9380425835586427e-11,0.0
1901,4.749701564118628e-07,0.0,1.9380425835586427e-11,0.0
1902,4.4685744780638613e-07,0.0,1.9380425835586427e-11,0.0
1903,4.408282165968558e-07,0.0,0.0,0.0
1904,4.276949263320213e-07,0.0,0.0,0.0
1905,4.116969997929638e-07,0.0,0.0,0.0
1906,3.9608000536515776e-07,0.0,0.0,0.0
1907,3.894043629770749e-07,0.0,1.465017393112841e-11,0.0
1908,3.7716878864557657e-07,1.372445411286703e-11,2.837462804399544e-11,1.372445411286703e-11
1909,3.733269612179616e-07,1.372445411286703e-11,2.837462804399544e-11,1.372445411286703e-11
1910,3.5846554169438605e-07,1.372445411286703e-11,2.837462804399544e-11,1.372445411286703e-11
1911,3.466358577952633e-07,1.372445411286703e-11,2.837462804399544e-11,1.372445411286703e-11
1912,3.3867973213221247e-07,1.372445411286703e-11,4.278873584816014e-11,1.372445411286703e-11
1913,3.381208719994382e-07,1.372445411286703e-11,4.278873584816014e-11,1.372445411286703e-11
1914,3.2653778703206626e-07,1.372445411286703e-11,2.8138561917031726e-11,1.372445411286703e-11
1915,3.230955891402638e-07,0.0,1.4414107804164696e-11,0.0
1916,3.1292491290254733e-07,0.0,2.9465970338308065e-11,0.0
1917,3.098024470611043e-07,0.0,2.9465970338308065e-11,0.0
1918,3.106312606502927e-07,0.0,2.9465970338308065e-11,0.0
1919,3.134506739245678e-07,1.420574669801817e-11,1.5051862534143368e-11,1.420574669801817e-11
1920,3.2591691072931486e-07,3.740740158107516e-11,3.8253517417200353e-11,3.740740158107516e-11
1921,3.3495082821640866e-07,3.740740158107516e-11,3.8253517417200353e-11,3.740740158107516e-11
1922,3.464122479661975e-07,3.740740158107516e-11,3.8253517417200353e-11,3.740740158107516e-11
1923,3.6025312916925553e-07,3.740740158107516e-11,2.3201654883056986e-11,3.740740158107516e-11
1924,3.650302257288526e-07,3.740740158107516e-11,2.3201654883056986e-11,3.740740158107516e-11
1925,3.792269670352003e-07,3.740740158107516e-11,2.3201654883056986e-11,3.740740158107516e-11
1926,3.8209115262231664e-07,2.3201654883056986e-11,4.6124618013898555e-11,2.3201654883056986e-11
1927,3.803356654381267e-07,0.0,4.566134177113363e-11,0.0
1928,3.7826015386599465e-07,0.0,4.566134177113363e-11,0.0
1929,3.768621996057066e-07,0.0,4.566134177113363e-11,0.0
1930,3.813336491020891e-07,0.0,7.288873473042047e-11,0.0
1931,3.9414319579529025e-07,0.0,1.2535475435448973e-10,0.0
1932,4.1884611943844773e-07,0.0,1.2535475435448973e-10,0.0
1933,4.2201390572569964e-07,0.0,1.0243179122364815e-10,0.0
1934,4.13437053988933e-07,2.2467874782883257e-11,7.96934125833561e-11,2.2467874782883257e-11
1935,4.1441502064896797e-07,2.2467874782883257e-11,7.96934125833561e-11,2.2467874782883257e-11
1936,4.0670558730328465e-07,2.2467874782883257e-11,7.96934125833561e-11,2.2467874782883257e-11
1937,3.894342626153957e-07,2.2467874782883257e-11,5.2466019624069253e-11,2.2467874782883257e-11
1938,3.686977103305773e-07,2.2467874782883257e-11,0.0,2.2467874782883257e-11
1939,3.356721021776009e-07,2.2467874782883257e-11,0.0,2.2467874782883257e-11
1940,3.3294365461447993e-07,2.2467874782883257e-11,0.0,2.2467874782883257e-11
1941,3.4275966040045856e-07,0.0,2.7578570379763587e-11,0.0
1942,3.352740236550744e-07,0.0,2.7578570379763587e-11,0.0
1943,3.413329352497385e-07,0.0,2.7578570379763587e-11,0.0
1944,3.449931398336048e-07,0.0,2.7578570379763587e-11,0.0
1945,3.6588010792521733e-07,0.0,2.7578570379763587e-11,0.0
1946,3.601605231194428e-07,0.0,4.412667453657093e-11,0.0
1947,3.624805019951184e-07,0.0,4.412667453657093e-11,0.0
1948,3.544173401743527e-07,0.0,1.6548104156807344e-11,0.0
1949,3.568933136323592e-07,0.0,1.6548104156807344e-11,0.0
1950,3.6205883751400894e-07,0.0,5.038805483970066e-11,0.0
1951,3.6243477958513335e-07,0.0,5.038805483970066e-11,0.0
1952,3.471728941154392e-07,0.0,5.038805483970066e-11,0.0
1953,3.5916270592549283e-07,0.0,3.3839950682893314e-11,0.0
1954,3.60232117405498e-07,0.0,4.8355906580509005e-11,0.0
1955,3.915558742002239e-07,0.0,6.285015860926383e-11,0.0
1956,3.944413517079478e-07,0.0,6.285015860926383e-11,0.0
1957,3.983226568899616e-07,0.0,2.9010207926370514e-11,0.0
1958,4.0978502673689423e-07,0.0,2.9010207926370514e-11,0.0
1959,4.248329170357985e-07,0.0,2.9010207926370514e-11,0.0
1960,4.4370720177409696e-07,0.0,7.136165170689474e-11,0.0
1961,4.678156772440291e-07,0.0,7.935683360438262e-11,0.0
1962,4.6517512990768797e-07,0.0,7.506433768218151e-11,0.0
1963,5.040078170687983e-07,0.0,7.506433768218151e-11,0.0
1964,5.223906133064052e-07,8.99331006490708e-12,1.1103757794180983e-10,8.99331006490708e-12
1965,5.499351435186586e-07,8.99331006490708e-12,1.1103757794180983e-10,8.99331006490708e-12
1966,5.679320338458638e-07,8.99331006490708e-12,1.8138214937949267e-10,8.99331006490708e-12
1967,5.747930751048054e-07,8.99331006490708e-12,1.655647424714246e-10,8.99331006490708e-12
1968,5.773501844227472e-07,8.99331006490708e-12,1.4305360467632104e-10,8.99331006490708e-12
1969,5.76629288064266e-07,8.99331006490708e-12,1.3285184856976732e-10,8.99331006490708e-12
1970,5.649763790773119e-07,8.99331006490708e-12,1.3285184856976732e-10,8.99331006490708e-12
