ngram,Alphabet,Alphabt,Aphabet,Alphabt
1971,5.617568327969431e-07,0.0,1.1478040938341292e-10,0.0
1972,5.358478501550832e-07,2.6086335472693836e-11,1.2347585454097754e-10,2.6086335472693836e-11
1973,5.128444472900031e-07,3.434043228350043e-11,7.789357452698503e-11,3.434043228350043e-11
1974,4.920484692710099e-07,5.0635438302621645e-11,5.950704066408946e-11,5.0635438302621645e-11
1975,4.7988852916855e-07,6.685443865173113e-11,7.572604101319896e-11,6.685443865173113e-11
1976,4.6942415110606817e-07,7.489086979530133e-11,8.376247215676917e-11,7.489086979530133e-11
1977,4.577356256569536e-07,7.489086979530133e-11,9.178888304190685e-11,7.489086979530133e-11
1978,4.4680054754410647e-07,7.489086979530133e-11,7.388708196863293e-11,7.489086979530133e-11
1979,4.5197588909624234e-07,4.88045343226075e-11,6.519163681106832e-11,4.88045343226075e-11
1980,4.5472932340219684e-07,8.757140399733615e-11,4.0429345387377986e-11,8.757140399733615e-11
1981,4.5990610634102526e-07,7.890619655686365e-11,6.280103669241223e-11,7.890619655686365e-11
1982,4.622396464323434e-07,7.751018626537106e-11,1.206969886139283e-10,7.751018626537106e-11
1983,4.7024090170972546e-07,6.947375512180086e-11,1.1266055747035812e-10,6.947375512180086e-11
1984,4.783126347060065e-07,6.947375512180086e-11,1.1198473993350483e-10,6.947375512180086e-11
1985,4.851188504874569e-07,8.39419050142303e-11,1.2645288982593428e-10,8.39419050142303e-11
1986,5.000970954175241e-07,8.39419050142303e-11,1.4717855505758896e-10,8.39419050142303e-11
1987,5.104418627459901e-07,4.3608406072711705e-11,1.6724095719400367e-10,4.3608406072711705e-11
1988,5.169301045628214e-07,6.370424673884933e-11,1.367217628794088e-10,6.370424673884933e-11
1989,5.312380397169494e-07,4.8881256681232443e-11,6.260681060878324e-11,4.8881256681232443e-11
1990,5.444538828669465e-07,1.2877080403967637e-10,6.926427288865357e-11,1.2877080403967637e-10
1991,5.597616125539519e-07,1.3534007248239277e-10,7.505221642580194e-11,1.3534007248239277e-10
1992,5.707901777896041e-07,1.272342687557477e-10,9.875814154553758e-11,1.272342687557477e-10
1993,5.884530927297809e-07,1.272342687557477e-10,1.2312199176855998e-10,1.272342687557477e-10
1994,5.940969783426096e-07,1.2704993109156704e-10,1.095627195119813e-10,1.2704993109156704e-10
1995,6.149149141622599e-07,9.932429184678071e-11,1.4149837601221523e-10,9.932429184678071e-11
1996,6.172670136298361e-07,9.932429184678071e-11,1.6670653300259504e-10,9.932429184678071e-11
1997,6.213853518082553e-07,2.5187268937187923e-11,1.945642154332905e-10,2.5187268937187923e-11
1998,6.259751655436827e-07,1.8618000494471534e-11,2.045368284464555e-10,1.8618000494471534e-11
1999,6.494150690221951e-07,1.7678898523681193e-11,1.7720924182427845e-10,1.7678898523681193e-11
2000,6.387047944502098e-07,1.7678898523681193e-11,1.4769701384539528e-10,1.7678898523681193e-11
2001,6.436013839967407e-07,1.1175768643845174e-11,1.4626461401172948e-10,1.1175768643845174e-11
2002,6.375511572644297e-07,1.6544322459629715e-11,1.1969751132728009e-10,1.6544322459629715e-11
2003,6.379663740777428e-07,2.1702459769766337e-11,9.448935433690028e-11,2.1702459769766337e-11
2004,6.259070102844686e-07,2.604302735766316e-11,9.025348474530785e-11,2.604302735766316e-11
2005,6.10357460573141e-07,2.604302735766316e-11,7.211092833969701e-11,2.604302735766316e-11
2006,5.716282893380204e-07,2.0619783162669135e-11,6.126443994970896e-11,2.0619783162669135e-11
2007,5.526354495291994e-07,2.0619783162669135e-11,8.325728202101296e-11,2.0619783162669135e-11
2008,5.408944088815458e-07,2.0619783162669135e-11,8.347763155328432e-11,2.0619783162669135e-11
2009,5.17507231734271e-07,1.5251229346884595e-11,7.810907773749979e-11,1.5251229346884595e-11
2010,4.980568430060625e-07,1.0093092036747971e-11,8.220297384255369e-11,1.0093092036747971e-11
2011,4.865369394987543e-07,0.0,5.1923698723580334e-11,0.0
2012,4.746504081205265e-07,0.0,6.831453532823201e-11,0.0
2013,4.879599332850506e-07,0.0,6.831453532823201e-11,0.0
2014,5.009053235685965e-07,0.0,4.633165552603291e-11,0.0
2015,5.048522382367082e-07,0.0,4.1040575947591333e-11,0.0
2016,5.359926871863406e-07,0.0,4.729906174069257e-11,0.0
2017,5.462975944207452e-07,0.0,5.040602657491178e-11,0.0
2018,5.621678667466767e-07,0.0,6.048723188989414e-11,0.0
2019,5.905728244215425e-07,0.0,3.823003719150009e-11,0.0
