ngram,Orange,Oange,Ornge,Ornge
1919,1.3376039922669796e-05,5.615370529676866e-10,4.288390476059334e-11,4.288390476059334e-11
1920,1.3506200827708068e-05,6.400457535003592e-10,7.498929552715187e-11,7.498929552715187e-11
1921,1.3512421511612566e-05,6.535408722133493e-10,7.498929552715187e-11,7.498929552715187e-11
1922,1.3829524245271127e-05,1.0080841637640147e-09,7.498929552715187e-11,7.498929552715187e-11
1923,1.3961727485626138e-05,9.518280171974931e-10,9.95427401221224e-11,9.95427401221224e-11
1924,1.4209923912338646e-05,8.644496507503874e-10,9.95427401221224e-11,9.95427401221224e-11
1925,1.416828178792327e-05,8.328035047292356e-10,8.516250105910267e-11,8.516250105910267e-11
1926,1.4371859573917131e-05,8.163379139336513e-10,7.09567543610845e-11,7.09567543610845e-11
1927,1.423820192160617e-05,7.917464263572174e-10,2.4553444594970538e-11,2.4553444594970538e-11
1928,1.4269464892484912e-05,8.320632793878957e-10,2.4553444594970538e-11,2.4553444594970538e-11
1929,1.4069148554491611e-05,5.214999345058504e-10,2.4553444594970538e-11,2.4553444594970538e-11
1930,1.4033382415488762e-05,7.174395839320319e-10,0.0,0.0
1931,1.379727876025884e-05,6.477979541674728e-10,0.0,0.0
1932,1.3527549656698414e-05,6.024256768036703e-10,7.092973827330492e-11,7.092973827330492e-11
1933,1.3393008365320774e-05,6.263254240642827e-10,7.092973827330492e-11,7.092973827330492e-11
1934,1.328480071346608e-05,5.80578166891372e-10,9.339761305618818e-11,9.339761305618818e-11
1935,1.3284730422518415e-05,5.565943717827133e-10,1.3784227925750514e-10,1.3784227925750514e-10
1936,1.3079032734302537e-05,4.807369799860897e-10,1.3784227925750514e-10,1.3784227925750514e-10
1937,1.2980861226554094e-05,3.703449511346538e-10,1.602846962299255e-10,1.602846962299255e-10
1938,1.2899884495709557e-05,3.3963118230482895e-10,1.602846962299255e-10,1.602846962299255e-10
1939,1.2814114597858861e-05,3.657759868800982e-10,1.1424898328980606e-10,1.1424898328980606e-10
1940,1.2405117429027865e-05,4.278669224477838e-10,1.4004224565703335e-10,1.4004224565703335e-10
1941,1.2148794017515943e-05,5.157133291839549e-10,1.4515294125391368e-10,1.4515294125391368e-10
1942,1.1706360705180227e-05,6.207169421314416e-10,2.750645980828129e-10,2.750645980828129e-10
1943,1.1553221806285105e-05,6.421702673588468e-10,2.750645980828129e-10,2.750645980828129e-10
1944,1.1334372304970333e-05,7.35171620009594e-10,2.905648261679923e-10,2.905648261679923e-10
1945,1.12002823828204e-05,7.697276288576305e-10,3.6564250833442154e-10,3.6564250833442154e-10
1946,1.1274223392579838e-05,7.530357865048742e-10,4.0694089962846544e-10,4.0694089962846544e-10
1947,1.1627567541186831e-05,6.810610983906276e-10,4.639325193852731e-10,4.639325193852731e-10
1948,1.1682904706893688e-05,6.733468167961578e-10,4.363539490055095e-10,4.363539490055095e-10
1949,1.1740002654343179e-05,6.259355117554932e-10,2.960099506780064e-10,2.960099506780064e-10
1950,1.1726929707427708e-05,7.060020425418503e-10,2.960099506780064e-10,2.960099506780064e-10
1951,1.1794138637404622e-05,5.445425737311232e-10,2.5806730562040666e-10,2.5806730562040666e-10
1952,1.1708589356983015e-05,5.509701108051348e-10,2.3004146999992615e-10,2.3004146999992615e-10
1953,1.1536609495773778e-05,5.806308489564316e-10,1.6384905337269677e-10,1.6384905337269677e-10
1954,1.1180022218988078e-05,5.559097904228594e-10,9.55801271462775e-11,9.55801271462775e-11
1955,1.1172525903800437e-05,4.5330979049827494e-10,1.1007437917503232e-10,1.1007437917503232e-10
1956,1.1061074084344519e-05,4.455488557462774e-10,1.02998065433711e-10,1.02998065433711e-10
1957,1.1027597273433848e-05,3.822601758938861e-10,1.02998065433711e-10,1.02998065433711e-10
1958,1.0818014223851996e-05,3.3986739811364686e-10,1.02998065433711e-10,1.02998065433711e-10
1959,1.0717876518486133e-05,3.5618917141163765e-10,5.5946218887762253e-11,5.5946218887762253e-11
1960,1.0632039577883137e-05,3.8872297642671734e-10,9.829766266828649e-11,9.829766266828649e-11
1961,1.0538216754087313e-05,5.332593910096455e-10,1.0629284456577435e-10,1.0629284456577435e-10
1962,1.0352704910993843e-05,6.148734398620753e-10,1.0200034864357325e-10,1.0200034864357325e-10
1963,1.0327624295314308e-05,6.394436825279166e-10,7.506433768218151e-11,7.506433768218151e-11
1964,1.0197323328091962e-05,7.001389131154414e-10,7.506433768218151e-11,7.506433768218151e-11
1965,9.999295018912693e-06,8.350067700771799e-10,8.387941928335505e-11,8.387941928335505e-11
1966,1.0008477927060864e-05,8.262937715005794e-10,8.387941928335505e-11,8.387941928335505e-11
1967,9.941708932663979e-06,8.194498095954422e-10,5.037265446031622e-11,5.037265446031622e-11
1968,1.0008738692184644e-05,6.877019033600464e-10,3.671805815746205e-11,3.671805815746205e-11
1969,1.0004294511288339e-05,7.407411430269763e-10,6.242384486305446e-11,6.242384486305446e-11
1970,9.968230707662379e-06,7.271289681476389e-10,7.119335379160826e-11,7.119335379160826e-11
1971,9.853118042104012e-06,7.087606692022876e-10,8.014425432824522e-11,8.014425432824522e-11
1972,9.839448596591995e-06,8.544297808959251e-10,7.132917272707167e-11,7.132917272707167e-11
1973,9.648264235043566e-06,8.418638881251589e-10,1.1259965578983407e-10,1.1259965578983407e-10
1974,9.582147218420037e-06,8.348921316197228e-10,1.363449888705911e-10,1.363449888705911e-10
1975,9.408594061304549e-06,8.77572800142953e-10,1.2748844737834172e-10,1.2748844737834172e-10
1976,9.342204715981747e-06,8.473931159943707e-10,1.07653766853336e-10,1.07653766853336e-10
1977,9.262417604207127e-06,8.545287572785704e-10,1.2296349058019525e-10,1.2296349058019525e-10
1978,9.420323554617685e-06,8.637298654079473e-10,1.3849237530592718e-10,1.3849237530592718e-10
1979,9.43647293232581e-06,6.650493965056268e-10,1.3849237530592718e-10,1.3849237530592718e-10
1980,9.51344944561632e-06,6.856389900278259e-10,1.1289554707749616e-10,1.1289554707749616e-10
1981,9.61357103993318e-06,7.33870535769248e-10,1.2608432849368712e-10,1.2608432849368712e-10
1982,9.710074144615127e-06,7.092754716886418e-10,1.557303086089209e-10,1.557303086089209e-10
1983,9.703059861619425e-06,6.936319376014768e-10,1.6926746908880423e-10,1.6926746908880423e-10
1984,9.73639648041821e-06,6.694693133191265e-10,1.5253882978167558e-10,1.5253882978167558e-10
1985,9.734104943553185e-06,6.80987147624482e-10,1.4976126985358614e-10,1.4976126985358614e-10
1986,9.922385548374482e-06,7.134981256611589e-10,1.7739549016245907e-10,1.7739549016245907e-10
1987,1.0058727249478189e-05,7.421293341763097e-10,1.9515917156130514e-10,1.9515917156130514e-10
1988,1.0130334885616321e-05,7.233253123446153e-10,1.6324319772926492e-10,1.6324319772926492e-10
1989,1.0190028660872485e-05,6.742994456449785e-10,1.535532524545223e-10,1.535532524545223e-10
1990,1.0313781136314251e-05,7.785357794950646e-10,1.4391561652710953e-10,1.4391561652710953e-10
1991,1.0434564761193802e-05,8.348525561339772e-10,1.3656502317882513e-10,1.3656502317882513e-10
1992,1.0511506583757832e-05,8.735471274905799e-10,1.3394983535062822e-10,1.3394983535062822e-10
1993,1.0546734301897231e-05,8.899686582924155e-10,1.385224117950961e-10,1.385224117950961e-10
1994,1.0548751431217949e-05,9.520505614027793e-10,1.3760072446546345e-10,1.3760072446546345e-10
1995,1.0524277968215756e-05,9.561163725825749e-10,1.6206069422938389e-10,1.6206069422938389e-10
1996,1.0427005041232665e-05,9.666206168823521e-10,1.6731281637927253e-10,1.6731281637927253e-10
1997,1.0405848765263467e-05,8.425845021697853e-10,1.530929539885127e-10,1.530929539885127e-10
1998,1.0227770222367586e-05,7.905052009807686e-10,1.9353746680669407e-10,1.9353746680669407e-10
1999,1.000265781060859e-05,8.56616856813121e-10,1.9614340608058763e-10,1.9614340608058763e-10
2000,9.772971549994378e-06,8.006803870712937e-10,2.0028361409827967e-10,2.0028361409827967e-10
2001,9.454053984622338e-06,7.482257908491314e-10,1.829801558288808e-10,1.829801558288808e-10
2002,9.160692570731044e-06,6.9231151367255e-10,1.7686868933727443e-10,1.7686868933727443e-10
2003,8.87948759295146e-06,6.934765737844271e-10,1.826093552164438e-10,1.826093552164438e-10
2004,8.516488378518261e-06,6.900513811152515e-10,1.8694992280434064e-10,1.8694992280434064e-10
2005,8.28231804916868e-06,6.771042774086514e-10,1.9619134392475805e-10,1.9619134392475805e-10
2006,7.992426682384185e-06,4.813141442944995e-10,3.6492153644112387e-10,3.6492153644112387e-10
2007,7.638891150106377e-06,5.007355373596947e-10,3.4467601491204395e-10,3.4467601491204395e-10
2008,7.37037186939103e-06,3.9469090892410973e-10,5.199426950494182e-10,5.199426950494182e-10
2009,6.988287558280197e-06,3.4393417627787137e-10,5.043260888269532e-10,5.043260888269532e-10
2010,6.660566798797975e-06,3.005405943953424e-10,5.593490829244477e-10,5.593490829244477e-10
2011,6.359319481167144e-06,2.3957789472522125e-10,6.37461536929467e-10,6.37461536929467e-10
2012,6.102474019696404e-06,1.600803988374303e-10,1.223218666238487e-09,1.223218666238487e-09
2013,5.952762811440542e-06,1.6048929992502307e-10,1.1933261809260465e-09,1.1933261809260465e-09
2014,5.716804025723832e-06,4.241175218561948e-11,1.260356698966942e-09,1.260356698966942e-09
2015,5.540395509992127e-06,3.182959302873632e-11,1.1404765534739347e-09,1.1404765534739347e-09
2016,5.535132718900318e-06,2.353223469261526e-11,1.4305476406636534e-09,1.4305476406636534e-09
2017,5.538869269609374e-06,1.790184956292536e-11,1.568671794312711e-09,1.568671794312711e-09
2018,5.508118465513689e-06,1.4982863560941696e-11,1.7589183887167792e-09,1.7589183887167792e-09
2019,5.412415362116008e-06,1.872857945117712e-11,1.086622625212641e-09,1.086622625212641e-09
