ngram,Orange,Oange,Ornge,Ornge
1909,1.4225599053523702e-05,5.126761198110635e-10,8.571621983628169e-11,8.571621983628169e-11
1910,1.4178027803219656e-05,5.909889482553459e-10,1.1326399936998196e-10,1.1326399936998196e-10
1911,1.408429423983242e-05,5.536540432465082e-10,1.2724193127715873e-10,1.2724193127715873e-10
1912,1.4103421952833222e-05,5.05415193823617e-10,1.264091767768808e-10,1.264091767768808e-10
1913,1.4048377904275964e-05,3.645632516107484e-10,1.2519210965519382e-10,1.2519210965519382e-10
1914,1.394729432442026e-05,3.205790454525419e-10,1.2519210965519382e-10,1.2519210965519382e-10
1915,1.365156809437654e-05,3.1128312824194436e-10,8.401874731659272e-11,8.401874731659272e-11
1916,1.3744276397379249e-05,3.615221277104246e-10,7.023773824459717e-11,7.023773824459717e-11
1917,1.3533554660430777e-05,4.608170254113578e-10,4.26899587108969e-11,4.26899587108969e-11
1918,1.3578891672036012e-05,5.195448971833422e-10,4.3092265866739865e-11,4.3092265866739865e-11
