ngram,Continental,Continental,Contnental,Contnental
1770,4.894614775707851e-07,4.894614775707851e-07,0.0,0.0
1771,1.017694831010171e-06,1.017694831010171e-06,0.0,0.0
1772,1.7908145336166723e-06,1.7908145336166723e-06,0.0,0.0
1773,1.1065931132187806e-05,1.1065931132187806e-05,0.0,0.0
1774,1.3428116428063472e-05,1.3428116428063472e-05,0.0,0.0
1775,1.4070654182367953e-05,1.4070654182367953e-05,0.0,0.0
1776,1.4806539070377767e-05,1.4806539070377767e-05,0.0,0.0
1777,1.6583912708613623e-05,1.6583912708613623e-05,0.0,0.0
1778,1.6705876272940907e-05,1.6705876272940907e-05,0.0,0.0
1779,1.6810228186971343e-05,1.6810228186971343e-05,0.0,0.0
1780,8.118118395421853e-06,8.118118395421853e-06,0.0,0.0
1781,6.923448901423919e-06,6.923448901423919e-06,0.0,0.0
1782,7.210083042861827e-06,7.210083042861827e-06,0.0,0.0
1783,6.6263654616705026e-06,6.6263654616705026e-06,0.0,0.0
1784,4.970737531298905e-06,4.970737531298905e-06,0.0,0.0
1785,4.532935333502662e-06,4.532935333502662e-06,0.0,0.0
1786,5.040339958993302e-06,5.040339958993302e-06,0.0,0.0
1787,4.5600816227826205e-06,4.5600816227826205e-06,0.0,0.0
1788,3.661384149771558e-06,3.661384149771558e-06,0.0,0.0
1789,2.6924013647138575e-06,2.6924013647138575e-06,0.0,0.0
1790,2.530605050716466e-06,2.530605050716466e-06,0.0,0.0
1791,2.8082368349454815e-06,2.8082368349454815e-06,0.0,0.0
1792,2.8018996707552494e-06,2.8018996707552494e-06,0.0,0.0
1793,1.5553116554656299e-06,1.5553116554656299e-06,0.0,0.0
1794,1.5939748274312088e-06,1.5939748274312088e-06,0.0,0.0
1795,1.584321093365101e-06,1.584321093365101e-06,0.0,0.0
1796,1.6184496059525242e-06,1.6184496059525242e-06,0.0,0.0
1797,1.7713972186226914e-06,1.7713972186226914e-06,0.0,0.0
1798,1.5225533616103348e-06,1.5225533616103348e-06,0.0,0.0
1799,1.4182846176221834e-06,1.4182846176221834e-06,0.0,0.0
1800,1.412686320431281e-06,1.412686320431281e-06,0.0,0.0
1801,1.487091659717927e-06,1.487091659717927e-06,0.0,0.0
1802,1.5462363925118033e-06,1.5462363925118033e-06,0.0,0.0
1803,1.5951745971116388e-06,1.5951745971116388e-06,0.0,0.0
1804,1.559988926861219e-06,1.559988926861219e-06,0.0,0.0
1805,1.6112726370920427e-06,1.6112726370920427e-06,0.0,0.0
1806,1.6701937641170974e-06,1.6701937641170974e-06,0.0,0.0
1807,1.7015305664764519e-06,1.7015305664764519e-06,0.0,0.0
1808,1.7655950322088238e-06,1.7655950322088238e-06,0.0,0.0
1809,1.622190292697009e-06,1.622190292697009e-06,0.0,0.0
1810,1.681942519228739e-06,1.681942519228739e-06,0.0,0.0
1811,1.7615730679868387e-06,1.7615730679868387e-06,0.0,0.0
1812,1.740071784947109e-06,1.740071784947109e-06,0.0,0.0
1813,1.7504921093599738e-06,1.7504921093599738e-06,0.0,0.0
1814,1.7731859998093569e-06,1.7731859998093569e-06,0.0,0.0
1815,1.7055817319747542e-06,1.7055817319747542e-06,0.0,0.0
1816,1.736352114026626e-06,1.736352114026626e-06,0.0,0.0
1817,1.6147226265924734e-06,1.6147226265924734e-06,0.0,0.0
1818,1.5776264977570724e-06,1.5776264977570724e-06,0.0,0.0
1819,1.6703330304933064e-06,1.6703330304933064e-06,1.5029744115935273e-10,1.5029744115935273e-10
1820,1.8439088275304779e-06,1.8439088275304779e-06,1.5029744115935273e-10,1.5029744115935273e-10
1821,1.8674606800621923e-06,1.8674606800621923e-06,1.5029744115935273e-10,1.5029744115935273e-10
1822,1.8939456854890783e-06,1.8939456854890783e-06,1.5029744115935273e-10,1.5029744115935273e-10
1823,2.155736037171404e-06,2.155736037171404e-06,4.31222977960642e-10,4.31222977960642e-10
1824,2.347520697704957e-06,2.347520697704957e-06,4.31222977960642e-10,4.31222977960642e-10
1825,2.506967445827156e-06,2.506967445827156e-06,4.31222977960642e-10,4.31222977960642e-10
1826,2.6326167374333764e-06,2.6326167374333764e-06,2.809255368012893e-10,2.809255368012893e-10
1827,2.5061949275238604e-06,2.5061949275238604e-06,2.809255368012893e-10,2.809255368012893e-10
1828,2.6052376337507406e-06,2.6052376337507406e-06,2.809255368012893e-10,2.809255368012893e-10
1829,3.3649212452603805e-06,3.3649212452603805e-06,2.809255368012893e-10,2.809255368012893e-10
1830,3.1970080272003543e-06,3.1970080272003543e-06,0.0,0.0
1831,3.7560961508071548e-06,3.7560961508071548e-06,0.0,0.0
1832,3.861233543440383e-06,3.861233543440383e-06,0.0,0.0
1833,3.788051409563715e-06,3.788051409563715e-06,0.0,0.0
1834,4.363176295945388e-06,4.363176295945388e-06,0.0,0.0
1835,4.537951976349827e-06,4.537951976349827e-06,0.0,0.0
1836,4.270299184229641e-06,4.270299184229641e-06,0.0,0.0
1837,5.0395916722274185e-06,5.0395916722274185e-06,7.744141042717193e-11,7.744141042717193e-11
1838,4.47199288698487e-06,4.47199288698487e-06,7.744141042717193e-11,7.744141042717193e-11
1839,4.581911363337505e-06,4.581911363337505e-06,7.744141042717193e-11,7.744141042717193e-11
1840,5.243942626163646e-06,5.243942626163646e-06,1.5302737648476798e-10,1.5302737648476798e-10
1841,5.323552581363142e-06,5.323552581363142e-06,1.5302737648476798e-10,1.5302737648476798e-10
1842,5.134921951009476e-06,5.134921951009476e-06,1.5302737648476798e-10,1.5302737648476798e-10
1843,5.1654327697698525e-06,5.1654327697698525e-06,1.5302737648476798e-10,1.5302737648476798e-10
1844,4.827987952791903e-06,4.827987952791903e-06,1.4236882307981447e-10,1.4236882307981447e-10
1845,5.395364951255033e-06,5.395364951255033e-06,2.0910758838762637e-10,2.0910758838762637e-10
1846,5.416663693072873e-06,5.416663693072873e-06,2.7432808802352326e-10,2.7432808802352326e-10
1847,5.0003764694598174e-06,5.0003764694598174e-06,1.9874212196592722e-10,1.9874212196592722e-10
1848,4.81839619429333e-06,4.81839619429333e-06,1.9874212196592722e-10,1.9874212196592722e-10
1849,5.290257961730406e-06,5.290257961730406e-06,1.9874212196592722e-10,1.9874212196592722e-10
1850,5.629192466065953e-06,5.629192466065953e-06,1.9874212196592722e-10,1.9874212196592722e-10
1851,5.518569910886331e-06,5.518569910886331e-06,1.319592649437088e-10,1.319592649437088e-10
1852,5.335098908939731e-06,5.335098908939731e-06,6.52204996358969e-11,6.52204996358969e-11
1853,5.384986252465751e-06,5.384986252465751e-06,0.0,0.0
1854,5.512764671168822e-06,5.512764671168822e-06,0.0,0.0
1855,5.613520508112353e-06,5.613520508112353e-06,5.250174898005103e-11,5.250174898005103e-11
1856,5.726909811138674e-06,5.726909811138674e-06,5.250174898005103e-11,5.250174898005103e-11
1857,5.411714287869732e-06,5.411714287869732e-06,5.250174898005103e-11,5.250174898005103e-11
1858,5.543405027960294e-06,5.543405027960294e-06,5.250174898005103e-11,5.250174898005103e-11
1859,5.633773590878783e-06,5.633773590878783e-06,5.250174898005103e-11,5.250174898005103e-11
1860,6.057240495595449e-06,6.057240495595449e-06,5.250174898005103e-11,5.250174898005103e-11
1861,6.407169101813841e-06,6.407169101813841e-06,5.250174898005103e-11,5.250174898005103e-11
1862,6.427697241763651e-06,6.427697241763651e-06,0.0,0.0
1863,6.276609123493212e-06,6.276609123493212e-06,0.0,0.0
1864,6.251313477280616e-06,6.251313477280616e-06,0.0,0.0
1865,6.396220929413435e-06,6.396220929413435e-06,0.0,0.0
1866,6.404483234031691e-06,6.404483234031691e-06,4.4239619903915386e-11,4.4239619903915386e-11
1867,6.12519871927881e-06,6.12519871927881e-06,8.74520773257765e-11,8.74520773257765e-11
1868,5.983619822862758e-06,5.983619822862758e-06,8.74520773257765e-11,8.74520773257765e-11
1869,6.098476010915224e-06,6.098476010915224e-06,8.74520773257765e-11,8.74520773257765e-11
1870,6.222704217049925e-06,6.222704217049925e-06,8.74520773257765e-11,8.74520773257765e-11
1871,6.474613655882422e-06,6.474613655882422e-06,2.4975632673118753e-10,2.4975632673118753e-10
1872,6.555046249039671e-06,6.555046249039671e-06,2.4975632673118753e-10,2.4975632673118753e-10
1873,6.821999574770286e-06,6.821999574770286e-06,2.445254594045971e-10,2.445254594045971e-10
1874,7.12240554483807e-06,7.12240554483807e-06,2.0131300198273598e-10,2.0131300198273598e-10
1875,7.267664776528753e-06,7.267664776528753e-06,2.0131300198273598e-10,2.0131300198273598e-10
1876,7.444734689800368e-06,7.444734689800368e-06,2.396449863947428e-10,2.396449863947428e-10
1877,7.606385029898125e-06,7.606385029898125e-06,2.396449863947428e-10,2.396449863947428e-10
1878,7.669192330337995e-06,7.669192330337995e-06,7.734073698933181e-11,7.734073698933181e-11
1879,7.78197532521777e-06,7.78197532521777e-06,1.1225455089279381e-10,1.1225455089279381e-10
1880,7.692910068206921e-06,7.692910068206921e-06,7.324579831546885e-11,7.324579831546885e-11
1881,7.63279799035185e-06,7.63279799035185e-06,1.6794258840745003e-10,1.6794258840745003e-10
1882,7.581482999999675e-06,7.581482999999675e-06,1.6794258840745003e-10,1.6794258840745003e-10
1883,7.549102909771526e-06,7.549102909771526e-06,2.2597848592376124e-10,2.2597848592376124e-10
1884,7.669283019952542e-06,7.669283019952542e-06,2.2597848592376124e-10,2.2597848592376124e-10
1885,7.842750814493879e-06,7.842750814493879e-06,2.2597848592376124e-10,2.2597848592376124e-10
1886,7.957845030302582e-06,7.957845030302582e-06,1.9106467202029924e-10,1.9106467202029924e-10
1887,8.16357740924494e-06,8.16357740924494e-06,1.9106467202029924e-10,1.9106467202029924e-10
1888,8.3003824978992e-06,8.3003824978992e-06,9.636788192831806e-11,9.636788192831806e-11
1889,8.563699468920407e-06,8.563699468920407e-06,9.636788192831806e-11,9.636788192831806e-11
1890,8.686488919400809e-06,8.686488919400809e-06,5.059138029141406e-11,5.059138029141406e-11
1891,8.701458682480734e-06,8.701458682480734e-06,5.059138029141406e-11,5.059138029141406e-11
1892,8.670036550029181e-06,8.670036550029181e-06,1.404777088304903e-10,1.404777088304903e-10
1893,8.961153590852128e-06,8.961153590852128e-06,1.635393824330121e-10,1.635393824330121e-10
1894,9.185436283587478e-06,9.185436283587478e-06,1.8563115528851577e-10,1.8563115528851577e-10
1895,9.501521292674755e-06,9.501521292674755e-06,2.2797357057680046e-10,2.2797357057680046e-10
1896,9.649653033453173e-06,9.649653033453173e-06,2.2797357057680046e-10,2.2797357057680046e-10
1897,9.8601402506964e-06,9.8601402506964e-06,1.7738219028538638e-10,1.7738219028538638e-10
1898,1.0284470330848958e-05,1.0284470330848958e-05,1.954203584667421e-10,1.954203584667421e-10
1899,1.0723031664383598e-05,1.0723031664383598e-05,1.0553402992766588e-10,1.0553402992766588e-10
1900,1.0877160873081135e-05,1.0877160873081135e-05,1.1861356539823375e-10,1.1861356539823375e-10
1901,1.1067643364575425e-05,1.1067643364575425e-05,1.1365847945350132e-10,1.1365847945350132e-10
1902,1.134876622797622e-05,1.134876622797622e-05,1.229709350220836e-10,1.229709350220836e-10
1903,1.1758414075302426e-05,1.1758414075302426e-05,1.229709350220836e-10,1.229709350220836e-10
1904,1.1947239077666641e-05,1.1947239077666641e-05,1.5467841491772257e-10,1.5467841491772257e-10
1905,1.1982201223353123e-05,1.1982201223353123e-05,1.671339713452521e-10,1.671339713452521e-10
