ngram,Continental,Continental,Contnental,Contnental
1906,1.1971179836629225e-05,1.1971179836629225e-05,1.671339713452521e-10,1.671339713452521e-10
1907,1.2045848572077894e-05,1.2045848572077894e-05,1.749432840655477e-10,1.749432840655477e-10
1908,1.19323701385708e-05,1.19323701385708e-05,1.852555053805105e-10,1.852555053805105e-10
1909,1.1865079873781984e-05,1.1865079873781984e-05,1.6116265266763463e-10,1.6116265266763463e-10
1910,1.1649560812137289e-05,1.1649560812137289e-05,2.162582117350352e-10,2.162582117350352e-10
1911,1.1728810282615346e-05,1.1728810282615346e-05,2.2648452954346761e-10,2.2648452954346761e-10
1912,1.1707516543018365e-05,1.1707516543018365e-05,2.3923312735580586e-10,2.3923312735580586e-10
1913,1.1642353066625738e-05,1.1642353066625738e-05,2.535310463553613e-10,2.535310463553613e-10
1914,1.1378176038436192e-05,1.1378176038436192e-05,2.0958052456197607e-10,2.0958052456197607e-10
1915,1.1319989945539938e-05,1.1319989945539938e-05,2.61825233121333e-10,2.61825233121333e-10
1916,1.1072144843637943e-05,1.1072144843637943e-05,2.9447066511391537e-10,2.9447066511391537e-10
1917,1.100039662560448e-05,1.100039662560448e-05,2.393751060465148e-10,2.393751060465148e-10
1918,1.0943701194524433e-05,1.0943701194524433e-05,1.9744130834244344e-10,1.9744130834244344e-10
1919,1.1146977677916376e-05,1.1146977677916376e-05,1.8261047931725623e-10,1.8261047931725623e-10
1920,1.12806609260068e-05,1.12806609260068e-05,1.9151421520075777e-10,1.9151421520075777e-10
1921,1.1699686703130802e-05,1.1699686703130802e-05,1.9151421520075777e-10,1.9151421520075777e-10
1922,1.2103217419020698e-05,1.2103217419020698e-05,1.601231905005004e-10,1.601231905005004e-10
1923,1.2410954176240402e-05,1.2410954176240402e-05,1.4902262955386802e-10,1.4902262955386802e-10
1924,1.2868777048424818e-05,1.2868777048424818e-05,2.2228722235911087e-10,2.2228722235911087e-10
1925,1.3411989519746775e-05,1.3411989519746775e-05,2.2228722235911087e-10,2.2228722235911087e-10
1926,1.3559407177256486e-05,1.3559407177256486e-05,1.9387572896307452e-10,1.9387572896307452e-10
1927,1.3853580510060834e-05,1.3853580510060834e-05,1.7067407408001755e-10,1.7067407408001755e-10
1928,1.4243836760994912e-05,1.4243836760994912e-05,1.7067407408001755e-10,1.7067407408001755e-10
1929,1.4649799465717348e-05,1.4649799465717348e-05,1.7294307652626628e-10,1.7294307652626628e-10
1930,1.5045302331730324e-05,1.5045302331730324e-05,1.5106358029561206e-10,1.5106358029561206e-10
1931,1.5125298107575094e-05,1.5125298107575094e-05,7.779898749036919e-11,7.779898749036919e-11
1932,1.4969359913915728e-05,1.4969359913915728e-05,7.779898749036919e-11,7.779898749036919e-11
1933,1.4921773072273936e-05,1.4921773072273936e-05,1.7046762216096515e-10,1.7046762216096515e-10
1934,1.4776070072132694e-05,1.4776070072132694e-05,1.929354969438484e-10,1.929354969438484e-10
1935,1.4490741445375274e-05,1.4490741445375274e-05,1.929354969438484e-10,1.929354969438484e-10
1936,1.4088632919343322e-05,1.4088632919343322e-05,1.6330133475620353e-10,1.6330133475620353e-10
1937,1.3903408086792166e-05,1.3903408086792166e-05,1.5851635876933708e-10,1.5851635876933708e-10
1938,1.3873071371303272e-05,1.3873071371303272e-05,2.8902986353480335e-10,2.8902986353480335e-10
1939,1.3672717354243755e-05,1.3672717354243755e-05,2.8902986353480335e-10,2.8902986353480335e-10
1940,1.3470980385526282e-05,1.3470980385526282e-05,1.963612288642074e-10,1.963612288642074e-10
1941,1.3410016435955185e-05,1.3410016435955185e-05,2.0147192446108774e-10,2.0147192446108774e-10
1942,1.3299463067336806e-05,1.3299463067336806e-05,3.2601215179831454e-10,3.2601215179831454e-10
1943,1.3300409981249167e-05,1.3300409981249167e-05,3.2652804468228224e-10,3.2652804468228224e-10
1944,1.3059083227874777e-05,1.3059083227874777e-05,3.609995933137203e-10,3.609995933137203e-10
1945,1.2872615635777557e-05,1.2872615635777557e-05,3.055637707146833e-10,3.055637707146833e-10
1946,1.2995883480471093e-05,1.2995883480471093e-05,3.8830429149872003e-10,3.8830429149872003e-10
1947,1.3280541289922049e-05,1.3280541289922049e-05,4.048612675270188e-10,4.048612675270188e-10
1948,1.3438969810002683e-05,1.3438969810002683e-05,4.456826970969782e-10,4.456826970969782e-10
1949,1.3405367358895351e-05,1.3405367358895351e-05,3.7216095681382097e-10,3.7216095681382097e-10
1950,1.3774845034017094e-05,1.3774845034017094e-05,4.1838753295220243e-10,4.1838753295220243e-10
1951,1.3901269085181411e-05,1.3901269085181411e-05,3.945717641506974e-10,3.945717641506974e-10
1952,1.4062553418625612e-05,1.4062553418625612e-05,3.1949408198426813e-10,3.1949408198426813e-10
1953,1.4080977572510684e-05,1.4080977572510684e-05,2.838212720401856e-10,2.838212720401856e-10
1954,1.4125308293192315e-05,1.4125308293192315e-05,3.8339194319281233e-10,3.8339194319281233e-10
1955,1.407134264549573e-05,1.407134264549573e-05,3.4398044730059903e-10,3.4398044730059903e-10
1956,1.4157452304581447e-05,1.4157452304581447e-05,3.1989797120792115e-10,3.1989797120792115e-10
1957,1.3932048854517884e-05,1.3932048854517884e-05,2.649617955596817e-10,2.649617955596817e-10
1958,1.3942592496667722e-05,1.3942592496667722e-05,3.1517625711677665e-10,3.1517625711677665e-10
1959,1.3904024724199968e-05,1.3904024724199968e-05,4.1682171107528173e-10,4.1682171107528173e-10
1960,1.380658354069705e-05,1.380658354069705e-05,4.6504475171531874e-10,4.6504475171531874e-10
1961,1.3853581159699907e-05,1.3853581159699907e-05,4.2770608780852623e-10,4.2770608780852623e-10
1962,1.368778989022498e-05,1.368778989022498e-05,4.395246081772315e-10,4.395246081772315e-10
1963,1.3548369939339214e-05,1.3548369939339214e-05,4.2249245372058143e-10,4.2249245372058143e-10
1964,1.3386430509854108e-05,1.3386430509854108e-05,4.2773534813284845e-10,4.2773534813284845e-10
1965,1.3711716487055778e-05,1.3711716487055778e-05,3.620528529757472e-10,3.620528529757472e-10
1966,1.3722863773831964e-05,1.3722863773831964e-05,3.219589010077557e-10,3.219589010077557e-10
1967,1.3792078659337545e-05,1.3792078659337545e-05,2.62046865357706e-10,2.62046865357706e-10
1968,1.3537949728613188e-05,1.3537949728613188e-05,2.2754059053609055e-10,2.2754059053609055e-10
1969,1.363818682875717e-05,1.363818682875717e-05,2.4059487834555375e-10,2.4059487834555375e-10
1970,1.3917839169153012e-05,1.3917839169153012e-05,2.9207758434068865e-10,2.9207758434068865e-10
1971,1.4261291913239152e-05,1.4261291913239152e-05,4.262562763075144e-10,4.262562763075144e-10
1972,1.4330267211854724e-05,1.4330267211854724e-05,5.477532356262011e-10,5.477532356262011e-10
1973,1.4987993121654394e-05,1.4987993121654394e-05,6.017590909695209e-10,6.017590909695209e-10
1974,1.5209513029341387e-05,1.5209513029341387e-05,6.478554082089971e-10,6.478554082089971e-10
1975,1.530795478694407e-05,1.530795478694407e-05,6.846677034845681e-10,6.846677034845681e-10
1976,1.5403486811140154e-05,1.5403486811140154e-05,8.71899330512349e-10,8.71899330512349e-10
1977,1.5312477054456914e-05,1.5312477054456914e-05,9.228825164393178e-10,9.228825164393178e-10
1978,1.4918888285007728e-05,1.4918888285007728e-05,8.278367039490523e-10,8.278367039490523e-10
1979,1.4439088772633113e-05,1.4439088772633113e-05,8.675189931496772e-10,8.675189931496772e-10
1980,1.3506039587290225e-05,1.3506039587290225e-05,1.0419242611549505e-09,1.0419242611549505e-09
1981,1.3314751803201424e-05,1.3314751803201424e-05,1.044377013441939e-09,1.044377013441939e-09
1982,1.3118476610023727e-05,1.3118476610023727e-05,1.0670429381346276e-09,1.0670429381346276e-09
1983,1.2937111932842527e-05,1.2937111932842527e-05,1.0332201522927115e-09,1.0332201522927115e-09
1984,1.2654344443165297e-05,1.2654344443165297e-05,1.1707705836551595e-09,1.1707705836551595e-09
1985,1.2557972305720405e-05,1.2557972305720405e-05,1.2655666594062e-09,1.2655666594062e-09
1986,1.2417805399828857e-05,1.2417805399828857e-05,1.266379675727133e-09,1.266379675727133e-09
1987,1.2308369800198957e-05,1.2308369800198957e-05,1.3107904365102944e-09,1.3107904365102944e-09
1988,1.181838290774197e-05,1.181838290774197e-05,1.3654908394476551e-09,1.3654908394476551e-09
1989,1.1479589245157382e-05,1.1479589245157382e-05,1.3415540503888428e-09,1.3415540503888428e-09
1990,1.105650387346811e-05,1.105650387346811e-05,1.234145833147896e-09,1.234145833147896e-09
1991,1.0759435229244576e-05,1.0759435229244576e-05,1.0893339484420649e-09,1.0893339484420649e-09
1992,1.0372729255842777e-05,1.0372729255842777e-05,1.01376652310898e-09,1.01376652310898e-09
1993,1.0077942014114732e-05,1.0077942014114732e-05,9.049990518888202e-10,9.049990518888202e-10
1994,9.763867378101817e-06,9.763867378101817e-06,6.226507048052404e-10,6.226507048052404e-10
1995,9.522258941225508e-06,9.522258941225508e-06,5.223453058977867e-10,5.223453058977867e-10
1996,9.30159304906348e-06,9.30159304906348e-06,4.992395187729062e-10,4.992395187729062e-10
1997,9.081183114696095e-06,9.081183114696095e-06,4.684078720134416e-10,4.684078720134416e-10
1998,8.79823515528447e-06,8.79823515528447e-06,3.9218851380759135e-10,3.9218851380759135e-10
1999,8.50658027827324e-06,8.50658027827324e-06,3.321100963682433e-10,3.321100963682433e-10
2000,8.089860914749028e-06,8.089860914749028e-06,2.9240971449739916e-10,2.9240971449739916e-10
2001,7.6808035893399e-06,7.6808035893399e-06,2.8602124537860773e-10,2.8602124537860773e-10
2002,7.402772748069505e-06,7.402772748069505e-06,2.799097788870013e-10,2.799097788870013e-10
2003,7.1632395182470125e-06,7.1632395182470125e-06,2.438239758904638e-10,2.438239758904638e-10
2004,6.935662960521378e-06,6.935662960521378e-06,1.8488677850608022e-10,1.8488677850608022e-10
2005,6.695464045541095e-06,6.695464045541095e-06,1.9077799657501211e-10,1.9077799657501211e-10
2006,6.480633861169086e-06,6.480633861169086e-06,1.8480140830310988e-10,1.8480140830310988e-10
2007,6.273533017520094e-06,6.273533017520094e-06,1.5901399443217302e-10,1.5901399443217302e-10
2008,6.05558930796438e-06,6.05558930796438e-06,1.1866850409071794e-10,1.1866850409071794e-10
2009,5.678593619709968e-06,5.678593619709968e-06,8.645718119601068e-11,8.645718119601068e-11
2010,5.3254748958612e-06,5.3254748958612e-06,6.991852806051809e-11,6.991852806051809e-11
2011,5.046447573217197e-06,5.046447573217197e-06,6.446783310560494e-11,6.446783310560494e-11
2012,4.786302075184981e-06,4.786302075184981e-06,2.968767815906112e-11,2.968767815906112e-11
2013,4.608042932626891e-06,4.608042932626891e-06,1.9394533845981268e-11,1.9394533845981268e-11
2014,4.408343037149669e-06,4.408343037149669e-06,1.4027372765330298e-11,1.4027372765330298e-11
2015,4.260241342178363e-06,4.260241342178363e-06,3.0458978345479106e-11,3.0458978345479106e-11
2016,4.206601748332364e-06,4.206601748332364e-06,3.671746413858035e-11,3.671746413858035e-11
2017,4.173025104137196e-06,4.173025104137196e-06,3.8060829372447515e-11,3.8060829372447515e-11
2018,4.101457443539403e-06,4.101457443539403e-06,3.9173639332368284e-11,3.9173639332368284e-11
2019,4.048175981097302e-06,4.048175981097302e-06,4.896704916546035e-11,4.896704916546035e-11
