ngram,Cigna,Ciga,Ciga
1814,1.5120696393390787e-08,2.0895813650818289e-10,2.0895813650818289e-10
1815,1.5875287576580125e-08,2.0895813650818289e-10,2.0895813650818289e-10
1816,1.7786262621452157e-08,2.0895813650818289e-10,2.0895813650818289e-10
1817,1.8348447332933963e-08,2.0895813650818289e-10,2.0895813650818289e-10
1818,1.4777339145994567e-08,2.0895813650818289e-10,2.0895813650818289e-10
1819,1.4874578949505438e-08,2.0895813650818289e-10,2.0895813650818289e-10
1820,1.646466193542092e-08,2.0895813650818289e-10,2.0895813650818289e-10
1821,1.5901834817176408e-08,0.0,0.0
1822,1.40951965575477e-08,0.0,0.0
1823,1.326746159760869e-08,0.0,0.0
1824,1.0525900460768765e-08,0.0,0.0
1825,1.0726715999569742e-08,0.0,0.0
1826,7.868069346843903e-09,0.0,0.0
1827,8.266389961431031e-09,0.0,0.0
1828,9.683425593122661e-09,0.0,0.0
1829,1.4407582016318088e-08,7.027427845989515e-11,7.027427845989515e-11
1830,1.3429330758540914e-08,7.027427845989515e-11,7.027427845989515e-11
1831,1.510143461074571e-08,7.027427845989515e-11,7.027427845989515e-11
1832,1.5147331516069633e-08,1.5542373737227015e-10,1.5542373737227015e-10
1833,1.5287734506890567e-08,2.382336740579051e-09,2.382336740579051e-09
1834,1.3934919757779035e-08,2.382336740579051e-09,2.382336740579051e-09
1835,1.2539621721937725e-08,2.466120141431105e-09,2.466120141431105e-09
1836,8.36624699676999e-09,2.6960905809479486e-09,2.6960905809479486e-09
1837,8.467540414867715e-09,2.7735319913751208e-09,2.7735319913751208e-09
1838,7.253391062381606e-09,2.7735319913751208e-09,2.7735319913751208e-09
1839,8.267491104417348e-09,2.915726834576812e-09,2.915726834576812e-09
1840,6.782653137550807e-09,7.643997974276268e-10,7.643997974276268e-10
1841,5.488984600177105e-09,7.643997974276268e-10,7.643997974276268e-10
1842,7.304061894990761e-09,6.806163965755729e-10,6.806163965755729e-10
1843,6.825234885202544e-09,3.8037167859883425e-10,3.8037167859883425e-10
1844,7.640119203955464e-09,7.036273944446439e-10,7.036273944446439e-10
1845,7.315642234852402e-09,7.703661597524558e-10,7.703661597524558e-10
1846,5.941015382030354e-09,5.430218576383896e-10,5.430218576383896e-10
1847,5.276405649702807e-09,5.280413566716951e-10,5.280413566716951e-10
1848,4.850067922676107e-09,6.37416706718495e-10,6.37416706718495e-10
1849,2.113373242280352e-09,9.06114405729852e-10,9.06114405729852e-10
1850,2.1065292883053796e-09,9.06114405729852e-10,9.06114405729852e-10
1851,1.0437236987380162e-09,5.054172794568704e-10,5.054172794568704e-10
1852,2.0731622807357297e-09,4.892400849522614e-10,4.892400849522614e-10
1853,2.2009791449712726e-09,5.374994259201214e-10,5.374994259201214e-10
1854,3.5746168247641208e-09,4.768939608292198e-10,4.768939608292198e-10
1855,4.4562169192780794e-09,4.200203597624709e-10,4.200203597624709e-10
1856,5.20169900803629e-09,1.513226607511139e-10,1.513226607511139e-10
1857,5.011819372212147e-09,2.475911142774123e-10,2.475911142774123e-10
1858,4.930137096189771e-09,2.475911142774123e-10,2.475911142774123e-10
1859,3.8890797606137644e-09,4.4074709754886905e-10,4.4074709754886905e-10
1860,3.757037605626021e-09,3.9248775658100905e-10,3.9248775658100905e-10
1861,2.310438098776909e-09,4.489744369935116e-10,4.489744369935116e-10
1862,1.2111178924824527e-09,4.521909592801267e-10,4.521909592801267e-10
1863,5.611115659411223e-10,6.431424837138877e-10,6.431424837138877e-10
1864,6.082066873945382e-10,8.294447589080838e-10,8.294447589080838e-10
1865,8.159624801226276e-10,8.736713099009665e-10,8.736713099009665e-10
1866,7.825829428931286e-10,1.0723499707257896e-09,1.0723499707257896e-09
1867,1.0240749438926245e-09,1.2451998004132341e-09,1.2451998004132341e-09
1868,1.3027318826860527e-09,1.3231482179750946e-09,1.3231482179750946e-09
1869,1.6428724809130252e-09,1.2674299467084283e-09,1.2674299467084283e-09
1870,1.5896331790570579e-09,1.1609513429964936e-09,1.1609513429964936e-09
1871,1.745418373325488e-09,9.595327389787046e-10,9.595327389787046e-10
1872,1.6029141981986429e-09,9.97209608539456e-10,9.97209608539456e-10
1873,2.333618790270212e-09,7.498571525615156e-10,7.498571525615156e-10
1874,2.03113158038702e-09,8.5519232172006e-10,8.5519232172006e-10
1875,1.984164895877224e-09,8.411023147810884e-10,8.411023147810884e-10
1876,1.5883060263835854e-09,1.0327622408062049e-09,1.0327622408062049e-09
1877,1.895586299038854e-09,1.0880960101187854e-09,1.0880960101187854e-09
1878,2.9264082665062372e-09,1.1157999682939339e-09,1.1157999682939339e-09
1879,3.327260340262634e-09,1.173551803354148e-09,1.173551803354148e-09
1880,2.6067365567681934e-09,1.2087148345710626e-09,1.2087148345710626e-09
1881,2.764564529681276e-09,1.751235307561367e-09,1.751235307561367e-09
1882,2.7523291740954345e-09,2.084624314438851e-09,2.084624314438851e-09
1883,2.9450649379520702e-09,1.9572096443543074e-09,1.9572096443543074e-09
1884,2.595548204935889e-09,1.9089356722330156e-09,1.9089356722330156e-09
1885,1.9132881786835097e-09,2.0032425361384197e-09,2.0032425361384197e-09
1886,1.7758216008800787e-09,2.167062049648497e-09,2.167062049648497e-09
1887,2.11930504891354e-09,2.21319494080647e-09,2.21319494080647e-09
1888,2.636548122682468e-09,1.5275036751345133e-09,1.5275036751345133e-09
1889,2.61402572603637e-09,1.3616494241665477e-09,1.3616494241665477e-09
1890,2.522472722762562e-09,1.6515438381960378e-09,1.6515438381960378e-09
1891,2.880943436193003e-09,1.892876791817092e-09,1.892876791817092e-09
1892,2.66657491326023e-09,2.1840886401035066e-09,2.1840886401035066e-09
1893,2.395642652506881e-09,2.2957240077202202e-09,2.2957240077202202e-09
1894,1.953499156088461e-09,2.350760903396016e-09,2.350760903396016e-09
1895,4.496451798198718e-09,2.850882958276608e-09,2.850882958276608e-09
1896,5.040939269182079e-09,2.7761877875929842e-09,2.7761877875929842e-09
1897,5.162677571160909e-09,2.7192762010384642e-09,2.7192762010384642e-09
1898,5.327313748867571e-09,2.6209067138793785e-09,2.6209067138793785e-09
1899,5.263448613465219e-09,2.5090239568521203e-09,2.5090239568521203e-09
1900,5.401128703016614e-09,2.5456789216298556e-09,2.5456789216298556e-09
1901,5.555358887196096e-09,2.437079268550032e-09,2.437079268550032e-09
1902,2.4750815206888076e-09,2.1463088132175503e-09,2.1463088132175503e-09
1903,1.6598363794528836e-09,2.363481061656054e-09,2.363481061656054e-09
1904,1.6430139312565269e-09,2.7321100619965525e-09,2.7321100619965525e-09
1905,1.6078066338615876e-09,3.092241526328873e-09,3.092241526328873e-09
1906,1.3811429936235901e-09,3.0355641968325487e-09,3.0355641968325487e-09
1907,1.3186067951817142e-09,2.8768025580764143e-09,2.8768025580764143e-09
1908,1.5486613420228374e-09,2.8324435336862005e-09,2.8324435336862005e-09
1909,1.452258047945116e-09,2.6672308488835076e-09,2.6672308488835076e-09
1910,1.5356837428688002e-09,2.553673399725247e-09,2.553673399725247e-09
1911,1.7908568794577917e-09,2.349088066923498e-09,2.349088066923498e-09
1912,1.3750278257277211e-09,2.7057915590639983e-09,2.7057915590639983e-09
1913,1.3856745433622158e-09,2.66593521861377e-09,2.66593521861377e-09
1914,1.2829212216379305e-09,2.7091110307456543e-09,2.7091110307456543e-09
1915,1.073962434856262e-09,3.024793542622766e-09,3.024793542622766e-09
1916,1.0928268567855781e-09,3.206885106672124e-09,3.206885106672124e-09
1917,1.0813551125960735e-09,3.4487150278396582e-09,3.4487150278396582e-09
1918,6.632240788308406e-10,3.5338923850706092e-09,3.5338923850706092e-09
1919,1.0599431808446168e-09,3.2218198585200396e-09,3.2218198585200396e-09
1920,1.4203813086017497e-09,3.4230962508985385e-09,3.4230962508985385e-09
1921,1.3889055897450424e-09,3.5367027084731717e-09,3.5367027084731717e-09
1922,1.2860335296682734e-09,3.912048970481205e-09,3.912048970481205e-09
1923,1.4222536362914644e-09,3.845445612731575e-09,3.845445612731575e-09
1924,1.3523509415477468e-09,3.482188458216383e-09,3.482188458216383e-09
1925,1.562267148980112e-09,3.4188480142154684e-09,3.4188480142154684e-09
1926,1.1393234332159251e-09,3.238048670465129e-09,3.238048670465129e-09
1927,1.0400309224944948e-09,3.1601047334461896e-09,3.1601047334461896e-09
1928,1.280331019775411e-09,2.9612233458970697e-09,2.9612233458970697e-09
1929,1.890593685573348e-09,2.7239216120784296e-09,2.7239216120784296e-09
1930,2.429305760522281e-09,2.8104637823338815e-09,2.8104637823338815e-09
1931,2.56771673368128e-09,3.08728572865188e-09,3.08728572865188e-09
1932,2.52744902387977e-09,2.7460365410141615e-09,2.7460365410141615e-09
1933,4.728817575611848e-09,2.5655831744789535e-09,2.5655831744789535e-09
1934,7.2639003859517206e-09,3.0100716205286713e-09,3.0100716205286713e-09
1935,9.189610390108222e-09,5.403624880884195e-09,5.403624880884195e-09
1936,1.001438892129463e-08,5.462415186840985e-09,5.462415186840985e-09
1937,1.0805333691291504e-08,5.372983106052434e-09,5.372983106052434e-09
1938,1.707315958451464e-08,5.248824930248475e-09,5.248824930248475e-09
1939,2.0843414359563084e-08,5.629739975786054e-09,5.629739975786054e-09
1940,2.0092209039392272e-08,5.635459971691554e-09,5.635459971691554e-09
1941,1.8204038911205445e-08,5.2505164026074775e-09,5.2505164026074775e-09
1942,1.7326840026247022e-08,3.3533001772160074e-09,3.3533001772160074e-09
1943,1.7106544498395644e-08,3.1772447530085758e-09,3.1772447530085758e-09
1944,1.9773122314096066e-08,3.416690359208425e-09,3.416690359208425e-09
1945,1.814924845332046e-08,3.5941981137353552e-09,3.5941981137353552e-09
1946,1.7260700043867213e-08,3.402385674787313e-09,3.402385674787313e-09
1947,1.8281351289926662e-08,3.6484830077755858e-09,3.6484830077755858e-09
1948,1.8598601262250928e-08,3.4532473071534143e-09,3.4532473071534143e-09
1949,1.8886158414943566e-08,3.165172314721433e-09,3.165172314721433e-09
1950,1.9070996718336834e-08,3.2086516935489075e-09,3.2086516935489075e-09
1951,1.749309192738175e-08,3.620753252775444e-09,3.620753252775444e-09
1952,1.4620588295599646e-08,3.644147713747056e-09,3.644147713747056e-09
1953,1.28596777670964e-08,4.207472116744628e-09,4.207472116744628e-09
1954,1.1213974701210612e-08,4.2582871514643526e-09,4.2582871514643526e-09
1955,1.1888198806328124e-08,4.332549208285741e-09,4.332549208285741e-09
1956,1.1211835586928082e-08,4.439039041110553e-09,4.439039041110553e-09
1957,1.0975939078252038e-08,4.352197681610294e-09,4.352197681610294e-09
1958,1.0194060008826357e-08,3.682640668602387e-09,3.682640668602387e-09
1959,9.903193249576653e-09,3.5176963564254038e-09,3.5176963564254038e-09
1960,9.776624398938338e-09,3.121039331739033e-09,3.121039331739033e-09
1961,1.1179291904893165e-08,2.9793682441793733e-09,2.9793682441793733e-09
1962,1.0916059421463485e-08,2.9681641271801188e-09,2.9681641271801188e-09
1963,1.2237718140438249e-08,3.175008700395665e-09,3.175008700395665e-09
1964,1.2323593320421163e-08,3.3689957807630274e-09,3.3689957807630274e-09
1965,1.13634080557899e-08,3.7211249954387834e-09,3.7211249954387834e-09
1966,1.0701897907543817e-08,3.8559222798844365e-09,3.8559222798844365e-09
1967,1.1449555716223716e-08,4.28698410104289e-09,4.28698410104289e-09
1968,1.077010836070258e-08,4.529970589116163e-09,4.529970589116163e-09
1969,1.1464468485655743e-08,4.830671513594049e-09,4.830671513594049e-09
1970,1.063355042114316e-08,4.864965541528932e-09,4.864965541528932e-09
1971,1.0466200097068525e-08,5.228814175290657e-09,5.228814175290657e-09
1972,1.067174215663158e-08,5.350751683000762e-09,5.350751683000762e-09
1973,1.2084548599895178e-08,5.649116095542337e-09,5.649116095542337e-09
1974,1.180826014746117e-08,5.6329451579374884e-09,5.6329451579374884e-09
1975,1.1454836190694095e-08,5.624079995365199e-09,5.624079995365199e-09
1976,1.0489432814405778e-08,5.846619252228688e-09,5.846619252228688e-09
1977,1.1217621117712691e-08,5.946808886595331e-09,5.946808886595331e-09
1978,1.164598106839776e-08,5.651848893657123e-09,5.651848893657123e-09
1979,1.4981087735423315e-08,5.5786397723522896e-09,5.5786397723522896e-09
1980,1.697226727413538e-08,5.68622977275319e-09,5.68622977275319e-09
1981,2.8119572955834623e-08,5.902919676868481e-09,5.902919676868481e-09
1982,3.9974931047887756e-08,6.512019748835687e-09,6.512019748835687e-09
1983,5.117375488440855e-08,6.488604764598449e-09,6.488604764598449e-09
1984,6.081100106009834e-08,6.77976703349665e-09,6.77976703349665e-09
1985,7.133058232966505e-08,7.144952819869234e-09,7.144952819869234e-09
1986,7.879995525935815e-08,7.962601498791498e-09,7.962601498791498e-09
1987,9.233677543209393e-08,9.62590578674443e-09,9.62590578674443e-09
1988,1.0063802083745291e-07,1.0971208830312662e-08,1.0971208830312662e-08
1989,1.0620080205723883e-07,1.205048441984705e-08,1.205048441984705e-08
1990,1.1754639420554927e-07,1.508864436569216e-08,1.508864436569216e-08
1991,1.3513146614384043e-07,1.6912361035435553e-08,1.6912361035435553e-08
1992,1.4702126601865269e-07,1.9000317002288673e-08,1.9000317002288673e-08
1993,1.6036291380519936e-07,1.9047554010244638e-08,1.9047554010244638e-08
1994,1.666431229198549e-07,1.8150317820137777e-08,1.8150317820137777e-08
1995,1.685801172308337e-07,1.7496136983652377e-08,1.7496136983652377e-08
1996,1.7287325095237195e-07,1.6105186834940762e-08,1.6105186834940762e-08
1997,1.682521266437626e-07,1.3219977937747477e-08,1.3219977937747477e-08
1998,1.604751328646411e-07,1.1255449651668771e-08,1.1255449651668771e-08
1999,1.5265483962626343e-07,8.734973379530077e-09,8.734973379530077e-09
2000,1.413513796170004e-07,8.265129025630813e-09,8.265129025630813e-09
2001,1.3170425156821303e-07,7.213227285315529e-09,7.213227285315529e-09
2002,1.1828761208627319e-07,6.391445848765085e-09,6.391445848765085e-09
2003,1.0637915741946407e-07,6.137912908091689e-09,6.137912908091689e-09
2004,9.583459359419066e-08,5.632947124618275e-09,5.632947124618275e-09
2005,8.24023541464872e-08,4.933350743791769e-09,4.933350743791769e-09
2006,7.331192313537421e-08,4.5030340250258e-09,4.5030340250258e-09
2007,6.709289682557288e-08,3.750056027611899e-09,3.750056027611899e-09
2008,5.809884078595522e-08,3.3756980385594002e-09,3.3756980385594002e-09
2009,5.4604040400363374e-08,2.7505281544445583e-09,2.7505281544445583e-09
2010,4.798597024497602e-08,2.3938099439188167e-09,2.3938099439188167e-09
2011,4.4156801136198606e-08,2.104322224408658e-09,2.104322224408658e-09
2012,4.118559969258838e-08,2.061635100731556e-09,2.061635100731556e-09
2013,4.0541196812325456e-08,2.049635730979763e-09,2.049635730979763e-09
2014,3.7951938480773606e-08,2.0083479641235566e-09,2.0083479641235566e-09
2015,3.707963764603457e-08,1.9230061352816718e-09,1.9230061352816718e-09
2016,3.7279509764890206e-08,1.756155030920224e-09,1.756155030920224e-09
2017,3.8329676025720495e-08,1.6285408577232374e-09,1.6285408577232374e-09
2018,3.903480134681559e-08,1.681276073917104e-09,1.681276073917104e-09
2019,3.966368034014067e-08,1.5502547856538484e-09,1.5502547856538484e-09
