ngram,SLB,SB,SL,SL
1682,0.0,1.8101928844771464e-08,3.45732019013667e-07,3.45732019013667e-07
1683,0.0,1.8101928844771464e-08,3.45732019013667e-07,3.45732019013667e-07
1684,0.0,1.8101928844771464e-08,3.45732019013667e-07,3.45732019013667e-07
1685,0.0,1.8101928844771464e-08,3.45732019013667e-07,3.45732019013667e-07
1686,0.0,1.8101928844771464e-08,3.779186629669441e-07,3.779186629669441e-07
1687,0.0,0.0,3.417148052774012e-07,3.417148052774012e-07
1688,0.0,0.0,9.558047915041762e-08,9.558047915041762e-08
1689,0.0,0.0,8.68295830157097e-08,8.68295830157097e-08
1690,0.0,2.0770290884034433e-08,1.0759987389974413e-07,1.0759987389974413e-07
1691,0.0,4.523634394055469e-08,1.320659269562644e-07,1.320659269562644e-07
1692,0.0,6.890438848066488e-08,2.0307006463683918e-07,2.0307006463683918e-07
1693,0.0,6.890438848066488e-08,1.478116514265691e-07,1.478116514265691e-07
1694,0.0,6.890438848066488e-08,1.965827526159306e-07,1.965827526159306e-07
1695,0.0,9.991799540135357e-08,2.1208955607627494e-07,2.1208955607627494e-07
1696,0.0,1.314098869085813e-07,2.1201027777806303e-07,2.1201027777806303e-07
1697,0.0,1.1063959602454685e-07,2.573636623180521e-07,2.573636623180521e-07
1698,0.0,1.6914370754810599e-07,2.640114209790616e-07,2.640114209790616e-07
1699,0.0,1.5854520337857787e-07,2.322159044102331e-07,2.322159044102331e-07
1700,0.0,1.715430560774881e-07,2.8420731520587393e-07,2.8420731520587393e-07
1701,0.0,1.8120981540700347e-07,2.741032513345739e-07,2.741032513345739e-07
1702,0.0,1.621813682715713e-07,2.8256676744474264e-07,2.8256676744474264e-07
1703,0.0,1.3068947676434357e-07,3.173221370746303e-07,3.173221370746303e-07
1704,0.0,1.3068947676434357e-07,2.771837606425314e-07,2.771837606425314e-07
1705,0.0,4.771931218426419e-08,2.827011676182727e-07,2.827011676182727e-07
1706,0.0,5.680053760670489e-08,2.8779407809257205e-07,2.8779407809257205e-07
1707,0.0,5.595513791994173e-08,2.7226002633337233e-07,2.7226002633337233e-07
1708,0.0,7.522598061931213e-08,2.818223236999984e-07,2.818223236999984e-07
1709,0.0,7.526583699148302e-08,2.9392705463188964e-07,2.9392705463188964e-07
1710,0.0,7.526583699148302e-08,3.998300225508241e-07,3.998300225508241e-07
1711,0.0,7.526583699148302e-08,4.2230636917598273e-07,4.2230636917598273e-07
1712,0.0,2.382171280552419e-07,8.74529039914965e-07,8.74529039914965e-07
1713,0.0,2.3770239262635835e-07,8.73499569057198e-07,8.73499569057198e-07
1714,0.0,2.7340799338812107e-07,8.561854311242964e-07,8.561854311242964e-07
1715,0.0,2.444703913592353e-07,8.985349231644639e-07,8.985349231644639e-07
1716,0.0,2.9443008234660996e-07,9.155896216433186e-07,9.155896216433186e-07
1717,0.0,3.1735429826897287e-07,7.81646420477955e-07,7.81646420477955e-07
1718,0.0,3.405795670882331e-07,7.331847748608717e-07,7.331847748608717e-07
1719,0.0,1.8421314708559423e-07,2.706703696730983e-07,2.706703696730983e-07
1720,0.0,2.8943290989299643e-07,2.8176507628683923e-07,2.8176507628683923e-07
1721,0.0,2.5033491419484175e-07,3.589824940166052e-07,3.589824940166052e-07
1722,0.0,2.2440522821552477e-06,3.224967741743967e-07,3.224967741743967e-07
1723,0.0,2.188242751190371e-06,2.755422013730627e-07,2.755422013730627e-07
1724,0.0,2.2592532512736137e-06,2.549479322258971e-07,2.549479322258971e-07
1725,0.0,2.3095575108251457e-06,3.35830416681964e-07,3.35830416681964e-07
1726,0.0,2.3860101150725247e-06,4.1807839577602734e-07,4.1807839577602734e-07
1727,0.0,2.382323210322771e-06,4.3898149927810793e-07,4.3898149927810793e-07
1728,0.0,2.3865222722463386e-06,3.7501866145817075e-07,3.7501866145817075e-07
1729,0.0,5.075004853186524e-07,3.2729753129956407e-07,3.2729753129956407e-07
1730,0.0,5.013253091387274e-07,3.8658825880182643e-07,3.8658825880182643e-07
1731,0.0,4.4222428893395514e-07,3.8987571875687923e-07,3.8987571875687923e-07
1732,0.0,3.9998737934508556e-07,3.2776880638201486e-07,3.2776880638201486e-07
1733,0.0,3.309994432194279e-07,2.5430519201563584e-07,2.5430519201563584e-07
1734,0.0,2.078305547976405e-07,2.1000571085291346e-07,2.1000571085291346e-07
1735,0.0,2.013383608406067e-07,4.039503157368277e-07,4.039503157368277e-07
1736,0.0,2.409878798102584e-07,5.188494936549302e-07,5.188494936549302e-07
1737,0.0,2.479095080332172e-07,4.672268464186605e-07,4.672268464186605e-07
1738,0.0,2.295512610471308e-07,4.463266277200871e-07,4.463266277200871e-07
1739,0.0,4.0503729741609664e-07,1.2255874415651696e-06,1.2255874415651696e-06
1740,0.0,4.508859870863294e-07,1.227899986133707e-06,1.227899986133707e-06
1741,0.0,4.984167932978575e-07,1.2266363508420649e-06,1.2266363508420649e-06
1742,0.0,5.684783325981308e-07,1.0258034340690107e-06,1.0258034340690107e-06
1743,0.0,5.682355299947111e-07,9.430578537766061e-07,9.430578537766061e-07
1744,0.0,6.01490444499372e-07,9.783192597621695e-07,9.783192597621695e-07
1745,1.8934727563646447e-08,6.73377059001723e-07,1.0540581700167552e-06,1.0540581700167552e-06
1746,1.8934727563646447e-08,4.865103124172622e-07,2.9086762408171906e-07,2.9086762408171906e-07
1747,1.8934727563646447e-08,4.307712353173494e-07,2.7006783755366216e-07,2.7006783755366216e-07
1748,1.8934727563646447e-08,3.868801609233482e-07,2.5855974326662234e-07,2.5855974326662234e-07
1749,1.8934727563646447e-08,3.3017281708680457e-07,2.627819364014223e-07,2.627819364014223e-07
1750,2.2233459010375815e-08,2.5524007643947956e-07,2.374512878386018e-07,2.374512878386018e-07
1751,2.2233459010375815e-08,2.1506353371185988e-07,1.9548490267798764e-07,1.9548490267798764e-07
1752,3.298731446729367e-09,9.532025718580631e-07,1.4313753433319626e-07,1.4313753433319626e-07
1753,2.8445492564596212e-08,2.110159137203027e-06,1.7367327487249895e-07,1.7367327487249895e-07
1754,2.8445492564596212e-08,2.143656602575967e-06,1.8632514807239075e-07,1.8632514807239075e-07
1755,3.229880033269897e-08,2.2440561784670924e-06,1.8353971904210604e-07,1.8353971904210604e-07
1756,3.229880033269897e-08,2.3426184116358073e-06,1.689853899985597e-07,1.689853899985597e-07
1757,2.9000068885969606e-08,2.34871231035478e-06,1.801514503288867e-07,1.801514503288867e-07
1758,3.210765367863847e-08,2.957798898250985e-06,4.3715788170369964e-07,4.3715788170369964e-07
1759,3.210765367863847e-08,2.840971965107591e-06,4.381179041144735e-07,4.381179041144735e-07
1760,6.960892560771624e-09,1.6774103264489376e-06,4.791910056058311e-07,4.791910056058311e-07
1761,6.960892560771624e-09,2.1143757606978397e-06,4.804337671820187e-07,4.804337671820187e-07
1762,3.1075847926688637e-09,2.0317971092254083e-06,4.945289374193505e-07,4.945289374193505e-07
1763,3.1075847926688637e-09,1.9190911036811746e-06,4.963836305803073e-07,4.963836305803073e-07
1764,3.1075847926688637e-09,1.8591237654114984e-06,4.945080819749949e-07,4.945080819749949e-07
1765,0.0,1.270669036403303e-06,2.8931154158077075e-07,2.8931154158077075e-07
1766,0.0,6.970369556467761e-07,3.193768114735056e-07,3.193768114735056e-07
1767,2.9445022927835194e-09,7.190641479074397e-07,2.482561569649988e-07,2.482561569649988e-07
1768,2.9445022927835194e-09,2.685820104732427e-07,2.794158027492293e-07,2.794158027492293e-07
1769,2.9445022927835194e-09,2.836764717731707e-07,2.773237375614761e-07,2.773237375614761e-07
1770,2.9445022927835194e-09,3.068283384826438e-07,2.9776966974688026e-07,2.9776966974688026e-07
1771,2.9445022927835194e-09,2.920627965506485e-07,3.068759570266723e-07,3.068759570266723e-07
1772,2.9445022927835194e-09,2.819752649786876e-07,2.716525244750301e-07,2.716525244750301e-07
1773,2.9445022927835194e-09,1.6928989461056127e-07,2.3540202676031186e-07,2.3540202676031186e-07
1774,0.0,1.4464571965585753e-07,2.1877524147839722e-07,2.1877524147839722e-07
1775,0.0,1.2628318403683026e-07,1.6575042138811114e-07,1.6575042138811114e-07
1776,0.0,1.1142702252949935e-07,1.600330412949396e-07,1.600330412949396e-07
1777,0.0,6.399453848108092e-07,1.3422726397038787e-07,1.3422726397038787e-07
1778,2.7811436962922797e-09,6.600073894398e-07,1.30446975634056e-07,1.30446975634056e-07
1779,2.7811436962922797e-09,6.597098050065142e-07,1.3490078336937067e-07,1.3490078336937067e-07
1780,2.7811436962922797e-09,6.410513684329544e-07,1.3552756935756145e-07,1.3552756935756145e-07
1781,2.7811436962922797e-09,6.341865496243113e-07,1.2255787749739155e-07,1.2255787749739155e-07
1782,2.7811436962922797e-09,6.888369087830272e-07,1.4842194571786293e-07,1.4842194571786293e-07
1783,4.95574273681346e-09,6.736617501295379e-07,1.4846897958672605e-07,1.4846897958672605e-07
1784,4.95574273681346e-09,1.2130758822844916e-07,1.51777027010017e-07,1.51777027010017e-07
1785,2.174599040521181e-09,1.0042374246462974e-07,2.5988786843202304e-07,2.5988786843202304e-07
1786,2.174599040521181e-09,9.28571962179246e-08,2.4645040700274225e-07,2.4645040700274225e-07
1787,2.174599040521181e-09,5.612739017684427e-07,2.379704174667755e-07,2.379704174667755e-07
1788,2.174599040521181e-09,5.587554200912694e-07,2.4921804404292356e-07,2.4921804404292356e-07
1789,2.174599040521181e-09,5.018178370619353e-07,2.286485261444276e-07,2.286485261444276e-07
1790,0.0,5.162861599826231e-07,2.3120920035678084e-07,2.3120920035678084e-07
1791,0.0,5.438717311432941e-07,3.2156767559854416e-07,3.2156767559854416e-07
1792,1.0882620519022827e-09,5.472221411244911e-07,2.0088106619401254e-07,2.0088106619401254e-07
1793,1.0882620519022827e-09,5.494720549035849e-07,2.3741313372381357e-07,2.3741313372381357e-07
1794,1.0882620519022827e-09,1.0230469271732545e-07,2.5204963906487266e-07,2.5204963906487266e-07
1795,2.0015341764941954e-09,1.3478920836616582e-07,2.6520244286335324e-07,2.6520244286335324e-07
1796,2.0015341764941954e-09,1.5121044683041873e-07,2.654642494397714e-07,2.654642494397714e-07
1797,2.0015341764941954e-09,1.6083220444329527e-07,2.592991421579427e-07,2.592991421579427e-07
1798,2.0015341764941954e-09,1.7801768947833807e-07,3.015178780937536e-07,3.015178780937536e-07
1799,9.132721245919129e-10,1.7697393671158223e-07,3.097122243746396e-07,3.097122243746396e-07
1800,1.3249360339021417e-09,2.1526853645679823e-07,2.950771634654562e-07,2.950771634654562e-07
1801,1.3249360339021417e-09,2.0510848892334771e-07,2.8823680306036946e-07,2.8823680306036946e-07
1802,4.116639093102289e-10,1.9432614095649114e-07,2.7199087985049377e-07,2.7199087985049377e-07
1803,7.626638685666518e-10,1.9512374547860289e-07,2.7286145406638494e-07,2.7286145406638494e-07
1804,7.626638685666518e-10,2.029496408389215e-07,2.7516009229852247e-07,2.7516009229852247e-07
1805,7.626638685666518e-10,1.7058356048339972e-07,1.4370263759896522e-07,1.4370263759896522e-07
1806,7.626638685666518e-10,1.885599810894486e-07,1.425079310430582e-07,1.425079310430582e-07
1807,3.5099995925642295e-10,1.677219430007426e-07,1.2930262016652705e-07,1.2930262016652705e-07
1808,3.5099995925642295e-10,1.7499995814367659e-07,1.3237603013749322e-07,1.3237603013749322e-07
1809,3.5099995925642295e-10,1.7135019447778177e-07,1.3494813089209856e-07,1.3494813089209856e-07
1810,0.0,1.9771572924907689e-07,1.3837983203757176e-07,1.3837983203757176e-07
1811,7.031518224818813e-10,1.9255847608487135e-07,1.4044049529664854e-07,1.4044049529664854e-07
1812,7.031518224818813e-10,1.8924387136719035e-07,1.4009523547591535e-07,1.4009523547591535e-07
1813,8.971312264500447e-10,1.850513200452042e-07,1.368699094379216e-07,1.368699094379216e-07
1814,8.971312264500447e-10,1.8105296411314547e-07,1.305716992305861e-07,1.305716992305861e-07
1815,8.971312264500447e-10,1.7266606684123482e-07,1.2580597135476118e-07,1.2580597135476118e-07
1816,1.2774766641346753e-09,1.8107232741775598e-07,1.3254288485800965e-07,1.3254288485800965e-07
1817,1.2774766641346753e-09,1.497617714919995e-07,1.299535087793759e-07,1.299535087793759e-07
1818,7.533597079500964e-10,1.3921667983497953e-07,1.289368337812188e-07,1.289368337812188e-07
1819,1.0539545902688019e-09,1.7202569223075314e-07,1.3211956684244797e-07,1.3211956684244797e-07
1820,8.599751863006385e-10,1.7364226221973566e-07,1.2799667510015362e-07,1.2799667510015362e-07
1821,9.885294408437266e-10,1.7363720518557913e-07,1.2603150979982403e-07,1.2603150979982403e-07
1822,1.2380672439630099e-09,1.920222690695742e-07,1.3768755329530385e-07,1.3768755329530385e-07
1823,1.279110127340642e-09,1.8307906352837173e-07,1.3513450828181055e-07,1.3513450828181055e-07
1824,1.681470177380565e-09,1.9480969066470217e-07,1.3717126685313425e-07,1.3717126685313425e-07
1825,1.5024353110832627e-09,2.094242189189442e-07,1.2822214756624817e-07,1.2822214756624817e-07
1826,1.3203386717286492e-09,1.827946180453312e-07,1.255189283304909e-07,1.255189283304909e-07
1827,1.424909277871121e-09,1.9271049568812616e-07,1.225528874572644e-07,1.225528874572644e-07
1828,1.296355023328033e-09,2.102945931678083e-07,1.2779440794474795e-07,1.2779440794474795e-07
1829,1.4684628909681204e-09,2.2115225866465543e-07,1.1679805465649094e-07,1.1679805465649094e-07
1830,1.2376836539778375e-09,2.2634699194311126e-07,1.1807007232229288e-07,1.1807007232229288e-07
1831,9.282182641559952e-10,2.1566632162668092e-07,1.1728350151380645e-07,1.1728350151380645e-07
1832,1.2688160998054953e-09,1.9542940675267217e-07,1.1896839729225966e-07,1.1896839729225966e-07
1833,1.4802309061019108e-09,1.9133194736501276e-07,1.1659048583721545e-07,1.1659048583721545e-07
1834,1.5417806872467362e-09,1.70280036927904e-07,1.2369022073244196e-07,1.2369022073244196e-07
1835,1.6255640880987902e-09,1.7561789787480719e-07,1.197846281846588e-07,1.197846281846588e-07
1836,1.2789795968336038e-09,1.486603003237568e-07,1.1531825602365383e-07,1.1531825602365383e-07
1837,1.165811923188796e-09,1.4369414255302866e-07,1.0741510639685917e-07,1.0741510639685917e-07
1838,1.2255687575901675e-09,1.4779346356265576e-07,1.08318796979542e-07,1.08318796979542e-07
1839,9.607523586220778e-10,1.5394332259737504e-07,1.073605884828664e-07,1.073605884828664e-07
1840,7.064252754191663e-10,1.4813286039075786e-07,1.0703412860786038e-07,1.0703412860786038e-07
1841,6.802601101466418e-10,1.4913753229198585e-07,1.047379935162748e-07,1.047379935162748e-07
1842,8.397384692366521e-10,1.3027321139296483e-07,1.120723161258346e-07,1.120723161258346e-07
1843,8.958263496085448e-10,1.3658834266802193e-07,1.305443646515414e-07,1.305443646515414e-07
1844,9.519506532258098e-10,1.3189607070021987e-07,1.2975047525287664e-07,1.2975047525287664e-07
1845,8.660379239141694e-10,1.2506469561555734e-07,1.3088203689091772e-07,1.3088203689091772e-07
1846,1.0511384857763468e-09,1.1477867393036182e-07,1.27664242605923e-07,1.27664242605923e-07
1847,1.0361579848096524e-09,1.361806596378301e-07,1.3552808399351436e-07,1.3552808399351436e-07
1848,9.508904378182796e-10,1.408806359190099e-07,1.4499883097382087e-07,1.4499883097382087e-07
1849,7.61368214506421e-10,1.4434219508530077e-07,1.5694971113232115e-07,1.5694971113232115e-07
1850,7.251589725524152e-10,1.437063852043658e-07,1.6071029713365143e-07,1.6071029713365143e-07
1851,7.3087904775956e-10,1.6389094728960378e-07,1.796158802643991e-07,1.796158802643991e-07
1852,1.0180712622138393e-09,1.752921008346675e-07,1.9902415816984232e-07,1.9902415816984232e-07
1853,8.537079456059717e-10,1.8528466836999412e-07,2.163432465554901e-07,2.163432465554901e-07
1854,8.941062017748485e-10,1.8059640183309966e-07,2.2696769771560606e-07,2.2696769771560606e-07
1855,8.919202757314995e-10,1.7893013242493388e-07,2.2644565587727682e-07,2.2644565587727682e-07
1856,9.375783482923339e-10,1.7375207862966947e-07,2.2494729989830375e-07,2.2494729989830375e-07
1857,9.389069839065606e-10,1.8234804396602806e-07,2.1561552695662352e-07,2.1561552695662352e-07
