ngram,SLB,SB,SL,SL
1858,1.0876387726962582e-09,1.790262708872043e-07,2.083140527377379e-07,2.083140527377379e-07
1859,1.2820723213228087e-09,1.7730569977304965e-07,1.9765159972199138e-07,1.9765159972199138e-07
1860,1.246548848270785e-09,1.856857900455517e-07,2.0225004350647525e-07,2.0225004350647525e-07
1861,1.2585184878360118e-09,1.824541726591633e-07,1.9762790413681485e-07,1.9762790413681485e-07
1862,1.2060167388559607e-09,1.8748780965844552e-07,2.0193097936628745e-07,2.0193097936628745e-07
1863,1.3453085312420399e-09,1.8862735779683654e-07,1.950403470475846e-07,1.950403470475846e-07
1864,1.2490400777157414e-09,1.8470341599043293e-07,1.949134786270536e-07,1.949134786270536e-07
1865,1.2263818056317583e-09,2.070848929796349e-07,1.9233231845256731e-07,1.9233231845256731e-07
1866,8.107361369548625e-10,2.137150504820186e-07,1.9064406485215712e-07,1.9064406485215712e-07
1867,7.929533854930274e-10,2.149457064401109e-07,1.7773926889016627e-07,1.7773926889016627e-07
1868,7.247917226711159e-10,2.3045299915988186e-07,1.7507928516481896e-07,1.7507928516481896e-07
1869,7.247917226711159e-10,2.3376136734246496e-07,1.6849811450876067e-07,1.6849811450876067e-07
1870,5.283387814549099e-10,2.4615118832116423e-07,1.6381978541955634e-07,1.6381978541955634e-07
1871,6.906430308603209e-10,2.525547253234046e-07,1.6132041277420024e-07,1.6132041277420024e-07
1872,7.119456889105789e-10,2.3216398200734796e-07,1.6016458914691611e-07,1.6016458914691611e-07
1873,7.742705881203754e-10,2.3789346771861476e-07,1.5752555831178533e-07,1.5752555831178533e-07
1874,8.10539560073106e-10,2.50575949069441e-07,1.6434007120226723e-07,1.6434007120226723e-07
1875,1.006418044140795e-09,2.6025184394841615e-07,1.6267015569480593e-07,1.6267015569480593e-07
1876,1.1214139934117335e-09,2.6819870616431475e-07,1.5798090454869192e-07,1.5798090454869192e-07
1877,1.2189842230852272e-09,2.70015060469372e-07,1.588850194268941e-07,1.588850194268941e-07
1878,1.0929653333174067e-09,2.7544825595019316e-07,1.6321414112293757e-07,1.6321414112293757e-07
1879,8.412171832133148e-10,2.7809290616330274e-07,1.6293264439225042e-07,1.6293264439225042e-07
1880,7.777201581151059e-10,2.8695978520382983e-07,1.6688526776371354e-07,1.6688526776371354e-07
1881,7.298043241161472e-10,2.802051385840189e-07,1.6569835687667884e-07,1.6569835687667884e-07
1882,5.863428750466479e-10,2.7224750657036824e-07,1.7176842602241648e-07,1.7176842602241648e-07
1883,5.355921817162823e-10,2.7505492588326366e-07,1.7921023649185891e-07,1.7921023649185891e-07
1884,3.957854916818755e-10,2.858495520285942e-07,1.8008316463432754e-07,1.8008316463432754e-07
1885,4.175466877016325e-10,2.987073628446524e-07,1.7675530118919725e-07,1.7675530118919725e-07
1886,4.378101056293612e-10,3.037372055457256e-07,1.828455680197294e-07,1.828455680197294e-07
1887,4.444332124542427e-10,3.3208877831774384e-07,2.0154053816310936e-07,2.0154053816310936e-07
1888,4.938761423632445e-10,3.352171355735274e-07,2.0399409907310785e-07,2.0399409907310785e-07
1889,4.75160097776087e-10,3.3780725467685055e-07,2.0286074483725054e-07,2.0286074483725054e-07
1890,5.120976024183424e-10,3.4690992427905645e-07,2.032734016665927e-07,2.032734016665927e-07
1891,5.377026542273202e-10,3.383247246802057e-07,2.1195728956107424e-07,2.1195728956107424e-07
1892,5.245992628395107e-10,3.30966043650603e-07,2.1528421915003752e-07,2.1528421915003752e-07
1893,5.155453782133636e-10,3.2969966972424505e-07,2.1571340117329134e-07,2.1571340117329134e-07
1894,6.203850389756888e-10,2.9369420774725897e-07,2.0680578164241785e-07,2.0680578164241785e-07
1895,6.028901366234812e-10,2.979126593670246e-07,2.0528508619983249e-07,2.0528508619983249e-07
1896,6.988012886597974e-10,3.0685807977144055e-07,2.0869790010432814e-07,2.0869790010432814e-07
1897,6.905023081094086e-10,3.101143631413704e-07,2.1386652195230583e-07,2.1386652195230583e-07
1898,7.550880952246684e-10,3.1045453040081027e-07,2.1087826951315947e-07,2.1087826951315947e-07
1899,8.194283703958202e-10,3.0387056020637307e-07,2.208944067660923e-07,2.208944067660923e-07
1900,8.636580498385829e-10,3.061201953512084e-07,2.3236391046209194e-07,2.3236391046209194e-07
1901,6.720586071778151e-10,3.0711986807675983e-07,2.3434760367178698e-07,2.3434760367178698e-07
1902,6.774181453878774e-10,3.039816078853619e-07,2.516728605834422e-07,2.516728605834422e-07
1903,6.305074636995097e-10,2.9612431262648897e-07,2.638826300328999e-07,2.638826300328999e-07
1904,6.327461253365283e-10,2.8157547912347323e-07,2.7532326742272873e-07,2.7532326742272873e-07
1905,5.730490110211761e-10,2.790908248633579e-07,2.825126809316966e-07,2.825126809316966e-07
1906,5.568554883079407e-10,2.829762836751927e-07,3.0583844688538064e-07,3.0583844688538064e-07
1907,5.544035052469048e-10,2.7984175078797436e-07,3.0738743816982605e-07,3.0738743816982605e-07
1908,6.402379796956379e-10,2.8545268751908483e-07,3.10048745534784e-07,3.10048745534784e-07
1909,9.572330765341063e-10,2.9201500037093607e-07,3.04645794813041e-07,3.04645794813041e-07
1910,9.261371491137943e-10,2.867360170252401e-07,3.024522153996908e-07,3.024522153996908e-07
1911,8.44992639351513e-10,3.0170503302023075e-07,3.027818057229784e-07,3.027818057229784e-07
1912,1.0018823092578749e-09,3.1479414782812197e-07,3.1117570285589734e-07,3.1117570285589734e-07
1913,1.023175744526864e-09,3.331359518402418e-07,2.9535890381079556e-07,2.9535890381079556e-07
1914,1.0814395906555418e-09,3.4662560973889154e-07,2.978824917525864e-07,2.978824917525864e-07
1915,1.023888674242127e-09,3.5822635270830817e-07,3.038975242881341e-07,3.038975242881341e-07
1916,6.982278663977429e-10,3.5441714122238667e-07,3.1496052039463915e-07,3.1496052039463915e-07
1917,7.554337175649398e-10,3.702871863099842e-07,3.222970040691767e-07,3.222970040691767e-07
1918,8.277372200358814e-10,3.878952676521814e-07,3.2882653044907784e-07,3.2882653044907784e-07
1919,7.682055467940683e-10,3.8944242776649064e-07,3.3746953980491004e-07,3.3746953980491004e-07
1920,8.626370966753021e-10,3.8007573266440886e-07,3.321973654887448e-07,3.321973654887448e-07
1921,8.289186400770429e-10,4.0302145976056636e-07,3.2199288771802716e-07,3.2199288771802716e-07
1922,8.216789074541201e-10,4.08843456105907e-07,3.0829671767865617e-07,3.0829671767865617e-07
1923,8.351317891199171e-10,4.323178513589353e-07,2.9429005670473476e-07,2.9429005670473476e-07
1924,1.9758498488136364e-09,4.5489029584392225e-07,2.930704324301457e-07,2.930704324301457e-07
1925,1.958583937890422e-09,4.6010848921339077e-07,2.785615720313217e-07,2.785615720313217e-07
1926,1.945347034253737e-09,5.600556391982536e-07,2.6331470134469524e-07,2.6331470134469524e-07
1927,1.918439161498396e-09,5.713856897468109e-07,2.575242246751129e-07,2.575242246751129e-07
1928,1.8744211896911824e-09,6.750644234086524e-07,2.741726469983925e-07,2.741726469983925e-07
1929,2.5605412076349208e-09,6.814619187675167e-07,2.851163693711507e-07,2.851163693711507e-07
1930,2.9225191631811397e-09,9.214378370156087e-07,2.915250222810885e-07,2.915250222810885e-07
1931,2.284003256366621e-09,9.696089965213365e-07,2.8747063294888774e-07,2.8747063294888774e-07
1932,2.806068885189258e-09,1.3523460243699707e-06,2.996627139444692e-07,2.996627139444692e-07
1933,2.8536241861562164e-09,1.2845891319557268e-06,3.1296098411205874e-07,3.1296098411205874e-07
1934,5.839687424101316e-09,1.577885573819263e-06,3.3145585121019394e-07,3.3145585121019394e-07
1935,6.126816292401876e-09,1.4832145974911067e-06,3.285864157273214e-07,3.285864157273214e-07
1936,5.514804422647655e-09,1.8277695111074927e-06,3.3761125044813003e-07,3.3761125044813003e-07
1937,5.2811478840857666e-09,1.650719160092454e-06,3.6478685469124426e-07,3.6478685469124426e-07
1938,9.932871842493235e-09,2.2627624503002153e-06,3.9638129172609684e-07,3.9638129172609684e-07
1939,9.416472768197792e-09,1.949664725283843e-06,4.181484436165712e-07,4.181484436165712e-07
1940,9.744374632588863e-09,2.2145768606865853e-06,4.3343373233385917e-07,4.3343373233385917e-07
1941,7.210711512011565e-09,2.0079470216062745e-06,4.537122281687646e-07,4.537122281687646e-07
1942,7.278590960105699e-09,2.3532582693925567e-06,4.800239545537417e-07,4.800239545537417e-07
1943,7.325108860748283e-09,2.2340327388649584e-06,5.297179776724599e-07,5.297179776724599e-07
1944,8.545976252058044e-09,2.5433771497773705e-06,5.352225319451723e-07,5.352225319451723e-07
1945,4.270745162277783e-09,1.986495541521955e-06,5.950858954812637e-07,5.950858954812637e-07
1946,4.824891058114693e-09,2.4128452683466354e-06,6.06047003819705e-07,6.06047003819705e-07
1947,4.665958603616056e-09,2.2929942165969156e-06,6.373981591423217e-07,6.373981591423217e-07
1948,4.356551468782348e-09,2.6828054160432657e-06,6.647790574528958e-07,6.647790574528958e-07
1949,4.460305712074484e-09,2.4195682044592104e-06,7.244666448968928e-07,7.244666448968928e-07
1950,4.537945384543361e-09,2.6622100546904093e-06,7.176492593836363e-07,7.176492593836363e-07
1951,5.117537124224977e-09,2.4307372703853095e-06,7.769863015840071e-07,7.769863015840071e-07
1952,4.681209071171517e-09,3.1789305694474024e-06,7.690584717628164e-07,7.690584717628164e-07
1953,5.385966149264374e-09,2.862746246786888e-06,8.242515881257922e-07,8.242515881257922e-07
1954,5.838688231309317e-09,3.3101074450314627e-06,8.968943266804022e-07,8.968943266804022e-07
1955,7.74590315698122e-09,3.209997024506655e-06,9.016405572635579e-07,9.016405572635579e-07
1956,8.134536504706652e-09,3.833670234598685e-06,9.140045611794838e-07,9.140045611794838e-07
1957,1.0756642687681506e-08,3.6408922109590743e-06,9.574559872557335e-07,9.574559872557335e-07
1958,1.1134563366559697e-08,4.458132171488874e-06,1.0294548685253955e-06,1.0294548685253955e-06
1959,1.7224585059847997e-08,3.869462083067836e-06,1.094845410014906e-06,1.094845410014906e-06
1960,2.634121898381636e-08,4.48359381672552e-06,1.1444042310618637e-06,1.1444042310618637e-06
1961,3.441548963272518e-08,4.160835650119614e-06,1.1562297572709213e-06,1.1562297572709213e-06
1962,4.2589165464132095e-08,4.681695924903449e-06,1.2535872916227423e-06,1.2535872916227423e-06
1963,5.0765081535278766e-08,4.277030484445277e-06,1.311937109806292e-06,1.311937109806292e-06
1964,5.494999071637656e-08,5.137043477329176e-06,1.4354308664873576e-06,1.4354308664873576e-06
1965,5.8581515004009684e-08,4.704443556745121e-06,1.8174947464493535e-06,1.8174947464493535e-06
1966,5.637117642517556e-08,5.34090083549797e-06,2.027002405416819e-06,2.027002405416819e-06
1967,4.977723756992093e-08,5.1541522745018094e-06,2.09651035934907e-06,2.09651035934907e-06
1968,4.3248375801242996e-08,5.870856512046885e-06,2.2767498941383176e-06,2.2767498941383176e-06
1969,3.6262778430844785e-08,5.8936040789246495e-06,2.3575613080798315e-06,2.3575613080798315e-06
1970,3.022282716155392e-08,6.83544262106547e-06,2.4543557921268596e-06,2.4543557921268596e-06
1971,2.5167995687525035e-08,6.309910466890349e-06,2.539620676803419e-06,2.539620676803419e-06
1972,2.2225601930309883e-08,6.7932666882240615e-06,2.30236271038718e-06,2.30236271038718e-06
1973,2.0638862555496677e-08,6.71562968688834e-06,2.2619283624538056e-06,2.2619283624538056e-06
1974,2.0994841420929333e-08,7.159366110239976e-06,2.4630890688318426e-06,2.4630890688318426e-06
1975,2.3101467405695075e-08,7.1097652575450155e-06,2.6147191484986772e-06,2.6147191484986772e-06
1976,3.233061666004947e-08,7.190237868469142e-06,2.8020571595074476e-06,2.8020571595074476e-06
1977,3.527455660901069e-08,6.802028760180942e-06,2.9447293335189376e-06,2.9447293335189376e-06
1978,3.8482167294010394e-08,7.385191695772976e-06,2.9873746955542757e-06,2.9873746955542757e-06
1979,4.5426002768879566e-08,7.238667227024312e-06,3.151787885664297e-06,3.151787885664297e-06
1980,5.571861220029664e-08,7.437049264678665e-06,3.314763716844027e-06,3.314763716844027e-06
1981,6.018906363790069e-08,7.329080420147095e-06,3.3721974952121466e-06,3.3721974952121466e-06
1982,6.982018468144296e-08,7.792561908510315e-06,3.413426968888546e-06,3.413426968888546e-06
1983,7.509230925961674e-08,7.897631218968724e-06,3.5109903495010386e-06,3.5109903495010386e-06
1984,7.974023930046314e-08,8.651421727076272e-06,3.587016408346244e-06,3.587016408346244e-06
1985,8.402253318503686e-08,8.584730559440296e-06,3.7602215862924434e-06,3.7602215862924434e-06
1986,8.971925983100196e-08,8.870630153978709e-06,3.7824243333618923e-06,3.7824243333618923e-06
1987,9.151095627300623e-08,8.66662100764058e-06,3.871863165321494e-06,3.871863165321494e-06
1988,9.800110234436943e-08,8.628033096361573e-06,3.941132685473089e-06,3.941132685473089e-06
1989,9.380567027912029e-08,7.981585700430774e-06,3.980961147525315e-06,3.980961147525315e-06
1990,8.561741334947978e-08,7.729618053937365e-06,3.9940917823904395e-06,3.9940917823904395e-06
1991,8.296198471059921e-08,7.007376747683988e-06,4.086376650645564e-06,4.086376650645564e-06
1992,8.09567453075033e-08,6.817239604320743e-06,4.08875712309964e-06,4.08875712309964e-06
1993,7.355604481062983e-08,6.506894416296356e-06,4.091082928425749e-06,4.091082928425749e-06
1994,6.574925442188422e-08,6.687530718149251e-06,4.006580411441973e-06,4.006580411441973e-06
1995,5.8841345764091916e-08,6.642785008027983e-06,3.970971809914252e-06,3.970971809914252e-06
1996,5.650699920676873e-08,6.864216110053738e-06,3.870644377457211e-06,3.870644377457211e-06
1997,5.5425585644895495e-08,6.7810120916484654e-06,3.7764331344598238e-06,3.7764331344598238e-06
1998,6.207249114709157e-08,6.687306462741357e-06,3.643511425772366e-06,3.643511425772366e-06
1999,6.324211300677365e-08,6.394573379761173e-06,3.595830126609404e-06,3.595830126609404e-06
2000,6.278371245116432e-08,6.316307917586528e-06,3.5342565882144428e-06,3.5342565882144428e-06
2001,6.327406560607024e-08,5.949419249061196e-06,3.5655827040110514e-06,3.5655827040110514e-06
2002,6.171981021501389e-08,5.808523578057897e-06,3.504840898520862e-06,3.504840898520862e-06
2003,6.45762178968263e-08,5.406485602829239e-06,3.502162079322651e-06,3.502162079322651e-06
2004,6.386263809840134e-08,5.2178519841358395e-06,3.525670893265799e-06,3.525670893265799e-06
2005,5.7768514035875084e-08,4.788575584565738e-06,3.5089215413920883e-06,3.5089215413920883e-06
2006,5.615756697758505e-08,4.593663204234742e-06,3.4310228004739784e-06,3.4310228004739784e-06
2007,5.560595285812399e-08,4.238473041238779e-06,3.4105896702385508e-06,3.4105896702385508e-06
2008,5.68699109391803e-08,4.047747000056136e-06,3.3009066230858608e-06,3.3009066230858608e-06
2009,5.566036723588955e-08,3.7242827732240713e-06,3.3909235688562537e-06,3.3909235688562537e-06
2010,5.251291668173508e-08,3.462524221374354e-06,3.347081116901661e-06,3.347081116901661e-06
2011,4.973240308459026e-08,3.130598055836994e-06,3.229210181286492e-06,3.229210181286492e-06
2012,4.773805630163354e-08,3.044179883155656e-06,3.1890897389530437e-06,3.1890897389530437e-06
2013,4.615661097773227e-08,2.8490264867286896e-06,3.179590294166701e-06,3.179590294166701e-06
2014,4.773680879160176e-08,2.7075392219038415e-06,3.1212960363648435e-06,3.1212960363648435e-06
2015,4.7195574178918575e-08,2.552512536827375e-06,3.1461912775349835e-06,3.1461912775349835e-06
2016,4.894175223820899e-08,2.4016513374850286e-06,3.0199644243111834e-06,3.0199644243111834e-06
2017,4.8644815583050636e-08,2.341795834581717e-06,2.9986917979840655e-06,2.9986917979840655e-06
2018,5.1152994018366374e-08,2.3732942736387485e-06,3.0493450594804018e-06,3.0493450594804018e-06
2019,5.2484578461076126e-08,2.334800569769868e-06,3.074679511883005e-06,3.074679511883005e-06
