ngram,AT,AT,A,AT
1577,1.3157422602359605e-05,1.3157422602359605e-05,0.0010792953627450125,1.3157422602359605e-05
1578,1.388016192192611e-05,1.388016192192611e-05,0.0010353959265298077,1.388016192192611e-05
1579,1.58204263373461e-05,1.58204263373461e-05,0.0010993085369201644,1.58204263373461e-05
1580,1.5284529321693947e-05,1.5284529321693947e-05,0.0009787262700098967,1.5284529321693947e-05
1581,1.4837009465346845e-05,1.4837009465346845e-05,0.0008898751444316336,1.4837009465346845e-05
1582,1.5255990839640227e-05,1.5255990839640227e-05,0.0007880130184016057,1.5255990839640227e-05
1583,1.4384572133557022e-05,1.4384572133557022e-05,0.0008969512335690004,1.4384572133557022e-05
1584,7.629255735862119e-06,7.629255735862119e-06,0.0007772756632350918,7.629255735862119e-06
1585,8.41626112040623e-06,8.41626112040623e-06,0.000774072711854907,8.41626112040623e-06
1586,2.085387310606685e-05,2.085387310606685e-05,0.0012317644640071584,2.085387310606685e-05
1587,2.0603349282412508e-05,2.0603349282412508e-05,0.001239345787325874,2.0603349282412508e-05
1588,2.477278105418788e-05,2.477278105418788e-05,0.0012519895306987955,2.477278105418788e-05
1589,2.6594517359106768e-05,2.6594517359106768e-05,0.0013836300807140236,2.6594517359106768e-05
1590,2.715379735361369e-05,2.715379735361369e-05,0.0012251156523624168,2.715379735361369e-05
1591,2.8120420081125174e-05,2.8120420081125174e-05,0.0013085581844539515,2.8120420081125174e-05
1592,2.9595534345259822e-05,2.9595534345259822e-05,0.001343976814366345,2.9595534345259822e-05
1593,1.6557318303966895e-05,1.6557318303966895e-05,0.0008990541183655816,1.6557318303966895e-05
1594,1.7173762639036534e-05,1.7173762639036534e-05,0.001063165080267936,1.7173762639036534e-05
1595,1.4071701506119488e-05,1.4071701506119488e-05,0.0011553011052975698,1.4071701506119488e-05
1596,1.2041402052480927e-05,1.2041402052480927e-05,0.001198470135152872,1.2041402052480927e-05
1597,1.136468573089847e-05,1.136468573089847e-05,0.0012606503192468413,1.136468573089847e-05
1598,1.2064518516906122e-05,1.2064518516906122e-05,0.0013083590643613466,1.2064518516906122e-05
1599,9.551304141755931e-06,9.551304141755931e-06,0.0013060949692901755,9.551304141755931e-06
1600,8.637668120822387e-06,8.637668120822387e-06,0.0012565009611924844,8.637668120822387e-06
1601,9.806655433359473e-06,9.806655433359473e-06,0.001125319179014436,9.806655433359473e-06
1602,7.970272918100818e-06,7.970272918100818e-06,0.0010235332301817834,7.970272918100818e-06
1603,1.1468845806510736e-05,1.1468845806510736e-05,0.0008201432564029736,1.1468845806510736e-05
1604,1.2808362758473127e-05,1.2808362758473127e-05,0.0006826966418884695,1.2808362758473127e-05
1605,1.1029853924680668e-05,1.1029853924680668e-05,0.0006672582738766712,1.1029853924680668e-05
1606,1.1679330847463071e-05,1.1679330847463071e-05,0.000656292457798762,1.1679330847463071e-05
1607,1.1999803583811236e-05,1.1999803583811236e-05,0.0007151510300380843,1.1999803583811236e-05
1608,8.883329266089796e-06,8.883329266089796e-06,0.0007114084188028105,8.883329266089796e-06
1609,9.786444187349324e-06,9.786444187349324e-06,0.0007618766477597612,9.786444187349324e-06
1610,1.0155797521552554e-05,1.0155797521552554e-05,0.0007556917095955994,1.0155797521552554e-05
1611,9.272392519830777e-06,9.272392519830777e-06,0.000792983328990106,9.272392519830777e-06
1612,9.830337895826752e-06,9.830337895826752e-06,0.0007298071951871472,9.830337895826752e-06
1613,9.508268801385253e-06,9.508268801385253e-06,0.0007739305978507868,9.508268801385253e-06
1614,1.1398649706149757e-05,1.1398649706149757e-05,0.0007336549544041711,1.1398649706149757e-05
1615,1.138023776547925e-05,1.138023776547925e-05,0.0007058766620632793,1.138023776547925e-05
1616,1.0780369036313329e-05,1.0780369036313329e-05,0.0006690559759070831,1.0780369036313329e-05
1617,7.443272579621407e-06,7.443272579621407e-06,0.0007117678843704718,7.443272579621407e-06
1618,7.313314297009908e-06,7.313314297009908e-06,0.0006814451938095902,7.313314297009908e-06
1619,6.643517638492215e-06,6.643517638492215e-06,0.0007636587917139488,6.643517638492215e-06
1620,8.463676912080181e-06,8.463676912080181e-06,0.0008370673001211669,8.463676912080181e-06
1621,6.718888893634098e-06,6.718888893634098e-06,0.0008321168133988976,6.718888893634098e-06
1622,6.478642457555647e-06,6.478642457555647e-06,0.0007977124644509916,6.478642457555647e-06
1623,7.104864315416697e-06,7.104864315416697e-06,0.0008110649941954762,7.104864315416697e-06
1624,1.159024330783203e-05,1.159024330783203e-05,0.0009357334971095302,1.159024330783203e-05
1625,1.0900903362198733e-05,1.0900903362198733e-05,0.0009266020206268877,1.0900903362198733e-05
1626,1.0455318195974022e-05,1.0455318195974022e-05,0.0008330401157893773,1.0455318195974022e-05
1627,9.114277223229042e-06,9.114277223229042e-06,0.0007341920323337295,9.114277223229042e-06
1628,9.532419751069807e-06,9.532419751069807e-06,0.0007117532991937228,9.532419751069807e-06
1629,9.804369645800242e-06,9.804369645800242e-06,0.0007374070493304836,9.804369645800242e-06
1630,1.3200993894965255e-05,1.3200993894965255e-05,0.0007625919326008963,1.3200993894965255e-05
1631,8.99460662497274e-06,8.99460662497274e-06,0.0006191621775672372,8.99460662497274e-06
1632,9.269485027678976e-06,9.269485027678976e-06,0.0006356756078145866,9.269485027678976e-06
1633,1.328973991933578e-05,1.328973991933578e-05,0.0006395445213586624,1.328973991933578e-05
1634,1.2628659987967694e-05,1.2628659987967694e-05,0.0006221961687385504,1.2628659987967694e-05
1635,1.1565386638981831e-05,1.1565386638981831e-05,0.0006378823558666877,1.1565386638981831e-05
1636,2.383202323536742e-05,2.383202323536742e-05,0.0007888398748556418,2.383202323536742e-05
1637,2.0185729957639914e-05,2.0185729957639914e-05,0.0007738710430982922,2.0185729957639914e-05
1638,2.010818078750682e-05,2.010818078750682e-05,0.0007984429414916251,2.010818078750682e-05
1639,2.0612004667392675e-05,2.0612004667392675e-05,0.0008412898418360523,2.0612004667392675e-05
1640,1.7904248725894183e-05,1.7904248725894183e-05,0.0008891893001938504,1.7904248725894183e-05
1641,1.794410089977256e-05,1.794410089977256e-05,0.0008992806708972369,1.794410089977256e-05
1642,2.0935636712238193e-05,2.0935636712238193e-05,0.0008917174085841648,2.0935636712238193e-05
1643,8.617643191298288e-06,8.617643191298288e-06,0.0007767130238270121,8.617643191298288e-06
1644,8.070210079884938e-06,8.070210079884938e-06,0.0007564226814013507,8.070210079884938e-06
1645,7.716921475418661e-06,7.716921475418661e-06,0.0007747588512886848,7.716921475418661e-06
1646,7.54264962259705e-06,7.54264962259705e-06,0.0007288358839494842,7.54264962259705e-06
1647,6.312665521233742e-06,6.312665521233742e-06,0.0006787811123233821,6.312665521233742e-06
1648,7.07704891413284e-06,7.07704891413284e-06,0.0006564242648892105,7.07704891413284e-06
1649,4.151465061243341e-06,4.151465061243341e-06,0.0006577839126943477,4.151465061243341e-06
1650,4.185456516227402e-06,4.185456516227402e-06,0.000627759877326233,4.185456516227402e-06
1651,4.065488545685574e-06,4.065488545685574e-06,0.0006141469265068216,4.065488545685574e-06
1652,4.47817176661504e-06,4.47817176661504e-06,0.0006105728513960328,4.47817176661504e-06
1653,4.9290022486405046e-06,4.9290022486405046e-06,0.0006146402447484434,4.9290022486405046e-06
1654,5.363562942355722e-06,5.363562942355722e-06,0.0006233032327145338,5.363562942355722e-06
1655,4.523267015039372e-06,4.523267015039372e-06,0.0006200834510049649,4.523267015039372e-06
1656,4.980580537708842e-06,4.980580537708842e-06,0.0006977168128027447,4.980580537708842e-06
1657,5.697476581190131e-06,5.697476581190131e-06,0.0007628345462892737,5.697476581190131e-06
1658,5.750016466013871e-06,5.750016466013871e-06,0.0008274589947957013,5.750016466013871e-06
1659,7.610810663598906e-06,7.610810663598906e-06,0.0008644948247820139,7.610810663598906e-06
1660,8.479744954976403e-06,8.479744954976403e-06,0.0008664950312647436,8.479744954976403e-06
1661,8.404901661508899e-06,8.404901661508899e-06,0.0009138738137802907,8.404901661508899e-06
1662,8.392269299812532e-06,8.392269299812532e-06,0.0009178056581211942,8.392269299812532e-06
1663,7.753434634391202e-06,7.753434634391202e-06,0.0008746334434753018,7.753434634391202e-06
1664,8.213376629230749e-06,8.213376629230749e-06,0.0008307476195373706,8.213376629230749e-06
1665,8.259935319594141e-06,8.259935319594141e-06,0.0007847432196805519,8.259935319594141e-06
1666,6.315869086392922e-06,6.315869086392922e-06,0.000752341201794999,6.315869086392922e-06
1667,5.170529480632727e-06,5.170529480632727e-06,0.0007472632070338088,5.170529480632727e-06
1668,5.154973678145325e-06,5.154973678145325e-06,0.0006966673536226153,5.154973678145325e-06
1669,5.035887007969515e-06,5.035887007969515e-06,0.0006956926081329584,5.035887007969515e-06
1670,5.329637912966843e-06,5.329637912966843e-06,0.0006633231699067567,5.329637912966843e-06
1671,4.187730740211139e-06,4.187730740211139e-06,0.0006332376506179571,4.187730740211139e-06
1672,4.003039781049925e-06,4.003039781049925e-06,0.0006324848176778428,4.003039781049925e-06
1673,3.6285697920642894e-06,3.6285697920642894e-06,0.0005935513264765697,3.6285697920642894e-06
1674,2.979836291875212e-06,2.979836291875212e-06,0.0005938598437101714,2.979836291875212e-06
1675,2.7696785066057472e-06,2.7696785066057472e-06,0.0006032712158880063,2.7696785066057472e-06
1676,2.792778730054124e-06,2.792778730054124e-06,0.0006235422084241041,2.792778730054124e-06
1677,2.871430824922884e-06,2.871430824922884e-06,0.0006384162282172058,2.871430824922884e-06
1678,2.9790201503081855e-06,2.9790201503081855e-06,0.0006876053438255829,2.9790201503081855e-06
1679,3.0499035688080767e-06,3.0499035688080767e-06,0.0006833581303778503,3.0499035688080767e-06
1680,2.795191294678391e-06,2.795191294678391e-06,0.0006891334030245032,2.795191294678391e-06
1681,3.291592942592355e-06,3.291592942592355e-06,0.0007212355267256498,3.291592942592355e-06
1682,3.08738486052919e-06,3.08738486052919e-06,0.0007338611508852669,3.08738486052919e-06
1683,3.100452253030588e-06,3.100452253030588e-06,0.0007049523327233535,3.100452253030588e-06
1684,3.38564192199036e-06,3.38564192199036e-06,0.0007322480752398926,3.38564192199036e-06
1685,3.2115454717183767e-06,3.2115454717183767e-06,0.0007382500002027623,3.2115454717183767e-06
1686,4.205343121351948e-06,4.205343121351948e-06,0.0007342427935717362,4.205343121351948e-06
1687,4.492513539844367e-06,4.492513539844367e-06,0.0007457404281012714,4.492513539844367e-06
1688,4.4250887348035965e-06,4.4250887348035965e-06,0.0007226231890464467,4.4250887348035965e-06
1689,5.035577909698727e-06,5.035577909698727e-06,0.0007499776464620871,5.035577909698727e-06
1690,4.986275013964457e-06,4.986275013964457e-06,0.0007996153685131244,4.986275013964457e-06
1691,5.004672142864105e-06,5.004672142864105e-06,0.0007741433634821858,5.004672142864105e-06
1692,5.232668302466793e-06,5.232668302466793e-06,0.0007375192445968943,5.232668302466793e-06
1693,4.983573035133304e-06,4.983573035133304e-06,0.0007640243774013859,4.983573035133304e-06
1694,4.748169463450072e-06,4.748169463450072e-06,0.0007801730950762119,4.748169463450072e-06
1695,5.0574515171319945e-06,5.0574515171319945e-06,0.00078469275363854,5.0574515171319945e-06
1696,4.803375856811597e-06,4.803375856811597e-06,0.0007531170517073146,4.803375856811597e-06
1697,5.395790237473973e-06,5.395790237473973e-06,0.0007218303175510041,5.395790237473973e-06
1698,6.8286048125238656e-06,6.8286048125238656e-06,0.000744184321125171,6.8286048125238656e-06
1699,6.929589322420984e-06,6.929589322420984e-06,0.0007490190660714038,6.929589322420984e-06
1700,6.536468423031952e-06,6.536468423031952e-06,0.0007311229793620962,6.536468423031952e-06
1701,6.862077108442983e-06,6.862077108442983e-06,0.0007147353691315013,6.862077108442983e-06
1702,6.53302829180445e-06,6.53302829180445e-06,0.0007198506001649159,6.53302829180445e-06
1703,6.575072542805824e-06,6.575072542805824e-06,0.000715161075017282,6.575072542805824e-06
1704,5.996893898035134e-06,5.996893898035134e-06,0.0007000260104957436,5.996893898035134e-06
1705,4.489323925684273e-06,4.489323925684273e-06,0.0006886234124457198,4.489323925684273e-06
1706,4.693744293555417e-06,4.693744293555417e-06,0.0007204500476031431,4.693744293555417e-06
1707,4.8383049683512325e-06,4.8383049683512325e-06,0.0007236256580134588,4.8383049683512325e-06
1708,5.3577402598291106e-06,5.3577402598291106e-06,0.0007247022336481937,5.3577402598291106e-06
1709,7.47593652964237e-06,7.47593652964237e-06,0.0007057079845773322,7.47593652964237e-06
1710,8.006167913013737e-06,8.006167913013737e-06,0.0007284473893897874,8.006167913013737e-06
1711,9.581452819215233e-06,9.581452819215233e-06,0.0007434928057981389,9.581452819215233e-06
1712,1.006553150416169e-05,1.006553150416169e-05,0.0007485624685484384,1.006553150416169e-05
1713,1.0423315221227572e-05,1.0423315221227572e-05,0.0007256397012887257,1.0423315221227572e-05
1714,1.0871049978179923e-05,1.0871049978179923e-05,0.0007515719293483666,1.0871049978179923e-05
1715,1.0737587152626865e-05,1.0737587152626865e-05,0.0007882452503378902,1.0737587152626865e-05
1716,8.94784463006155e-06,8.94784463006155e-06,0.0008510028211666005,8.94784463006155e-06
1717,8.625419078660862e-06,8.625419078660862e-06,0.0008447963045910001,8.625419078660862e-06
1718,7.29648042709284e-06,7.29648042709284e-06,0.0008659709960089198,7.29648042709284e-06
1719,7.831353091855167e-06,7.831353091855167e-06,0.0008630327813859497,7.831353091855167e-06
1720,7.90844926866287e-06,7.90844926866287e-06,0.0008948526977162276,7.90844926866287e-06
1721,7.425286314953285e-06,7.425286314953285e-06,0.0008725169214553066,7.425286314953285e-06
1722,7.801910994333281e-06,7.801910994333281e-06,0.0008724598862629916,7.801910994333281e-06
1723,8.329714936345617e-06,8.329714936345617e-06,0.0008582958585715719,8.329714936345617e-06
1724,8.808346852414875e-06,8.808346852414875e-06,0.0008467953302897513,8.808346852414875e-06
1725,9.295414201915264e-06,9.295414201915264e-06,0.0008743868425621518,9.295414201915264e-06
1726,8.814950628480542e-06,8.814950628480542e-06,0.0008730896598925548,8.814950628480542e-06
1727,8.386203197525382e-06,8.386203197525382e-06,0.0008408476382360927,8.386203197525382e-06
1728,8.443254046142101e-06,8.443254046142101e-06,0.0008407847074392651,8.443254046142101e-06
1729,7.759171759451939e-06,7.759171759451939e-06,0.0008293149460639272,7.759171759451939e-06
1730,7.35375371212805e-06,7.35375371212805e-06,0.00081202679679596,7.35375371212805e-06
1731,7.817377861231631e-06,7.817377861231631e-06,0.0008241168273213718,7.817377861231631e-06
1732,8.241993003009287e-06,8.241993003009287e-06,0.0007913152471051685,8.241993003009287e-06
1733,7.77170459644237e-06,7.77170459644237e-06,0.0007874058626059975,7.77170459644237e-06
1734,8.576999334763968e-06,8.576999334763968e-06,0.0007842749723100237,8.576999334763968e-06
1735,8.542845405047825e-06,8.542845405047825e-06,0.0007965799720425691,8.542845405047825e-06
1736,8.800567294591538e-06,8.800567294591538e-06,0.0007901506781178926,8.800567294591538e-06
1737,1.0108375980572809e-05,1.0108375980572809e-05,0.0007645662990398705,1.0108375980572809e-05
1738,9.163663630066107e-06,9.163663630066107e-06,0.0007377919142267533,9.163663630066107e-06
1739,8.26602464647814e-06,8.26602464647814e-06,0.0007237120714437749,8.26602464647814e-06
1740,9.119889455178054e-06,9.119889455178054e-06,0.0007406900071405939,9.119889455178054e-06
1741,8.504564838014111e-06,8.504564838014111e-06,0.0007935728312336973,8.504564838014111e-06
1742,8.849249687565524e-06,8.849249687565524e-06,0.0008284524332598916,8.849249687565524e-06
1743,8.587623856978358e-06,8.587623856978358e-06,0.0008206857019104064,8.587623856978358e-06
1744,7.847600370171546e-06,7.847600370171546e-06,0.0008683255291543901,7.847600370171546e-06
1745,7.923350754676253e-06,7.923350754676253e-06,0.000888712945327695,7.923350754676253e-06
1746,7.909465953811637e-06,7.909465953811637e-06,0.0008994669104660195,7.909465953811637e-06
1747,6.882809364989433e-06,6.882809364989433e-06,0.0009133071622012981,6.882809364989433e-06
1748,6.637658251357996e-06,6.637658251357996e-06,0.0008556757654462542,6.637658251357996e-06
1749,6.082854659845387e-06,6.082854659845387e-06,0.0008006803857694779,6.082854659845387e-06
1750,6.248388477355807e-06,6.248388477355807e-06,0.0007981170451135508,6.248388477355807e-06
1751,5.525609919589312e-06,5.525609919589312e-06,0.0007606533805041441,5.525609919589312e-06
1752,5.372142108431685e-06,5.372142108431685e-06,0.0007541038295520204,5.372142108431685e-06
1753,5.791741516856876e-06,5.791741516856876e-06,0.0007544469387669649,5.791741516856876e-06
1754,5.992155170783267e-06,5.992155170783267e-06,0.0007307296785126839,5.992155170783267e-06
1755,5.791453401928136e-06,5.791453401928136e-06,0.0007386875139283282,5.791453401928136e-06
1756,5.995097775926947e-06,5.995097775926947e-06,0.0007523726671934128,5.995097775926947e-06
1757,5.684790786680034e-06,5.684790786680034e-06,0.0007500424066425434,5.684790786680034e-06
1758,5.44937620361452e-06,5.44937620361452e-06,0.0007549804036638566,5.44937620361452e-06
1759,5.582361804304778e-06,5.582361804304778e-06,0.0007675925236461418,5.582361804304778e-06
1760,5.889676945766301e-06,5.889676945766301e-06,0.000758473711487438,5.889676945766301e-06
1761,6.146478231780098e-06,6.146478231780098e-06,0.0007558429746755532,6.146478231780098e-06
1762,6.572155338549887e-06,6.572155338549887e-06,0.0007544673696559455,6.572155338549887e-06
1763,6.7839713925163125e-06,6.7839713925163125e-06,0.000753522792365402,6.7839713925163125e-06
1764,7.041573878398465e-06,7.041573878398465e-06,0.0007649693538301758,7.041573878398465e-06
1765,7.476350349731677e-06,7.476350349731677e-06,0.000766086982496615,7.476350349731677e-06
1766,7.514032859035069e-06,7.514032859035069e-06,0.000765550889939602,7.514032859035069e-06
1767,7.597786666987563e-06,7.597786666987563e-06,0.0007773767990459289,7.597786666987563e-06
1768,7.287699190783314e-06,7.287699190783314e-06,0.000776208596237536,7.287699190783314e-06
1769,7.110266713945228e-06,7.110266713945228e-06,0.0007875435569855784,7.110266713945228e-06
1770,7.346580852234703e-06,7.346580852234703e-06,0.0008035809816127377,7.346580852234703e-06
1771,7.790027601523824e-06,7.790027601523824e-06,0.0008114708304804351,7.790027601523824e-06
1772,7.889002452949561e-06,7.889002452949561e-06,0.0008298467894616936,7.889002452949561e-06
1773,7.902747126666196e-06,7.902747126666196e-06,0.0008292083013137537,7.902747126666196e-06
1774,7.63785731448609e-06,7.63785731448609e-06,0.0008323204404275332,7.63785731448609e-06
1775,7.90262596897914e-06,7.90262596897914e-06,0.000842152620732252,7.90262596897914e-06
1776,8.279126892115787e-06,8.279126892115787e-06,0.0008708944161688643,8.279126892115787e-06
1777,8.169985578985819e-06,8.169985578985819e-06,0.0008962121542676219,8.169985578985819e-06
1778,7.978987403995624e-06,7.978987403995624e-06,0.0008858139044605196,7.978987403995624e-06
1779,8.905067521222268e-06,8.905067521222268e-06,0.0008791590724805636,8.905067521222268e-06
1780,9.308086451450695e-06,9.308086451450695e-06,0.0008761495118960738,9.308086451450695e-06
1781,9.692942902412532e-06,9.692942902412532e-06,0.0008642028385241117,9.692942902412532e-06
1782,9.84862072073156e-06,9.84862072073156e-06,0.0008599621609651617,9.84862072073156e-06
1783,1.0185722723170848e-05,1.0185722723170848e-05,0.0008325758057513408,1.0185722723170848e-05
1784,9.96630452781184e-06,9.96630452781184e-06,0.0007950498922062772,9.96630452781184e-06
1785,1.0155525420226955e-05,1.0155525420226955e-05,0.0008006371374774192,1.0155525420226955e-05
1786,9.64374365659231e-06,9.64374365659231e-06,0.0009318524722142943,9.64374365659231e-06
1787,9.974486861860246e-06,9.974486861860246e-06,0.0009349724028392562,9.974486861860246e-06
1788,9.58685294400701e-06,9.58685294400701e-06,0.0009316587488033942,9.58685294400701e-06
1789,1.0059540857452833e-05,1.0059540857452833e-05,0.0009256170929542609,1.0059540857452833e-05
1790,9.937463541323918e-06,9.937463541323918e-06,0.000925887783523649,9.937463541323918e-06
1791,1.0693417477471354e-05,1.0693417477471354e-05,0.0009273288222695035,1.0693417477471354e-05
1792,1.1080842731254442e-05,1.1080842731254442e-05,0.0009228666229838771,1.1080842731254442e-05
1793,1.2207121082090972e-05,1.2207121082090972e-05,0.0008054318937606045,1.2207121082090972e-05
1794,1.2256420762111833e-05,1.2256420762111833e-05,0.0008138460107147694,1.2256420762111833e-05
1795,1.244668705372273e-05,1.244668705372273e-05,0.0008224781818820962,1.244668705372273e-05
1796,1.2281229438875535e-05,1.2281229438875535e-05,0.0008234893653674849,1.2281229438875535e-05
1797,1.242570968835415e-05,1.242570968835415e-05,0.0008171513660012611,1.242570968835415e-05
1798,1.2527396393124945e-05,1.2527396393124945e-05,0.0008136163399155651,1.2527396393124945e-05
