ngram,Seven,Seven,Sevn,Sevn
1872,1.0138687165246146e-05,1.0138687165246146e-05,2.9723730619681174e-10,2.9723730619681174e-10
1873,1.0203495808777266e-05,1.0203495808777266e-05,2.9723730619681174e-10,2.9723730619681174e-10
1874,1.0230393854726572e-05,1.0230393854726572e-05,2.505531060403854e-10,2.505531060403854e-10
1875,1.0206190771506435e-05,1.0206190771506435e-05,2.458564383824223e-10,2.458564383824223e-10
1876,1.0320475796886188e-05,1.0320475796886188e-05,3.2252040720643597e-10,3.2252040720643597e-10
1877,1.0372430162013707e-05,1.0372430162013707e-05,2.380474864846097e-10,2.380474864846097e-10
1878,1.0327684971603698e-05,1.0327684971603698e-05,2.70042143408438e-10,2.70042143408438e-10
1879,1.030499671677327e-05,1.030499671677327e-05,3.6874568874546906e-10,3.6874568874546906e-10
1880,1.041663069502517e-05,1.041663069502517e-05,3.6874568874546906e-10,3.6874568874546906e-10
1881,1.0526958119174066e-05,1.0526958119174066e-05,3.290049740581732e-10,3.290049740581732e-10
1882,1.0663116492131458e-05,1.0663116492131458e-05,3.212995227018313e-10,3.212995227018313e-10
1883,1.065944564158729e-05,1.065944564158729e-05,2.446355538778176e-10,2.446355538778176e-10
1884,1.0665300708621675e-05,1.0665300708621675e-05,2.751464611705501e-10,2.751464611705501e-10
1885,1.0774927561994576e-05,1.0774927561994576e-05,3.1866885321006425e-10,3.1866885321006425e-10
1886,1.0836157473802035e-05,1.0836157473802035e-05,2.066022135118116e-10,2.066022135118116e-10
1887,1.0808527024762174e-05,1.0808527024762174e-05,2.066022135118116e-10,2.066022135118116e-10
1888,1.0799707784566895e-05,1.0799707784566895e-05,2.3360505593420354e-10,2.3360505593420354e-10
1889,1.0772745554277208e-05,1.0772745554277208e-05,2.797081653595411e-10,2.797081653595411e-10
1890,1.081834982739695e-05,1.081834982739695e-05,3.050038555052481e-10,3.050038555052481e-10
1891,1.165292711188418e-05,1.165292711188418e-05,3.257030518304711e-10,3.257030518304711e-10
1892,1.1749281709074109e-05,1.1749281709074109e-05,3.893825975939283e-10,3.893825975939283e-10
1893,1.1828322775337646e-05,1.1828322775337646e-05,3.848556552808548e-10,3.848556552808548e-10
1894,1.1926569121507263e-05,1.1926569121507263e-05,4.732227467028695e-10,4.732227467028695e-10
1895,1.1900984255979502e-05,1.1900984255979502e-05,4.4621990428047754e-10,4.4621990428047754e-10
1896,1.1929722989277383e-05,1.1929722989277383e-05,3.8708764170193785e-10,3.8708764170193785e-10
1897,1.2011373915551563e-05,1.2011373915551563e-05,4.1752221719664513e-10,4.1752221719664513e-10
1898,1.119225193438719e-05,1.119225193438719e-05,4.0238844994140115e-10,4.0238844994140115e-10
1899,1.1174304615581474e-05,1.1174304615581474e-05,3.683270454508352e-10,3.683270454508352e-10
1900,1.1181093084035507e-05,1.1181093084035507e-05,4.175477899944927e-10,4.175477899944927e-10
1901,1.1313667268301028e-05,1.1313667268301028e-05,4.4913750496533567e-10,4.4913750496533567e-10
1902,1.1405158667392762e-05,1.1405158667392762e-05,5.180106661078249e-10,5.180106661078249e-10
1903,1.1469430449194209e-05,1.1469430449194209e-05,6.420825379319492e-10,6.420825379319492e-10
1904,1.1686639481922612e-05,1.1686639481922612e-05,6.339134931262639e-10,6.339134931262639e-10
1905,1.1780343551695946e-05,1.1780343551695946e-05,7.807995004517818e-10,7.807995004517818e-10
1906,1.177826691543617e-05,1.177826691543617e-05,7.74723122955377e-10,7.74723122955377e-10
1907,1.1833268867381516e-05,1.1833268867381516e-05,9.368434877072523e-10,9.368434877072523e-10
1908,1.1699643177312932e-05,1.1699643177312932e-05,8.855089479136475e-10,8.855089479136475e-10
1909,1.1648497612830916e-05,1.1648497612830916e-05,8.717598230591404e-10,8.717598230591404e-10
1910,1.15656998137378e-05,1.15656998137378e-05,7.558553049331301e-10,7.558553049331301e-10
1911,1.1326066669425927e-05,1.1326066669425927e-05,7.502278818024724e-10,7.502278818024724e-10
1912,1.1322170524051347e-05,1.1322170524051347e-05,6.249219693309018e-10,6.249219693309018e-10
1913,1.1381073558628227e-05,1.1381073558628227e-05,6.711600461902936e-10,6.711600461902936e-10
1914,1.1385004654584918e-05,1.1385004654584918e-05,4.513737528585463e-10,4.513737528585463e-10
1915,1.1354367935772253e-05,1.1354367935772253e-05,5.580774304982304e-10,5.580774304982304e-10
1916,1.1319811294794948e-05,1.1319811294794948e-05,5.932645654500262e-10,5.932645654500262e-10
1917,1.1223721880274492e-05,1.1223721880274492e-05,5.936482545622544e-10,5.936482545622544e-10
1918,1.1177883867016395e-05,1.1177883867016395e-05,5.804749349842225e-10,5.804749349842225e-10
1919,1.1142867801286879e-05,1.1142867801286879e-05,5.654357428703477e-10,5.654357428703477e-10
1920,1.109610314285549e-05,1.109610314285549e-05,3.7956279091977407e-10,3.7956279091977407e-10
1921,1.1056867151637562e-05,1.1056867151637562e-05,3.930579096327642e-10,3.930579096327642e-10
1922,1.1170394567930739e-05,1.1170394567930739e-05,2.1773196539382715e-10,2.1773196539382715e-10
1923,1.1323012326361745e-05,1.1323012326361745e-05,1.5197423874901972e-10,1.5197423874901972e-10
1924,1.1667045847778873e-05,1.1667045847778873e-05,1.7288583065155905e-10,1.7288583065155905e-10
1925,1.1922167556934124e-05,1.1922167556934124e-05,1.9013570281714972e-10,1.9013570281714972e-10
1926,1.2242764959020341e-05,1.2242764959020341e-05,1.9336438997604891e-10,1.9336438997604891e-10
1927,1.2485962802851905e-05,1.2485962802851905e-05,2.6157952193184286e-10,2.6157952193184286e-10
1928,1.2646174192403642e-05,1.2646174192403642e-05,3.2470585942245833e-10,3.2470585942245833e-10
1929,1.2594838413601142e-05,1.2594838413601142e-05,4.764206430157054e-10,4.764206430157054e-10
1930,1.2614790908368637e-05,1.2614790908368637e-05,5.063219843393085e-10,5.063219843393085e-10
1931,1.2448850481762617e-05,1.2448850481762617e-05,5.0994494341491e-10,5.0994494341491e-10
1932,1.2348180981851848e-05,1.2348180981851848e-05,5.821508235787881e-10,5.821508235787881e-10
1933,1.214537613642668e-05,1.214537613642668e-05,5.826392146524029e-10,5.826392146524029e-10
1934,1.2032175358659255e-05,1.2032175358659255e-05,5.144240826966089e-10,5.144240826966089e-10
1935,1.2010004476386321e-05,1.2010004476386321e-05,5.342978044125297e-10,5.342978044125297e-10
1936,1.1913322071320311e-05,1.1913322071320311e-05,4.035204531627201e-10,4.035204531627201e-10
1937,1.1879303071639566e-05,1.1879303071639566e-05,3.490656672441464e-10,3.490656672441464e-10
1938,1.1799425530106028e-05,1.1799425530106028e-05,3.401041492085659e-10,3.401041492085659e-10
1939,1.1712173545674887e-05,1.1712173545674887e-05,2.467819440862432e-10,2.467819440862432e-10
1940,1.1631322195171379e-05,1.1631322195171379e-05,2.2624088911817252e-10,2.2624088911817252e-10
1941,1.1434259249654133e-05,1.1434259249654133e-05,2.2624088911817252e-10,2.2624088911817252e-10
1942,1.1211230360329085e-05,1.1211230360329085e-05,1.6494531336024616e-10,1.6494531336024616e-10
1943,1.1277556950517464e-05,1.1277556950517464e-05,2.083678586815653e-10,2.083678586815653e-10
1944,1.1221525970280968e-05,1.1221525970280968e-05,3.221957898892823e-10,3.221957898892823e-10
1945,1.1184555530365157e-05,1.1184555530365157e-05,3.537689704672228e-10,3.537689704672228e-10
1946,1.1123874043862867e-05,1.1123874043862867e-05,3.6197115344765203e-10,3.6197115344765203e-10
1947,1.1118026382713911e-05,1.1118026382713911e-05,3.6929184313702224e-10,3.6929184313702224e-10
1948,1.1147011329220341e-05,1.1147011329220341e-05,4.718918430616067e-10,4.718918430616067e-10
1949,1.1249126795779116e-05,1.1249126795779116e-05,5.921373669171004e-10,5.921373669171004e-10
1950,1.1222822000230995e-05,1.1222822000230995e-05,6.462172186250115e-10,6.462172186250115e-10
1951,1.1245315883050872e-05,1.1245315883050872e-05,6.978802734116028e-10,6.978802734116028e-10
1952,1.134336616814835e-05,1.134336616814835e-05,6.698544377911223e-10,6.698544377911223e-10
1953,1.146890294226718e-05,1.146890294226718e-05,7.152044155324586e-10,7.152044155324586e-10
1954,1.1587719719890238e-05,1.1587719719890238e-05,7.401542870663239e-10,7.401542870663239e-10
1955,1.166444885062187e-05,1.166444885062187e-05,7.390140483692115e-10,7.390140483692115e-10
1956,1.1933818443919466e-05,1.1933818443919466e-05,6.766964766313777e-10,6.766964766313777e-10
1957,1.2235492119673705e-05,1.2235492119673705e-05,6.092315501288986e-10,6.092315501288986e-10
1958,1.2368221437749785e-05,1.2368221437749785e-05,4.5564237204682405e-10,4.5564237204682405e-10
1959,1.2556329888216819e-05,1.2556329888216819e-05,5.328238554734379e-10,5.328238554734379e-10
1960,1.260847381802575e-05,1.260847381802575e-05,4.755533913087489e-10,4.755533913087489e-10
1961,1.2611976282122278e-05,1.2611976282122278e-05,4.85022983086138e-10,4.85022983086138e-10
1962,1.2544240364929595e-05,1.2544240364929595e-05,4.855807829242029e-10,4.855807829242029e-10
1963,1.2295442502363585e-05,1.2295442502363585e-05,4.570675911165699e-10,4.570675911165699e-10
1964,1.1936668540459192e-05,1.1936668540459192e-05,4.780391687656379e-10,4.780391687656379e-10
1965,1.1736624271309535e-05,1.1736624271309535e-05,5.190278504604454e-10,5.190278504604454e-10
1966,1.1453498050936364e-05,1.1453498050936364e-05,4.5634602247839647e-10,4.5634602247839647e-10
1967,1.1330347141275915e-05,1.1330347141275915e-05,4.617043374605905e-10,4.617043374605905e-10
1968,1.1122163024473203e-05,1.1122163024473203e-05,4.561667115472139e-10,4.561667115472139e-10
1969,1.102909586084674e-05,1.102909586084674e-05,3.9903357998812995e-10,3.9903357998812995e-10
1970,1.0870122163656301e-05,1.0870122163656301e-05,3.4611125473585757e-10,3.4611125473585757e-10
1971,1.0830115700498158e-05,1.0830115700498158e-05,3.189192759085151e-10,3.189192759085151e-10
1972,1.0761205495717669e-05,1.0761205495717669e-05,3.2689690240442614e-10,3.2689690240442614e-10
1973,1.068302169317446e-05,1.068302169317446e-05,3.478863665394373e-10,3.478863665394373e-10
1974,1.0590240890451241e-05,1.0590240890451241e-05,4.680073828478015e-10,4.680073828478015e-10
1975,1.0566997583997103e-05,1.0566997583997103e-05,4.6277809362393896e-10,4.6277809362393896e-10
1976,1.0611492923219754e-05,1.0611492923219754e-05,5.705858563409549e-10,5.705858563409549e-10
1977,1.0642129901888048e-05,1.0642129901888048e-05,6.726999037174965e-10,6.726999037174965e-10
1978,1.061789329729176e-05,1.061789329729176e-05,7.177046179585034e-10,7.177046179585034e-10
1979,1.0640276351685835e-05,1.0640276351685835e-05,6.812196045353452e-10,6.812196045353452e-10
1980,1.0619025618195468e-05,1.0619025618195468e-05,6.770469105989361e-10,6.770469105989361e-10
1981,1.0577972326635582e-05,1.0577972326635582e-05,5.990600475997659e-10,5.990600475997659e-10
1982,1.0560857065554177e-05,1.0560857065554177e-05,5.71939527484387e-10,5.71939527484387e-10
1983,1.048403126852853e-05,1.048403126852853e-05,4.340523466444297e-10,4.340523466444297e-10
1984,1.0541158839519735e-05,1.0541158839519735e-05,3.129803658305111e-10,3.129803658305111e-10
1985,1.0559909631930558e-05,1.0559909631930558e-05,2.666256005661489e-10,2.666256005661489e-10
1986,1.0566298052643625e-05,1.0566298052643625e-05,2.6987671819522774e-10,2.6987671819522774e-10
1987,1.0608306183712557e-05,1.0608306183712557e-05,2.3163325027894136e-10,2.3163325027894136e-10
1988,1.0684900969083952e-05,1.0684900969083952e-05,2.1148493075820848e-10,2.1148493075820848e-10
1989,1.0722176479508302e-05,1.0722176479508302e-05,2.4835906942133334e-10,2.4835906942133334e-10
1990,1.0855914946919906e-05,1.0855914946919906e-05,2.9347121657411334e-10,2.9347121657411334e-10
1991,1.0844866015499324e-05,1.0844866015499324e-05,2.992591601112617e-10,2.992591601112617e-10
1992,1.084453184116033e-05,1.084453184116033e-05,2.940287844548679e-10,2.940287844548679e-10
1993,1.089109472169574e-05,1.089109472169574e-05,3.179254389513402e-10,3.179254389513402e-10
1994,1.0930156739570001e-05,1.0930156739570001e-05,3.038131541978549e-10,3.038131541978549e-10
1995,1.099140354199335e-05,1.099140354199335e-05,3.0000320184424874e-10,3.0000320184424874e-10
1996,1.1025653293472715e-05,1.1025653293472715e-05,2.775973587903253e-10,2.775973587903253e-10
1997,1.104151501099945e-05,1.104151501099945e-05,2.3493777260931633e-10,2.3493777260931633e-10
1998,1.10687807526639e-05,1.10687807526639e-05,2.6224374854206493e-10,2.6224374854206493e-10
1999,1.1090383850387298e-05,1.1090383850387298e-05,2.728788722761166e-10,2.728788722761166e-10
2000,1.1070367820918494e-05,1.1070367820918494e-05,2.6288743206124924e-10,2.6288743206124924e-10
2001,1.1061115531317358e-05,1.1061115531317358e-05,2.62228562277121e-10,2.62228562277121e-10
2002,1.0995749627389679e-05,1.0995749627389679e-05,2.604670744960862e-10,2.604670744960862e-10
2003,1.1030643171190085e-05,1.1030643171190085e-05,2.679341728642878e-10,2.679341728642878e-10
2004,1.102658149777978e-05,1.102658149777978e-05,2.7086278458250083e-10,2.7086278458250083e-10
2005,1.100242609806758e-05,1.100242609806758e-05,2.4532405273891555e-10,2.4532405273891555e-10
2006,1.1108820477342565e-05,1.1108820477342565e-05,2.171011426188585e-10,2.171011426188585e-10
2007,1.1227581775788817e-05,1.1227581775788817e-05,2.0776467451228646e-10,2.0776467451228646e-10
2008,1.1463621246678355e-05,1.1463621246678355e-05,1.8770210435551223e-10,1.8770210435551223e-10
2009,1.1604955164200095e-05,1.1604955164200095e-05,1.6134839050147802e-10,1.6134839050147802e-10
2010,1.1656313940225768e-05,1.1656313940225768e-05,1.1386091251389515e-10,1.1386091251389515e-10
2011,1.1927369606772637e-05,1.1927369606772637e-05,1.0760191919026837e-10,1.0760191919026837e-10
2012,1.2158619808490454e-05,1.2158619808490454e-05,1.033758532644916e-10,1.033758532644916e-10
2013,1.2301166602160915e-05,1.2301166602160915e-05,3.556917099646022e-10,3.556917099646022e-10
2014,1.2377494255945618e-05,1.2377494255945618e-05,3.2868449356087444e-10,3.2868449356087444e-10
2015,1.2220159468207775e-05,1.2220159468207775e-05,3.3425475656172805e-10,3.3425475656172805e-10
2016,1.2342745321802795e-05,1.2342745321802795e-05,3.3643549726878966e-10,3.3643549726878966e-10
2017,1.2490865325768633e-05,1.2490865325768633e-05,3.877318680243584e-10,3.877318680243584e-10
2018,1.233344701176975e-05,1.233344701176975e-05,4.4578017457941323e-10,4.4578017457941323e-10
2019,1.2253367685843841e-05,1.2253367685843841e-05,5.385357168888327e-10,5.385357168888327e-10
