ngram,Seven,Seven,Sevn,Sevn
1589,1.3238191253809159e-05,1.3238191253809159e-05,0.0,0.0
1590,1.0133808798075603e-05,1.0133808798075603e-05,0.0,0.0
1591,1.003429760463145e-05,1.003429760463145e-05,0.0,0.0
1592,1.0631269398280502e-05,1.0631269398280502e-05,0.0,0.0
1593,5.500885273639662e-06,5.500885273639662e-06,0.0,0.0
1594,4.451830201495406e-06,4.451830201495406e-06,0.0,0.0
1595,4.451830201495406e-06,4.451830201495406e-06,0.0,0.0
1596,3.5418895874629797e-06,3.5418895874629797e-06,0.0,0.0
1597,4.976783299883079e-06,4.976783299883079e-06,0.0,0.0
1598,4.531054238603767e-06,4.531054238603767e-06,0.0,0.0
1599,4.1699047415022505e-06,4.1699047415022505e-06,0.0,0.0
1600,3.2562687205687065e-06,3.2562687205687065e-06,0.0,0.0
1601,4.678920309483406e-06,4.678920309483406e-06,0.0,0.0
1602,5.618526756734354e-06,5.618526756734354e-06,0.0,0.0
1603,5.820218640500181e-06,5.820218640500181e-06,0.0,0.0
1604,4.125349278183421e-06,4.125349278183421e-06,0.0,0.0
1605,4.108788613978374e-06,4.108788613978374e-06,0.0,0.0
1606,4.833927635315506e-06,4.833927635315506e-06,0.0,0.0
1607,4.407903296461362e-06,4.407903296461362e-06,0.0,0.0
1608,3.0493437342166933e-06,3.0493437342166933e-06,0.0,0.0
1609,2.1097372869657453e-06,2.1097372869657453e-06,0.0,0.0
1610,1.6976271776262105e-06,1.6976271776262105e-06,0.0,0.0
1611,2.2096885783996967e-06,2.2096885783996967e-06,0.0,0.0
1612,1.8723779118902582e-06,1.8723779118902582e-06,0.0,0.0
1613,1.0712270750445896e-06,1.0712270750445896e-06,0.0,0.0
1614,1.7304465700362925e-06,1.7304465700362925e-06,0.0,0.0
1615,1.3310913768041895e-06,1.3310913768041895e-06,0.0,0.0
1616,1.6915159091825314e-06,1.6915159091825314e-06,0.0,0.0
1617,2.1856812476731387e-06,2.1856812476731387e-06,0.0,0.0
1618,2.067528401182374e-06,2.067528401182374e-06,0.0,0.0
1619,2.067528401182374e-06,2.067528401182374e-06,0.0,0.0
1620,2.31067357552612e-06,2.31067357552612e-06,0.0,0.0
1621,1.8298720760867582e-06,1.8298720760867582e-06,0.0,0.0
1622,2.040917300811478e-06,2.040917300811478e-06,0.0,0.0
1623,5.721705666214153e-06,5.721705666214153e-06,0.0,0.0
1624,5.37687252030342e-06,5.37687252030342e-06,0.0,0.0
1625,4.982963966020699e-06,4.982963966020699e-06,0.0,0.0
1626,5.442207598857099e-06,5.442207598857099e-06,0.0,0.0
1627,5.83810862865773e-06,5.83810862865773e-06,0.0,0.0
1628,5.725202259197561e-06,5.725202259197561e-06,0.0,0.0
1629,6.1743917854073516e-06,6.1743917854073516e-06,0.0,0.0
1630,2.564423888478424e-06,2.564423888478424e-06,0.0,0.0
1631,2.8685315831873074e-06,2.8685315831873074e-06,0.0,0.0
1632,3.4182883885997787e-06,3.4182883885997787e-06,0.0,0.0
1633,2.9590447557633785e-06,2.9590447557633785e-06,0.0,0.0
1634,2.4070243966889393e-06,2.4070243966889393e-06,0.0,0.0
1635,3.1647099376641563e-06,3.1647099376641563e-06,0.0,0.0
1636,4.241363334196129e-06,4.241363334196129e-06,0.0,0.0
1637,4.761200005175072e-06,4.761200005175072e-06,0.0,0.0
1638,4.442430192089627e-06,4.442430192089627e-06,0.0,0.0
1639,8.798497682554235e-06,8.798497682554235e-06,0.0,0.0
1640,1.404170865271226e-05,1.404170865271226e-05,0.0,0.0
1641,2.2275408899271758e-05,2.2275408899271758e-05,0.0,0.0
1642,2.1776061227488492e-05,2.1776061227488492e-05,0.0,0.0
1643,4.433591138714681e-05,4.433591138714681e-05,0.0,0.0
1644,4.934282504466735e-05,4.934282504466735e-05,0.0,0.0
1645,5.058342620551619e-05,5.058342620551619e-05,0.0,0.0
1646,4.648350919264236e-05,4.648350919264236e-05,0.0,0.0
1647,4.165648043194129e-05,4.165648043194129e-05,0.0,0.0
1648,3.4001230135670214e-05,3.4001230135670214e-05,0.0,0.0
1649,3.4459658406506476e-05,3.4459658406506476e-05,0.0,0.0
1650,1.108524296406748e-05,1.108524296406748e-05,0.0,0.0
1651,5.643248609235993e-06,5.643248609235993e-06,0.0,0.0
1652,5.047376914392641e-06,5.047376914392641e-06,0.0,0.0
1653,4.76910008728737e-06,4.76910008728737e-06,0.0,0.0
1654,4.767749747510866e-06,4.767749747510866e-06,0.0,0.0
1655,4.4653908649447005e-06,4.4653908649447005e-06,0.0,0.0
1656,4.453337721445548e-06,4.453337721445548e-06,0.0,0.0
1657,6.28365358222384e-06,6.28365358222384e-06,2.7804432534139778e-08,2.7804432534139778e-08
1658,6.357424581437954e-06,6.357424581437954e-06,2.7804432534139778e-08,2.7804432534139778e-08
1659,7.379387398032122e-06,7.379387398032122e-06,2.7804432534139778e-08,2.7804432534139778e-08
1660,7.172456142663057e-06,7.172456142663057e-06,2.7804432534139778e-08,2.7804432534139778e-08
1661,9.445040534826279e-06,9.445040534826279e-06,2.7804432534139778e-08,2.7804432534139778e-08
1662,1.030250833926922e-05,1.030250833926922e-05,2.7804432534139778e-08,2.7804432534139778e-08
1663,1.1437438128528551e-05,1.1437438128528551e-05,2.7804432534139778e-08,2.7804432534139778e-08
1664,9.903191767079988e-06,9.903191767079988e-06,0.0,0.0
1665,9.974794076177723e-06,9.974794076177723e-06,0.0,0.0
1666,9.811316041512847e-06,9.811316041512847e-06,0.0,0.0
1667,1.0756257194900951e-05,1.0756257194900951e-05,0.0,0.0
1668,9.950229208958003e-06,9.950229208958003e-06,0.0,0.0
1669,1.0486895916983485e-05,1.0486895916983485e-05,0.0,0.0
1670,1.0668796546399659e-05,1.0668796546399659e-05,0.0,0.0
1671,1.0741040568973403e-05,1.0741040568973403e-05,0.0,0.0
1672,1.236752229617975e-05,1.236752229617975e-05,0.0,0.0
1673,1.2808039043323203e-05,1.2808039043323203e-05,0.0,0.0
1674,1.3266516491837268e-05,1.3266516491837268e-05,0.0,0.0
1675,1.2860823647185629e-05,1.2860823647185629e-05,0.0,0.0
1676,1.274751515925995e-05,1.274751515925995e-05,0.0,0.0
1677,1.3649631650228652e-05,1.3649631650228652e-05,0.0,0.0
1678,1.5167513863291657e-05,1.5167513863291657e-05,0.0,0.0
1679,1.7332509092479347e-05,1.7332509092479347e-05,0.0,0.0
1680,1.7860785841808786e-05,1.7860785841808786e-05,0.0,0.0
1681,1.8038615053228568e-05,1.8038615053228568e-05,0.0,0.0
1682,1.918385389996859e-05,1.918385389996859e-05,0.0,0.0
1683,1.910134428076812e-05,1.910134428076812e-05,0.0,0.0
1684,1.9560319222884054e-05,1.9560319222884054e-05,0.0,0.0
1685,2.4025900269667284e-05,2.4025900269667284e-05,0.0,0.0
1686,2.2363598873198498e-05,2.2363598873198498e-05,0.0,0.0
1687,2.6142934984818567e-05,2.6142934984818567e-05,0.0,0.0
1688,2.759558174147969e-05,2.759558174147969e-05,0.0,0.0
1689,2.9457753693610096e-05,2.9457753693610096e-05,0.0,0.0
1690,3.3261407484782725e-05,3.3261407484782725e-05,0.0,0.0
1691,3.419268432480749e-05,3.419268432480749e-05,0.0,0.0
1692,3.1628525643360005e-05,3.1628525643360005e-05,0.0,0.0
1693,3.394822020449543e-05,3.394822020449543e-05,0.0,0.0
1694,3.129319546652758e-05,3.129319546652758e-05,0.0,0.0
1695,3.451348649312942e-05,3.451348649312942e-05,0.0,0.0
1696,3.439200710480301e-05,3.439200710480301e-05,0.0,0.0
1697,3.3121065955908436e-05,3.3121065955908436e-05,0.0,0.0
1698,3.719422810328459e-05,3.719422810328459e-05,0.0,0.0
1699,3.7973494077700055e-05,3.7973494077700055e-05,0.0,0.0
1700,3.7165539002411864e-05,3.7165539002411864e-05,0.0,0.0
1701,3.638291127572302e-05,3.638291127572302e-05,0.0,0.0
1702,3.52972297800339e-05,3.52972297800339e-05,0.0,0.0
1703,3.540729267115239e-05,3.540729267115239e-05,0.0,0.0
1704,3.4055028144004087e-05,3.4055028144004087e-05,0.0,0.0
1705,3.0245449514560668e-05,3.0245449514560668e-05,0.0,0.0
1706,3.017210474354215e-05,3.017210474354215e-05,0.0,0.0
1707,3.01839362301897e-05,3.01839362301897e-05,0.0,0.0
1708,3.370795171317046e-05,3.370795171317046e-05,0.0,0.0
1709,3.384645580289154e-05,3.384645580289154e-05,0.0,0.0
1710,3.243904029659461e-05,3.243904029659461e-05,0.0,0.0
1711,3.37922805816301e-05,3.37922805816301e-05,0.0,0.0
1712,3.325564648548607e-05,3.325564648548607e-05,0.0,0.0
1713,3.145300148129796e-05,3.145300148129796e-05,0.0,0.0
1714,2.9761501926779082e-05,2.9761501926779082e-05,0.0,0.0
1715,2.6583929866319522e-05,2.6583929866319522e-05,0.0,0.0
1716,2.5498815895324306e-05,2.5498815895324306e-05,0.0,0.0
1717,2.5789118548605723e-05,2.5789118548605723e-05,0.0,0.0
1718,2.5490223768948844e-05,2.5490223768948844e-05,0.0,0.0
1719,2.6190807018013273e-05,2.6190807018013273e-05,0.0,0.0
1720,2.659166966623161e-05,2.659166966623161e-05,0.0,0.0
1721,2.704382885505246e-05,2.704382885505246e-05,0.0,0.0
1722,2.6693234498712366e-05,2.6693234498712366e-05,0.0,0.0
1723,2.5108550419515397e-05,2.5108550419515397e-05,0.0,0.0
1724,2.4519176804460585e-05,2.4519176804460585e-05,0.0,0.0
1725,2.3629320691855226e-05,2.3629320691855226e-05,0.0,0.0
1726,2.099411397336683e-05,2.099411397336683e-05,0.0,0.0
1727,1.9765019455267714e-05,1.9765019455267714e-05,0.0,0.0
1728,1.886737118184101e-05,1.886737118184101e-05,0.0,0.0
1729,1.8771434302574823e-05,1.8771434302574823e-05,0.0,0.0
1730,1.734379046476014e-05,1.734379046476014e-05,0.0,0.0
1731,1.704481305101321e-05,1.704481305101321e-05,0.0,0.0
1732,1.57873451566307e-05,1.57873451566307e-05,0.0,0.0
1733,1.5610630466004034e-05,1.5610630466004034e-05,0.0,0.0
1734,1.5163909535788531e-05,1.5163909535788531e-05,0.0,0.0
1735,1.541834158810421e-05,1.541834158810421e-05,0.0,0.0
1736,1.4356061261163891e-05,1.4356061261163891e-05,0.0,0.0
1737,1.5013030211516057e-05,1.5013030211516057e-05,6.921628222958784e-09,6.921628222958784e-09
1738,1.4688612671826767e-05,1.4688612671826767e-05,6.921628222958784e-09,6.921628222958784e-09
1739,1.536770508079956e-05,1.536770508079956e-05,6.921628222958784e-09,6.921628222958784e-09
1740,1.636009476767088e-05,1.636009476767088e-05,1.4408906829593043e-08,1.4408906829593043e-08
1741,1.6261719663037055e-05,1.6261719663037055e-05,1.4408906829593043e-08,1.4408906829593043e-08
1742,1.6610689661839778e-05,1.6610689661839778e-05,1.4408906829593043e-08,1.4408906829593043e-08
1743,1.6259773994014332e-05,1.6259773994014332e-05,1.4408906829593043e-08,1.4408906829593043e-08
1744,1.5969765237449402e-05,1.5969765237449402e-05,7.48727860663426e-09,7.48727860663426e-09
1745,1.6466195769940635e-05,1.6466195769940635e-05,7.48727860663426e-09,7.48727860663426e-09
1746,1.561116641823901e-05,1.561116641823901e-05,7.48727860663426e-09,7.48727860663426e-09
1747,1.4279084617945565e-05,1.4279084617945565e-05,4.159151753161236e-09,4.159151753161236e-09
1748,1.3465970239069844e-05,1.3465970239069844e-05,4.159151753161236e-09,4.159151753161236e-09
1749,1.2632861138886905e-05,1.2632861138886905e-05,4.159151753161236e-09,4.159151753161236e-09
1750,1.305496932348303e-05,1.305496932348303e-05,4.159151753161236e-09,4.159151753161236e-09
1751,1.2795978234082992e-05,1.2795978234082992e-05,4.159151753161236e-09,4.159151753161236e-09
1752,1.1728871218760365e-05,1.1728871218760365e-05,4.159151753161236e-09,4.159151753161236e-09
1753,1.230900969468556e-05,1.230900969468556e-05,4.159151753161236e-09,4.159151753161236e-09
1754,1.2151563818666286e-05,1.2151563818666286e-05,0.0,0.0
1755,1.1907754404611686e-05,1.1907754404611686e-05,0.0,0.0
1756,1.1341468312561379e-05,1.1341468312561379e-05,0.0,0.0
1757,1.0562256128261132e-05,1.0562256128261132e-05,0.0,0.0
1758,1.0645623530893187e-05,1.0645623530893187e-05,0.0,0.0
1759,1.0413827762282121e-05,1.0413827762282121e-05,0.0,0.0
1760,9.143036744977248e-06,9.143036744977248e-06,2.661366999794674e-09,2.661366999794674e-09
1761,8.680426812393957e-06,8.680426812393957e-06,2.661366999794674e-09,2.661366999794674e-09
1762,8.669749734378587e-06,8.669749734378587e-06,2.661366999794674e-09,2.661366999794674e-09
1763,9.091169041702024e-06,9.091169041702024e-06,2.661366999794674e-09,2.661366999794674e-09
1764,8.735540047512456e-06,8.735540047512456e-06,2.661366999794674e-09,2.661366999794674e-09
1765,7.833317600410997e-06,7.833317600410997e-06,2.661366999794674e-09,2.661366999794674e-09
1766,7.398661377270141e-06,7.398661377270141e-06,2.661366999794674e-09,2.661366999794674e-09
1767,7.460612713267827e-06,7.460612713267827e-06,0.0,0.0
1768,7.516986573006891e-06,7.516986573006891e-06,0.0,0.0
1769,7.292084904163078e-06,7.292084904163078e-06,0.0,0.0
1770,6.3198079780184865e-06,6.3198079780184865e-06,0.0,0.0
1771,7.169151623591981e-06,7.169151623591981e-06,0.0,0.0
1772,7.1985904079545956e-06,7.1985904079545956e-06,0.0,0.0
1773,7.311225415053611e-06,7.311225415053611e-06,0.0,0.0
1774,7.72890059254548e-06,7.72890059254548e-06,0.0,0.0
1775,7.732053290965268e-06,7.732053290965268e-06,0.0,0.0
1776,7.763831945339916e-06,7.763831945339916e-06,0.0,0.0
1777,7.893589099694509e-06,7.893589099694509e-06,0.0,0.0
1778,7.462169768197262e-06,7.462169768197262e-06,0.0,0.0
1779,8.073512292737308e-06,8.073512292737308e-06,0.0,0.0
1780,9.605014773634529e-06,9.605014773634529e-06,0.0,0.0
1781,9.330774446425494e-06,9.330774446425494e-06,0.0,0.0
1782,9.688385034678504e-06,9.688385034678504e-06,0.0,0.0
1783,1.0103137615910132e-05,1.0103137615910132e-05,0.0,0.0
1784,1.1693070389031033e-05,1.1693070389031033e-05,0.0,0.0
1785,1.2143415785560916e-05,1.2143415785560916e-05,0.0,0.0
1786,1.1548958419942729e-05,1.1548958419942729e-05,0.0,0.0
1787,9.911564250484974e-06,9.911564250484974e-06,0.0,0.0
1788,9.578036107476301e-06,9.578036107476301e-06,0.0,0.0
1789,8.89926319099946e-06,8.89926319099946e-06,0.0,0.0
1790,8.449990608434227e-06,8.449990608434227e-06,0.0,0.0
1791,7.367159599068275e-06,7.367159599068275e-06,0.0,0.0
1792,6.940985583371782e-06,6.940985583371782e-06,0.0,0.0
1793,7.882660611358006e-06,7.882660611358006e-06,0.0,0.0
1794,9.509114858831578e-06,9.509114858831578e-06,0.0,0.0
1795,9.886039801390975e-06,9.886039801390975e-06,0.0,0.0
1796,1.0503342049820016e-05,1.0503342049820016e-05,0.0,0.0
1797,1.143351320414305e-05,1.143351320414305e-05,0.0,0.0
1798,1.1132944694379279e-05,1.1132944694379279e-05,0.0,0.0
1799,1.1074521093438047e-05,1.1074521093438047e-05,6.00769592803577e-10,6.00769592803577e-10
1800,1.5251912373059895e-05,1.5251912373059895e-05,6.00769592803577e-10,6.00769592803577e-10
1801,1.3670576338751874e-05,1.3670576338751874e-05,6.00769592803577e-10,6.00769592803577e-10
1802,1.3641826821445388e-05,1.3641826821445388e-05,6.00769592803577e-10,6.00769592803577e-10
1803,1.3190851599834527e-05,1.3190851599834527e-05,6.00769592803577e-10,6.00769592803577e-10
1804,1.2414314239452193e-05,1.2414314239452193e-05,6.00769592803577e-10,6.00769592803577e-10
1805,1.23563056279506e-05,1.23563056279506e-05,6.00769592803577e-10,6.00769592803577e-10
1806,1.2035246982122771e-05,1.2035246982122771e-05,0.0,0.0
1807,6.999504681256699e-06,6.999504681256699e-06,4.184424552887224e-10,4.184424552887224e-10
1808,6.91780828024743e-06,6.91780828024743e-06,4.184424552887224e-10,4.184424552887224e-10
1809,6.768648940383823e-06,6.768648940383823e-06,4.184424552887224e-10,4.184424552887224e-10
1810,7.013380127318669e-06,7.013380127318669e-06,4.184424552887224e-10,4.184424552887224e-10
1811,6.856855634396197e-06,6.856855634396197e-06,6.528263961160161e-10,6.528263961160161e-10
1812,6.684028773763982e-06,6.684028773763982e-06,6.528263961160161e-10,6.528263961160161e-10
1813,7.010960546592417e-06,7.010960546592417e-06,6.528263961160161e-10,6.528263961160161e-10
1814,7.1363957821241845e-06,7.1363957821241845e-06,2.343839408272938e-10,2.343839408272938e-10
1815,7.444344516573308e-06,7.444344516573308e-06,2.343839408272938e-10,2.343839408272938e-10
1816,7.581701213764193e-06,7.581701213764193e-06,2.343839408272938e-10,2.343839408272938e-10
1817,7.595225659835185e-06,7.595225659835185e-06,4.05731511879789e-10,4.05731511879789e-10
1818,7.779958390788774e-06,7.779958390788774e-06,3.5038243734979753e-10,3.5038243734979753e-10
1819,7.948908205435146e-06,7.948908205435146e-06,3.5038243734979753e-10,3.5038243734979753e-10
1820,7.857594677521515e-06,7.857594677521515e-06,3.5038243734979753e-10,3.5038243734979753e-10
1821,7.736361697295382e-06,7.736361697295382e-06,3.5038243734979753e-10,3.5038243734979753e-10
1822,7.61896964312265e-06,7.61896964312265e-06,3.5038243734979753e-10,3.5038243734979753e-10
1823,7.868747811049356e-06,7.868747811049356e-06,3.5038243734979753e-10,3.5038243734979753e-10
1824,7.770700774147241e-06,7.770700774147241e-06,1.790348662973023e-10,1.790348662973023e-10
1825,7.847959360723117e-06,7.847959360723117e-06,0.0,0.0
1826,7.921382738069432e-06,7.921382738069432e-06,0.0,0.0
1827,7.817786029461007e-06,7.817786029461007e-06,2.0914121228494357e-10,2.0914121228494357e-10
1828,7.857740716385056e-06,7.857740716385056e-06,2.0914121228494357e-10,2.0914121228494357e-10
1829,7.878568599803007e-06,7.878568599803007e-06,2.0914121228494357e-10,2.0914121228494357e-10
1830,7.480753538402496e-06,7.480753538402496e-06,2.0914121228494357e-10,2.0914121228494357e-10
1831,7.359583833022043e-06,7.359583833022043e-06,2.0914121228494357e-10,2.0914121228494357e-10
1832,7.329367690545041e-06,7.329367690545041e-06,2.0914121228494357e-10,2.0914121228494357e-10
1833,7.2306511356146075e-06,7.2306511356146075e-06,2.0914121228494357e-10,2.0914121228494357e-10
1834,7.523360116985194e-06,7.523360116985194e-06,0.0,0.0
1835,7.652035427392028e-06,7.652035427392028e-06,8.37834008520539e-11,8.37834008520539e-11
1836,7.765583762063346e-06,7.765583762063346e-06,8.37834008520539e-11,8.37834008520539e-11
1837,7.825065105342738e-06,7.825065105342738e-06,2.3866622170639774e-10,2.3866622170639774e-10
1838,7.926133938391494e-06,7.926133938391494e-06,3.149919690161239e-10,3.149919690161239e-10
1839,7.84256852577008e-06,7.84256852577008e-06,3.149919690161239e-10,3.149919690161239e-10
1840,7.846246847163587e-06,7.846246847163587e-06,3.149919690161239e-10,3.149919690161239e-10
1841,7.733597223185435e-06,7.733597223185435e-06,3.149919690161239e-10,3.149919690161239e-10
1842,7.90637653023753e-06,7.90637653023753e-06,3.5283944813510205e-10,3.5283944813510205e-10
1843,7.858415236634236e-06,7.858415236634236e-06,4.184139780681408e-10,4.184139780681408e-10
1844,8.09113492193449e-06,8.09113492193449e-06,3.3031401423601533e-10,3.3031401423601533e-10
1845,8.120981679634756e-06,8.120981679634756e-06,2.5398826692628925e-10,2.5398826692628925e-10
1846,8.295055717358732e-06,8.295055717358732e-06,2.5398826692628925e-10,2.5398826692628925e-10
1847,8.446154034962611e-06,8.446154034962611e-06,3.1459373201719083e-10,3.1459373201719083e-10
1848,8.684314577424499e-06,8.684314577424499e-06,3.1459373201719083e-10,3.1459373201719083e-10
1849,8.705004412539502e-06,8.705004412539502e-06,3.0044192530657e-10,3.0044192530657e-10
1850,8.76101226562501e-06,8.76101226562501e-06,3.298072132856029e-10,3.298072132856029e-10
1851,8.626326104734159e-06,8.626326104734159e-06,4.4873873664538367e-10,4.4873873664538367e-10
1852,8.6637874119333e-06,8.6637874119333e-06,6.004234490549923e-10,6.004234490549923e-10
1853,8.546535614836362e-06,8.546535614836362e-06,6.486827900228523e-10,6.486827900228523e-10
1854,8.60390056394473e-06,8.60390056394473e-06,5.880773249319507e-10,5.880773249319507e-10
1855,8.528848021731911e-06,8.528848021731911e-06,6.405790739120018e-10,6.405790739120018e-10
1856,8.581926002599566e-06,8.581926002599566e-06,5.331000006515905e-10,5.331000006515905e-10
1857,8.766432204408505e-06,8.766432204408505e-06,4.862944095026681e-10,4.862944095026681e-10
1858,9.07554671617358e-06,9.07554671617358e-06,3.0058002912066884e-10,3.0058002912066884e-10
1859,9.401181939340728e-06,9.401181939340728e-06,1.4889531671106023e-10,1.4889531671106023e-10
1860,9.71931720934143e-06,9.71931720934143e-06,1.6163118462689648e-10,1.6163118462689648e-10
1861,9.957385503054996e-06,9.957385503054996e-06,2.1811786503939905e-10,2.1811786503939905e-10
1862,1.0151931097165548e-05,1.0151931097165548e-05,1.65616116059348e-10,1.65616116059348e-10
1863,1.0285739855524817e-05,1.0285739855524817e-05,1.65616116059348e-10,1.65616116059348e-10
1864,1.0365602715215313e-05,1.0365602715215313e-05,1.6457701074961458e-10,1.6457701074961458e-10
1865,1.0374131826600725e-05,1.0374131826600725e-05,2.5303011273537987e-10,2.5303011273537987e-10
1866,1.0308055477383147e-05,1.0308055477383147e-05,2.5303011273537987e-10,2.5303011273537987e-10
1867,1.0276706754146809e-05,1.0276706754146809e-05,2.7845981869540585e-10,2.7845981869540585e-10
1868,1.0267878419004514e-05,1.0267878419004514e-05,2.667848362859969e-10,2.667848362859969e-10
1869,1.0189785046220226e-05,1.0189785046220226e-05,2.667848362859969e-10,2.667848362859969e-10
1870,1.0133154449119632e-05,1.0133154449119632e-05,3.5125775700782317e-10,3.5125775700782317e-10
1871,1.0142352428894291e-05,1.0142352428894291e-05,3.4473869790576014e-10,3.4473869790576014e-10
